Feature,Feature_idx,Section_k,Section_center,S_hat,S_a,R
Pd_P150,9,0,1.2560000081434846,0.23796575225732902,2.0478607004607027e-08,2.9356468197251774e-08
Pd_P150,9,1,1.3982810653671622,0.18665527312250335,0.28064867657330406,0.40231515486241437
Pd_P150,9,2,1.5580500847399232,0.13802751211989722,0.025508254616126397,0.03656656262006748
Pd_P150,9,3,1.5930260253250594,0.12955864361416602,0.023943160448762036,0.03432297070292195
Pd_P150,9,4,2.8804745380133387,0.027103441377994343,0.36373939629225505,0.5214272639217559
Pd_P150,9,5,7.075217409908771,0.00012115501242281643,0.0037446446643776875,0.0053680185363722014
Pd_P150,9,6,9.999999869704247,0.0,0.0,0.0
HX150,10,0,72.22200001006362,0.00034098002783911215,2.9343696108519156e-11,9.703094730893634e-11
HX150,10,1,76.87064778252108,0.005154562221789042,0.20490348090171856,0.677555369482582
HX150,10,2,81.54090700820274,0.014850138084468625,0.002744388401453282,0.009074882911541574
HX150,10,3,81.58412993477843,0.014892154580790034,0.0027521532844802855,0.009100559089248256
HX150,10,4,81.62735286135413,0.014950869941034051,0.0027630042107637787,0.009136439901691686
HX150,10,5,82.33835700130277,0.015139944174480384,0.0892527999385265,0.29513268185380104
HX150,10,6,83.02774983898178,0.014641671621950876,2.016028169884032e-08,6.666410475419173e-08
