Feature,Feature_idx,Section_k,Section_center,S_hat,S_a,R
Pd_P150,9,0,1.278,0.2278100331940186,0.052462536644838006,0.07521124710662276
Pd_P150,9,1,1.8732142857142846,0.0947698471899002,0.5686446312210403,0.8152192899888722
Pd_P150,9,2,3.7402499999999987,0.005569136450160892,0.0754251106378871,0.10813081099441382
Pd_P150,9,3,7.517035714285715,3.860983912375468e-05,0.0010035111962088438,0.0014386519100912033
HX150,10,0,77.55367857142858,0.006500167450133594,0.2935604162398006,0.9705624872066904
HX150,10,1,82.94267857142857,0.014783342628778185,0.007177920413838923,0.02373147026790002
HX150,10,2,83.013875,0.014684765464331808,0.0017258736463863656,0.005706042525409552
