point,feat_idx,direction,dominant
0.024812033133847375,1,down,False
0.07052631676197052,1,up,False
0.21007518257413593,0,down,False
0.3712781827364649,1,down,False
0.3881202872310366,0,up,False
0.3953383320144245,2,down,False
0.5036090037652425,1,up,False
0.6094736605882645,2,up,False
0.6166917053716524,0,down,False
0.6335338098662241,1,down,False
0.7586465861116137,1,up,False
0.7875187652451652,0,up,False
