Interval_Label,Conditional (x0),Linear (x1)
-0.999 < x0 <= -0.0425,6.277624,3.2263157
-0.0425 < x0 <= 0.684,0.8324181,4.6023335
0.684 < x0 <= 0.999,4.2129455,4.669395
