Interval_Label,Conditional (x0),Linear (x1)
-0.999 < x0 <= 0.182,6.2939544,2.8637137
0.182 < x0 <= 0.534,0.927279,4.3279943
0.534 < x0 <= 0.999,3.2380989,4.3458414
