Interval_Label,Conditional (x0),Linear (x1)
-0.999 < x0 <= -0.834,12.460335,4.488136
-0.834 < x0 <= -0.634,7.8179336,3.910953
-0.634 < x0 <= 0.137,6.652306,3.5104752
0.137 < x0 <= 0.999,0.44866437,4.3303275
