Interval_Label,Conditional (x0),Linear (x1)
-0.999 < x0 <= -0.759,24.740145,3.9125123
-0.759 < x0 <= -0.679,7.4053283,4.1709313
-0.679 < x0 <= 0.0674,7.268989,3.5538087
0.0674 < x0 <= 0.207,9.240194,4.261054
0.207 < x0 <= 0.472,5.9454627,4.317875
0.472 < x0 <= 0.999,0.38353956,4.286408
