Interval_Label,Conditional (x0),Linear (x1)
-0.999 < x0 <= -0.874,9.187726,4.4753556
-0.874 < x0 <= 0.187,10.507133,3.131454
0.187 < x0 <= 0.999,1.6978109,4.340829
