Interval_Label,Conditional (x0),Linear (x1)
-0.999 < x0 <= 0.367,5.1405683,2.7965446
0.367 < x0 <= 0.519,0.6959081,4.5113254
0.519 < x0 <= 0.824,1.5040038,4.2722836
0.824 < x0 <= 0.974,0.43964684,4.396821
0.974 < x0 <= 0.999,1.603353,4.509219
