Feature,Mean_SHAP,Abs_Mean_SHAP,Mean_Abs_SHAP
Current density (A/cm2),-0.009952349940024917,0.009952349940024917,0.009952349940024917
Voltage (V),-0.0002986433291030354,0.0002986433291030354,0.0002986433291030354
Faradaic efficiency,-0.003884063737511834,0.003884063737511834,0.003884063737511834
CO conversion,-3.7142971227626262e-06,3.7142971227626262e-06,3.7142971227626262e-06
Crossover rate,1.3247174596091849e-05,1.3247174596091849e-05,1.3247174596091849e-05
Capture energy (MJ/kgCO2),4.789453877913131e-05,4.789453877913131e-05,4.789453877913131e-05
Electricity price (USD/kWh),-0.0007622849724923432,0.0007622849724923432,0.0007622849724923432
Membrane cost (USD/m2),-0.00010521691126412352,0.00010521691126412352,0.00010521691126412352
