Current density (A/cm2),Voltage (V),Faradaic efficiency,CO conversion,Crossover rate,Capture energy (MJ/kgCO2),Electricity price (USD/kWh),Membrane cost (USD/m2)
-0.24907551872158837,0.005964526134695378,-0.08010256795633085,0.016217601541214294,-0.0004686737584786438,-0.0015158443349823757,-0.02222545378138652,0.0016928145065817177
-0.11026216633718675,-0.009316995599216825,0.012058478476282927,0.015136996500380221,-0.0005859668145874325,0.0014599040515393862,-0.03608509923835181,0.002473089796739232
0.03055212562965298,-0.016061682246997954,0.05839763233263318,0.0009073396416035335,0.0019628187276871365,0.0005918444634009576,-0.03393850788527909,-0.0036136520529548295
0.10001676704033587,0.0043906432465182586,0.0459829381222411,-0.006531107756500904,0.0,0.0014499139345589525,0.022710000756817783,-0.00019995894446966922
0.012404156222275687,-0.002252635144789694,0.05216966333458388,0.014763587532720208,-0.00011373915375612054,0.0015639613647865079,0.008442078325940483,-0.0011545987458825857
0.10605385399294466,-0.0023431729917254805,0.01138954379466034,-0.013558104558519704,0.000842355412533615,-0.00042179173322146046,-0.026159584376422344,-0.00044880793945630963
0.12002766118247592,0.010401181659472658,-0.04072998889675097,-0.0004012586559109448,-0.00038168762626761277,-0.0010060917334065401,-0.026775903830863274,-0.0006443745190029567
0.08294899392110891,-0.005501904458171722,0.05320864239477689,-0.01907515232804848,0.0004971922117323474,0.0026715576358758287,-0.006956572503679578,-0.0008604546172424337
-0.01179405026260455,0.004562581046703545,0.08001829210011134,0.013687379793758643,0.0,0.0026847066855715035,0.014725294973902531,-0.0001549159790308896
-0.15214967917211544,0.0002416539580015374,0.11046208534494294,0.00572803782131891,-0.000260575640420392,-0.00187024093368343,-0.018707142110454607,0.0001831892434397478
0.07668061073994611,0.001011482309743922,0.022874064137667238,0.003864492388191063,3.8114175352377266e-05,0.001580411202947863,0.00487362549958353,-0.001582403372270597
0.0005659963212938865,-0.010062397896052278,0.049853055528412654,-0.007764142263973054,0.000937591482851501,-0.004260814210670755,0.013303040544579021,-0.002326394479308734
-0.027065846141299622,-0.011344478888989977,-0.12648799031843014,0.009038938002629213,-0.001329688558252051,0.0015566547667420223,-0.051071465913908265,0.000473968758417348
0.13478907084662475,0.009843008336346576,-0.1148001021317451,-0.012324186232057,0.00011387226495030572,0.000828553168967452,0.027290576003078333,-0.001078112800294884
0.062254563106343384,0.0049300231394765305,0.07450096715321763,-0.005240421656957745,-0.0009821543274461352,0.0015420371164695619,-0.041523313479088275,-0.00014085692143576967
-0.04040501990034738,-0.013950813528511243,-0.04467085652133323,-0.004159327954445727,-0.00011313688658944054,-0.0016387590056829075,-0.014975885691077223,-0.002609182201892286
-0.16951903206512325,0.007758978719988219,0.0840766364247548,-0.006517659321887128,0.0009464759970987022,0.0009483275226149767,-0.011805785242642168,0.0006627756464770013
0.11166768816247871,-0.002191609105834519,0.013381356017208237,0.0090913269188527,-0.0002598764419374628,0.00025620699189972396,-0.03113034198085195,-0.0012504266545583264
-0.09156775005956336,-0.015106828247842454,-0.010390478345564133,0.0014260262191695084,-0.001611412158010579,0.0006073962010035294,-0.02928293159533007,0.001790499626674078
-0.23769216271858118,0.011116692506247392,0.010199640035671293,-0.006716789724341978,0.000334374174870089,-0.0006639494126565887,-0.0036588771777097996,0.0005240507749340961
0.12394983720935161,-0.010409242763265863,-0.1347244131996508,0.007897896684518974,-0.0010257337012611195,0.0015155189490003995,0.05247313538155005,0.002188367965593141
0.00448358153458489,0.0012042742911746937,0.06810397179139174,-0.0009807379475574526,-0.001228144382805146,-0.0029270133247043806,-0.03207288504093137,-0.0027072398391217818
0.09924590324926788,-0.0039848754469114294,0.024357034793193493,-0.011935632587429048,0.0006302394190263527,0.0012571263381685569,0.01127047252314644,0.0005438448945353364
-0.22047219507095223,0.000980778086591642,0.10868999140072207,-0.007536342621423695,0.0001965939880029357,0.0009856260329796853,0.03969332941817727,0.00011814023259970607
-0.056047207775251774,0.0005979897472282699,0.10275182632071941,-0.012727041615975336,-0.0004296841097738348,-0.0051181153253494665,-0.036572284757513396,0.0020671505379703608
0.055762308604706746,-0.007840511214903943,0.03249175929981088,-0.007001773158821098,0.0,0.0008698030607014878,0.006942549020165344,0.0
0.021307337715918435,-0.013900465545689291,0.08164723519297154,-0.0026567205480249535,0.00031976910736672415,-0.0016659034624245603,-0.017516809638905513,-0.001977498585491488
-0.16220099533261112,0.00987447965192471,-0.1688923939742017,0.007753891489786814,0.0,-0.00024899817167961524,-0.038830842137945715,0.0009273604666200301
0.04996621974624022,0.007192141520871249,-0.017802478430722128,0.0024291482264704564,0.00046115333780887,0.003709081367709592,0.04636990804010104,0.0021892453963096897
0.13688062658673011,0.010200847949100724,-0.12699325109275178,0.004438681217815496,-0.00017380155091714124,-0.00205680258173208,-0.03258234911373838,0.0005643249575052072
0.0667381628859325,-0.010729580683862478,-0.1155591232844586,-0.003579756530981954,0.002477530322414115,-0.0025936359122042244,0.011008017614844429,-0.0024758519200375924
-0.08450779770690404,-0.009890083840872954,0.08096270752370366,-0.0065898048613852915,0.00012774161481836875,-0.0014692456869853654,0.027625011677822962,0.0014799389546752949
-0.17304209094663142,-0.004318052306953004,0.05192946024489502,-0.006302666273449769,0.00013008421059540815,-4.585108852864228e-05,-0.00047553233556402294,-0.00021859456425199386
-0.0258868053634499,-0.00637286819733136,0.015914048412981007,0.002748306877258751,-0.0018369198941877074,-0.0005779511903007684,-0.05198934434284988,-0.003979978011182242
0.06698175452782941,0.008986333002076984,-0.08059949209434546,0.01373852471754753,-0.0006719342284662519,-0.0012798450674138498,0.04221934249672313,0.0028970100559286434
0.07977696296471272,0.0006666674091143614,0.05742987824125274,0.011420784765626692,-0.0007000192650077758,-0.0021739238241068794,-0.023160765091263965,0.000531906201298813
-0.043165391294893364,-0.0022930200643107575,-0.14292598466980605,-0.0011389048578820124,0.0011704689522034212,0.0010273888239440976,-0.017204999752927348,0.002883114210725889
0.05489695460128024,-0.01809028101111781,-0.0330984390582265,0.015181433590720845,0.0011361764711640826,-0.005021129211106441,0.018292828416452207,0.0039812225287316665
-0.0271016738450551,0.0038446536717779947,0.059982139719180774,-0.00974151717395773,0.00016963119643079107,-0.0006533204161557155,-0.026650967744305757,-0.0002283648218747253
0.11098883793762288,0.008609759834386827,0.015102894947190358,0.006853045252593525,0.0006200298642808724,-0.00043995400960894493,-0.0330917089105793,0.00018102841698155184
-0.1778922177757901,0.0036907533643599027,-0.0703270950066952,-0.01571995398788808,-7.238102980743157e-05,-3.561361249793116e-05,0.04083646458840297,0.0003065217169775926
0.0989947205913963,0.006041248570853793,0.04278492229029003,0.011891184093445159,-0.001642681118821595,0.0001489730088344909,0.026471470649333764,5.879405949160699e-05
-0.07418347199067275,-0.011028733878392576,0.08473191012929743,0.00021124774219847953,0.0002049562673037946,-0.00266733198116283,-0.007568689282540787,0.0013956956433953422
0.07645119486574763,0.013938458387043572,-0.03181898523628699,0.0003429836773891502,0.0002359030145898111,0.0005554735537652756,0.03821686477605341,0.0006069506709359979
0.061034402002598874,-0.004685455056308599,0.04970300546745355,0.008857362147932157,-0.0003842334704670899,0.00011391228663137909,-0.0076962515545189545,0.001290969604570209
0.08355365509010457,0.006309276646746395,-0.0452850063906876,-0.015198124732584615,0.0011354045800187045,0.0021112493641258206,-0.01913508259723911,0.002303228852621194
0.03696830670975475,-0.000414513851084022,-0.11652911589544866,-0.0028717373242993123,0.0008500700682412543,0.0,-0.05422103751905607,-0.0007052971905667933
-0.09554656649106764,-0.00015033013237235877,0.09933824077939858,-0.01271883261722537,0.00011475966119210528,0.0007065719503805909,0.01725120399417371,-0.001345270097477965
-0.07437991350954704,-0.011683856182960691,0.015107203737851894,0.016288979369430745,-0.0006144517049663504,-0.005110560415220353,0.03625608490072293,0.0004302293777716168
-0.12590509593629415,-0.0017985343883341318,-0.019608044271507318,-0.015033899020743572,0.0004815107914145911,-0.002838041503416725,0.0092679908204825,0.0010749097583056645
-0.10662921119193967,0.008497382897937604,0.04170683622981037,0.0030588541463704823,0.00012751771121934097,-0.004163061035237327,-0.01184102459275268,0.001021218322559477
