Feature,S1,S1_CI_lower,S1_CI_upper,ST,ST_CI_lower,ST_CI_upper
Current density (A/cm2),0.6046864012083233,0.4156186833063598,0.7976938960740891,0.3916656090236905,0.20007833453234805,0.5842382146977355
Voltage (V),0.0024761154831992095,-0.03698596389428627,0.042458869447065506,0.9978275756965216,0.9576338249931435,1.0369493287105944
Faradaic efficiency,0.3066799914345817,0.16635384696750294,0.444223558277298,0.6978520913328553,0.5621163839479405,0.839992135831709
CO conversion,0.009626317575330523,-0.031730483114411755,0.051906382521300296,0.9901252762748133,0.9478579763328554,1.031182687168896
Crossover rate,0.0011647462988665642,-0.03444396739720443,0.03833629845520747,0.9988724290493021,0.9617462695093996,1.033811969255619
Capture energy (MJ/kgCO2),0.0016469641501308879,-0.033697134579214076,0.039680636783837965,0.9983489384609422,0.9608449865195484,1.0344084335930366
Electricity price (USD/kWh),0.04334013632496811,-0.020385965598124417,0.10452021252272573,0.9571288422284139,0.892177546555483,1.0197205658908781
Membrane cost (USD/m2),0.0008841507614324705,-0.03451106869740456,0.03782803426400817,0.9991882140508199,0.9625043250649202,1.0355173330684873
