QAgNO3(%),Qpva(%),Qtsc(%),Qseed(%),Qtot(uL/min)
-0.16193051283479168,-0.0008684895154094209,-0.07022019275130399,-0.09534771585772285,0.0010514484948851988
-0.10055353417315847,0.037900064356378875,-0.03541593349427017,-0.08651919601247669,0.029858263823575704
-0.16193051283479168,-0.0008684895154094209,-0.07022019275130399,-0.09534771585772285,0.0010514484948851988
-0.12246636366972981,-0.007881319573726734,-0.045993049282663616,-0.04092655366388585,0.01001077147482557
-0.03935681245446405,-0.0010312976553737419,0.18451032231636352,0.22685464445165218,-0.14147344420947602
0.01993139778081507,0.023224681919756685,-0.07052632692703277,-0.14172178202253033,0.06104518578068128
-0.07024278128212101,-0.022919951106631475,-0.04314846335695678,0.31493391144715804,0.033688863453685214
0.20861806244578757,-0.01436435522278548,-0.035542267292706986,0.009323952551642077,-0.0025118246871671246
0.22034406776932092,-0.015014050951642956,0.05814483020392606,0.08093993162802099,-0.002469864914189268
-0.10055353417315847,0.037900064356378875,-0.03541593349427017,-0.08651919601247669,0.029858263823575704
-0.1616864308116317,-0.006643144874073531,-0.07764185132142172,-0.0958230194893341,0.00029857056084586775
0.04948033285660006,-0.0029283771527002234,-0.05174224728686049,-0.15869735055008694,0.009929438084349007
-0.11468218400885595,-0.014016661640881523,-0.0522350146735885,-0.03766754665480668,0.005796564619467731
0.08823000935400814,-0.010743194595779645,-0.014506889209210172,-0.13091069855420964,-0.051028799988758394
0.029324183801064118,-0.015068173782546362,-0.05368231920940065,-0.16805332880759133,0.006112222236602988
0.011354161929566453,0.007064822532294948,-0.0319416799596445,-0.007393458202174174,0.005017472021625471
0.21553121708474196,0.016090297752391,-0.0236877135132509,0.15341103862347058,0.005967933453794649
0.0155106184788813,0.023456829818793778,-0.06447273454372614,-0.15043564293318828,0.016614617458579447
-0.1100969282834259,0.005451006687265336,0.09186122032817519,-0.10608674338813179,-0.052047282934023574
-0.03935681245446405,-0.0010312976553737419,0.18451032231636352,0.22685464445165218,-0.14147344420947602
-0.03935681245446405,-0.0010312976553737419,0.18451032231636352,0.22685464445165218,-0.14147344420947602
-0.11468218400885595,-0.014016661640881523,-0.0522350146735885,-0.03766754665480668,0.005796564619467731
-0.1044990754449099,-0.0165398332167327,-0.06260079967240878,-0.11316942730498371,0.011368791057934202
-0.050073064388886514,0.025441444541553532,0.19185302731215323,0.24879467110820433,-0.18869574854846025
-0.11337402331398228,-0.006639492676036823,-0.05902297661297879,-0.03402220489127449,0.006700586793199709
0.12803186898490468,0.0047712315976864185,0.0423951678130976,0.0889291365471681,-0.0019571896034633607
-0.08915772311532327,0.0044084493093943244,0.12833092463396611,-0.13234011725260444,0.008067686107842675
-0.12728046736530985,-0.007787013312171181,-0.052015021234053695,-0.045974445081231725,0.009172475360644944
0.009009394645504772,0.027666552418120032,0.04523414734321103,-0.13713939287074217,0.0193812093243304
0.2497802074100503,0.01769765358522996,0.03050470430116111,0.09849978402516,-0.029371328565703958
0.017506823376448016,0.029255759392136975,-0.0557693727742059,-0.1458230861049589,0.025250766597583803
-0.07126575478059319,-0.024130686644759983,-0.08432301289959704,0.29679024386114883,0.026980786137955542
0.017506823376448016,0.029255759392136975,-0.0557693727742059,-0.1458230861049589,0.025250766597583803
0.1939434733074292,0.011066056363855454,0.0718713065360957,0.04967661687178962,-0.010698632609273118
0.13999472663577994,-0.009698452150941787,-0.04230420633218363,-0.14172239812826923,0.004289284646636846
0.047646350704045146,0.006458472976399281,0.0314437074585598,-0.08719440566440845,0.03683208692549612
0.008485319813947942,-0.010897353811998578,0.13450063665519224,-0.13817715150485585,0.07643382759500737
0.31476085423278766,0.00030741172576484455,-0.017156663316580403,-0.1034055808045045,0.012775494326198936
0.0044219966847722884,0.026992942825906453,0.06944409025780114,-0.13471202938430663,0.02552307952377827
-0.09023255302995647,0.00374594161068343,0.19463666271699767,-0.10214527704375503,-0.061987733340123065
0.11386544338651472,-0.007153196503664,0.03775262473382907,0.021258467310814794,0.04947128567018567
-0.16193051283479168,-0.0008684895154094209,-0.07022019275130399,-0.09534771585772285,0.0010514484948851988
-0.14890101896507943,-0.0031563314310417193,-0.05171889680819364,-0.09524002834670585,-0.0005357855396800337
-0.0755194281412813,0.003575871161968669,-0.08441792909883411,-0.1619279959325605,0.018792038842898248
-0.06432052407445578,-0.009851265605425014,-0.09518513797920235,0.29131219906849337,0.030473456529060278
-0.09080807038616233,-0.01957979570723198,-0.06725864710894028,-0.07535135607920185,0.020608849683286745
-0.12868674202648392,-0.0048892040146427135,-0.06595215807518091,-0.06317984997714675,0.005371580326532621
0.08221368215417618,-0.018330460323631264,0.017115461885267566,0.13025567367565008,-0.016017675357489852
-0.16193051283479168,-0.0008684895154094209,-0.07022019275130399,-0.09534771585772285,0.0010514484948851988
0.12803186898490468,0.0047712315976864185,0.0423951678130976,0.0889291365471681,-0.0019571896034633607
-0.050073064388886514,0.025441444541553532,0.19185302731215323,0.24879467110820433,-0.18869574854846025
0.1193144592288234,-0.026292498092761147,0.008879280020533172,-0.04114415005762866,-0.056996950385960754
-0.11613260746757392,-0.009984283446490603,-0.061709131476453176,-0.02595389377061957,0.005425279177515174
-0.1044990754449099,-0.0165398332167327,-0.06260079967240878,-0.11316942730498371,0.011368791057934202
