Feature,Global_Attribution_Score
x4,0.9884126
x3,0.16508186
x7,0.035155926
x13,0.030295031
x6,0.017534183
x1,0.0
x2,0.0
x5,0.0
x8,0.0
x9,0.0
x10,0.0
x11,0.0
x12,0.0
x14,0.0
x15,0.0
x16,0.0
