Feature,Global_Attribution_Score
x1,0.89018285
x5,0.34618655
x8,0.019773886
x10,0.017307114
x15,0.016623113
x11,0.016615404
x4,0.015773002
x14,0.014604043
x12,0.011557871
x6,0.010579837
x16,0.010321238
x13,0.00902195
x3,0.008146859
x2,0.0066805724
x7,0.0022787373
x9,0.0
