func,grid,k,feature_idx,feature_name,test_r2,attribution,n_tp,tp_norm,tp_raw,first_tp_norm,first_tp_raw,ckpt_path
log2,15,8,0,Log (x0),1.0,0.71664,6,"[0.20366, 0.42255, 0.47468, 0.74243, 0.84867, 1.06]","[-0.7400107844041184, -0.19341302466263813, -0.06323740578866777, 0.6053703431755671, 0.8706659071343357, 1.3983853304344729]",0.20366,-0.7400107844041184,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g15_k8
log2,15,8,1,Linear (x1),1.0,0.68815,8,"[0.22361, 0.2659, 0.52536, 0.69907, 0.85338, 0.9, 1.00648, 1.05971]","[-0.6903744772495947, -0.5847989738471249, 0.06293382617190525, 0.49659475537604325, 0.8818242642442178, 0.9982094609484773, 1.2640330505038089, 1.3969198806318166]",0.22361,-0.6903744772495947,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g15_k8
log2,30,2,0,Log (x0),1.0,0.71598,1,[0.47468],[-0.06323740578866777],0.47468,-0.06323740578866777,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g30_k2
log2,30,2,1,Linear (x1),1.0,0.65899,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g30_k2
log2,30,3,0,Log (x0),1.0,0.71807,4,"[0.12428, 0.59474, 0.68356, 0.87539]","[-0.9382333170382209, 0.23656855626790016, 0.4583640381091822, 0.9373893396360139]",0.12428,-0.9382333170382209,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g30_k3
log2,30,3,1,Linear (x1),1.0,0.66107,1,[0.87805],[0.9434120549497965],0.87805,0.9434120549497965,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g30_k3
log2,30,4,0,Log (x0),1.0,0.85083,3,"[0.1, 0.50061, 0.9]","[-0.9988637414821112, 0.0015132904975791572, 0.9988438184483756]",0.1,-0.9988637414821112,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g30_k4
log2,30,4,1,Linear (x1),1.0,0.68635,2,"[0.10143, 0.9]","[-0.995392566767536, 0.9982094609484773]",0.10143,-0.995392566767536,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g30_k4
log2,30,5,0,Log (x0),0.9999,0.71889,3,"[0.18468, 0.5355, 0.9]","[-0.7874063962634691, 0.08863831145504744, 0.9988438184483756]",0.18468,-0.7874063962634691,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g30_k5
log2,30,5,1,Linear (x1),0.9999,0.65843,2,"[0.14006, 0.92662]","[-0.8989541251397895, 1.0646653583373102]",0.14006,-0.8989541251397895,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g30_k5
log2,30,6,0,Log (x0),1.0,0.72039,4,"[0.12428, 0.20366, 0.82633, 0.95333]","[-0.9382333170382209, -0.7400107844041184, 0.8148799235232769, 1.1320159986622416]",0.12428,-0.9382333170382209,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g30_k6
log2,30,6,1,Linear (x1),1.0,0.66166,6,"[0.10143, 0.16955, 0.45843, 0.50513, 0.60458, 0.92662]","[-0.995392566767536, -0.8253333732991929, -0.10415457398717017, 0.012430339914350986, 0.26070378076031014, 1.0646653583373102]",0.10143,-0.995392566767536,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g30_k6
log2,30,7,0,Log (x0),0.9999,0.84722,7,"[0.1, 0.14933, 0.18468, 0.59474, 0.61845, 0.9, 0.95333]","[-0.9988637414821112, -0.8756800990678976, -0.7874063962634691, 0.23656855626790016, 0.29577561407534, 0.9988438184483756, 1.1320159986622416]",0.1,-0.9988637414821112,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g30_k7
log2,30,7,1,Linear (x1),0.9999,0.81527,12,"[0.14006, 0.19838, 0.22361, 0.33011, 0.41988, 0.52536, 0.69907, 0.72901, 0.85338, 0.87805, 0.92662, 0.95324]","[-0.8989541251397895, -0.7533602883360053, -0.6903744772495947, -0.42450095839494756, -0.20039329841765513, 0.06293382617190525, 0.49659475537604325, 0.5713389164512371, 0.8818242642442178, 0.9434120549497965, 1.0646653583373102, 1.131121255726143]",0.14006,-0.8989541251397895,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g30_k7
log2,30,8,0,Log (x0),0.9999,0.83227,13,"[0.14933, 0.18468, 0.25139, 0.27906, 0.30196, 0.45099, 0.50061, 0.56405, 0.61845, 0.68356, 0.77389, 0.92667, 0.98]","[-0.8756800990678976, -0.7874063962634691, -0.6208225571097656, -0.5517268468806701, -0.49454246797765977, -0.12239452090710927, 0.0015132904975791572, 0.15993150000006687, 0.29577561407534, 0.4583640381091822, 0.6839301929698333, 1.0654423942275582, 1.198614574441424]",0.14933,-0.8756800990678976,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g30_k8
log2,30,8,1,Linear (x1),0.9999,0.75086,3,"[0.19838, 0.22361, 0.24251]","[-0.7533602883360053, -0.6903744772495947, -0.6431912893965164]",0.19838,-0.7533602883360053,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g30_k8
conditional,3,2,0,Conditional (x0),0.9991,0.73706,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g3_k2
conditional,3,2,1,Linear (x1),0.9991,0.64402,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g3_k2
conditional,3,3,0,Conditional (x0),0.9976,0.73685,1,[0.36063],[-0.3480355898012577],0.36063,-0.3480355898012577,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g3_k3
conditional,3,3,1,Linear (x1),0.9976,0.64364,1,[0.39616],[-0.25960944740575104],0.39616,-0.25960944740575104,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g3_k3
conditional,3,4,0,Conditional (x0),0.9988,0.73802,1,[0.9],[0.9988438184483756],0.9,0.9988438184483756,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g3_k4
conditional,3,4,1,Linear (x1),0.9988,0.64322,1,[0.39616],[-0.25960944740575104],0.39616,-0.25960944740575104,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g3_k4
conditional,3,5,0,Conditional (x0),0.9985,0.73652,1,[0.64591],[0.3643469260699538],0.64591,0.3643469260699538,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g3_k5
conditional,3,5,1,Linear (x1),0.9985,0.6444,1,[0.62995],[0.32403909694192884],0.62995,0.32403909694192884,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g3_k5
conditional,3,6,0,Conditional (x0),0.9986,0.73742,2,"[0.36063, 1.43333]","[-0.3480355898012577, 2.3306405346205334]",0.36063,-0.3480355898012577,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g3_k6
conditional,3,6,1,Linear (x1),0.9986,0.64356,2,"[0.62995, 1.16619]","[0.32403909694192884, 1.6627434701871484]",0.62995,0.32403909694192884,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g3_k6
conditional,3,7,0,Conditional (x0),0.9984,0.73738,1,[0.9],[0.9988438184483756],0.9,0.9988438184483756,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g3_k7
conditional,3,7,1,Linear (x1),0.9984,0.64338,2,"[0.9, 1.43238]","[0.9982094609484773, 2.3272774794258195]",0.9,0.9982094609484773,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g3_k7
conditional,3,8,0,Conditional (x0),0.9985,0.73605,2,"[0.64591, 1.7]","[0.3643469260699538, 2.996551378378862]",0.64591,0.3643469260699538,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g3_k8
conditional,3,8,1,Linear (x1),0.9985,0.64474,3,"[0.62995, 1.43238, 1.96475]","[0.32403909694192884, 2.3272774794258195, 3.6563205332535036]",0.62995,0.32403909694192884,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g3_k8
conditional,5,2,0,Conditional (x0),0.9996,0.73776,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g5_k2
conditional,5,2,1,Linear (x1),0.9996,0.64311,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g5_k2
conditional,5,3,0,Conditional (x0),0.999,0.73775,1,[0.42255],[-0.19341302466263813],0.42255,-0.19341302466263813,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g5_k3
conditional,5,3,1,Linear (x1),0.999,0.64276,1,[0.2659],[-0.5847989738471249],0.2659,-0.5847989738471249,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g5_k3
conditional,5,4,0,Conditional (x0),0.9996,0.73801,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g5_k4
conditional,5,4,1,Linear (x1),0.9996,0.6427,2,"[0.2659, 0.9]","[-0.5847989738471249, 0.9982094609484773]",0.2659,-0.5847989738471249,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g5_k4
conditional,5,5,0,Conditional (x0),0.9993,0.73753,1,[0.59474],[0.23656855626790016],0.59474,0.23656855626790016,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g5_k5
conditional,5,5,1,Linear (x1),0.9993,0.64298,1,[0.4379],[-0.1554069997344556],0.4379,-0.1554069997344556,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g5_k5
conditional,5,6,0,Conditional (x0),0.9995,0.73803,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g5_k6
conditional,5,6,1,Linear (x1),0.9995,0.6428,1,[1.05971],[1.3969198806318166],1.05971,1.3969198806318166,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g5_k6
conditional,5,7,0,Conditional (x0),0.999,0.73749,1,[0.74243],[0.6053703431755671],0.74243,0.6053703431755671,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g5_k7
conditional,5,7,1,Linear (x1),0.999,0.64354,2,"[1.05971, 1.37914]","[1.3969198806318166, 2.1943656846481536]",1.05971,1.3969198806318166,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g5_k7
conditional,5,8,0,Conditional (x0),0.9993,0.73775,1,[1.54],[2.597009866392765],1.54,2.597009866392765,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g5_k8
conditional,5,8,1,Linear (x1),0.9993,0.64319,3,"[0.58166, 1.21943, 1.53885]","[0.20348480374483105, 1.795655264964814, 2.593076104331493]",0.58166,0.20348480374483105,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g5_k8
conditional,7,2,0,Conditional (x0),0.9997,0.73803,1,[0.69316],[0.48233652882834815],0.69316,0.48233652882834815,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g7_k2
conditional,7,2,1,Linear (x1),0.9997,0.64277,1,[0.23186],[-0.6697786412819811],0.23186,-0.6697786412819811,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g7_k2
conditional,7,3,0,Conditional (x0),0.9995,0.73812,1,[0.44888],[-0.12766347459642594],0.44888,-0.12766347459642594,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g7_k3
conditional,7,3,1,Linear (x1),0.9995,0.64265,1,[0.4556],[-0.11121956984030304],0.4556,-0.11121956984030304,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g7_k3
conditional,7,4,0,Conditional (x0),0.9997,0.73819,2,"[0.20923, 0.9]","[-0.7261017455181022, 0.9988438184483756]",0.20923,-0.7261017455181022,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g7_k4
conditional,7,4,1,Linear (x1),0.9997,0.64265,1,[0.34832],[-0.3790403313682516],0.34832,-0.3790403313682516,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g7_k4
conditional,7,5,0,Conditional (x0),0.9995,0.73831,2,"[0.56726, 1.01429]","[0.1679473015842878, 1.2842413147289444]",0.56726,0.1679473015842878,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g7_k5
conditional,7,5,1,Linear (x1),0.9995,0.64244,1,[0.78993],[0.7234235621660267],0.78993,0.7234235621660267,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g7_k5
conditional,7,6,0,Conditional (x0),0.9996,0.7379,2,"[0.31664, 1.01429]","[-0.45788453425293546, 1.2842413147289444]",0.31664,-0.45788453425293546,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g7_k6
conditional,7,6,1,Linear (x1),0.9996,0.64282,2,"[0.23186, 1.01408]","[-0.6697786412819811, 1.283006184243671]",0.23186,-0.6697786412819811,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g7_k6
conditional,7,7,0,Conditional (x0),0.9995,0.73776,3,"[0.20923, 0.69316, 1.24286]","[-0.7261017455181022, 0.48233652882834815, 1.855011335945584]",0.20923,-0.7261017455181022,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g7_k7
conditional,7,7,1,Linear (x1),0.9995,0.64297,2,"[0.34832, 1.24224]","[-0.3790403313682516, 1.8525996308340582]",0.34832,-0.3790403313682516,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g7_k7
conditional,7,8,0,Conditional (x0),0.9996,0.73824,3,"[0.44888, 1.01429, 1.35714]","[-0.12766347459642594, 1.2842413147289444, 2.140383860881654]",0.44888,-0.12766347459642594,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g7_k8
conditional,7,8,1,Linear (x1),0.9996,0.64258,3,"[0.34832, 0.55621, 1.35632]","[-0.3790403313682516, 0.13994977036595072, 2.1373963541292516]",0.34832,-0.3790403313682516,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g7_k8
conditional,10,2,0,Conditional (x0),0.9997,0.73784,2,"[0.42255, 0.59474]","[-0.19341302466263813, 0.23656855626790016]",0.42255,-0.19341302466263813,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g10_k2
conditional,10,2,1,Linear (x1),0.9997,0.64307,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g10_k2
conditional,10,3,0,Conditional (x0),0.9998,0.73794,1,[0.68356],[0.4583640381091822],0.68356,0.4583640381091822,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g10_k3
conditional,10,3,1,Linear (x1),0.9998,0.64272,1,[0.19838],[-0.7533602883360053],0.19838,-0.7533602883360053,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g10_k3
conditional,10,4,0,Conditional (x0),0.9997,0.73814,2,"[0.50061, 0.9]","[0.0015132904975791572, 0.9988438184483756]",0.50061,0.0015132904975791572,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g10_k4
conditional,10,4,1,Linear (x1),0.9997,0.64281,1,[0.75486],[0.635872535816426],0.75486,0.635872535816426,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g10_k4
conditional,10,5,0,Conditional (x0),0.9998,0.73812,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g10_k5
conditional,10,5,1,Linear (x1),0.9998,0.64262,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g10_k5
conditional,10,6,0,Conditional (x0),0.9996,0.7378,1,[0.59474],[0.23656855626790016],0.59474,0.23656855626790016,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g10_k6
conditional,10,6,1,Linear (x1),0.9996,0.64305,3,"[0.19838, 0.75486, 1.05971]","[-0.7533602883360053, 0.635872535816426, 1.3969198806318166]",0.19838,-0.7533602883360053,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g10_k6
conditional,10,7,0,Conditional (x0),0.9997,0.73815,1,[1.14],[1.5981560864275213],1.14,1.5981560864275213,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g10_k7
conditional,10,7,1,Linear (x1),0.9997,0.64264,3,"[0.58166, 0.9, 1.13957]","[0.20348480374483105, 0.9982094609484773, 1.5962875727983155]",0.58166,0.20348480374483105,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g10_k7
conditional,10,8,0,Conditional (x0),0.9996,0.7376,4,"[0.68356, 0.82633, 1.06, 1.22]","[0.4583640381091822, 0.8148799235232769, 1.3983853304344729, 1.79792684242057]",0.68356,0.4583640381091822,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g10_k8
conditional,10,8,1,Linear (x1),0.9996,0.64322,4,"[0.2659, 0.6602, 1.05971, 1.21943]","[-0.5847989738471249, 0.39955716215651166, 1.3969198806318166, 1.795655264964814]",0.2659,-0.5847989738471249,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g10_k8
conditional,15,2,0,Conditional (x0),0.9998,0.73809,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g15_k2
conditional,15,2,1,Linear (x1),0.9998,0.64232,1,[0.16955],[-0.8253333732991929],0.16955,-0.8253333732991929,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g15_k2
conditional,15,3,0,Conditional (x0),0.9997,0.73812,1,[0.47468],[-0.06323740578866777],0.47468,-0.06323740578866777,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g15_k3
conditional,15,3,1,Linear (x1),0.9997,0.64256,4,"[0.2659, 0.52536, 0.75486, 0.85338]","[-0.5847989738471249, 0.06293382617190525, 0.635872535816426, 0.8818242642442178]",0.2659,-0.5847989738471249,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g15_k3
conditional,15,4,0,Conditional (x0),0.9997,0.73857,1,[0.59474],[0.23656855626790016],0.59474,0.23656855626790016,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g15_k4
conditional,15,4,1,Linear (x1),0.9997,0.642,2,"[0.16955, 0.62995]","[-0.8253333732991929, 0.32403909694192884]",0.16955,-0.8253333732991929,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g15_k4
conditional,15,5,0,Conditional (x0),0.9997,0.73797,1,[0.5355],[0.08863831145504744],0.5355,0.08863831145504744,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g15_k5
conditional,15,5,1,Linear (x1),0.9997,0.64266,3,"[0.22361, 0.39616, 0.62995]","[-0.6903744772495947, -0.25960944740575104, 0.32403909694192884]",0.22361,-0.6903744772495947,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g15_k5
conditional,15,6,0,Conditional (x0),0.9997,0.73824,2,"[0.20366, 0.84867]","[-0.7400107844041184, 0.8706659071343357]",0.20366,-0.7400107844041184,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g15_k6
conditional,15,6,1,Linear (x1),0.9997,0.64229,4,"[0.4379, 0.52536, 0.85338, 1.00648]","[-0.1554069997344556, 0.06293382617190525, 0.8818242642442178, 1.2640330505038089]",0.4379,-0.1554069997344556,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g15_k6
conditional,15,7,0,Conditional (x0),0.9997,0.73738,4,"[0.25139, 0.36063, 0.59474, 1.06]","[-0.6208225571097656, -0.3480355898012577, 0.23656855626790016, 1.3983853304344729]",0.25139,-0.6208225571097656,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g15_k7
conditional,15,7,1,Linear (x1),0.9997,0.64317,6,"[0.22361, 0.39616, 0.62995, 0.85338, 0.95324, 1.05971]","[-0.6903744772495947, -0.25960944740575104, 0.32403909694192884, 0.8818242642442178, 1.131121255726143, 1.3969198806318166]",0.22361,-0.6903744772495947,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g15_k7
conditional,15,8,0,Conditional (x0),0.9996,0.73806,5,"[0.20366, 0.74243, 0.84867, 1.00667, 1.11333]","[-0.7400107844041184, 0.6053703431755671, 0.8706659071343357, 1.2652131502206065, 1.5315575106483388]",0.20366,-0.7400107844041184,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g15_k8
conditional,15,8,1,Linear (x1),0.9996,0.64253,5,"[0.33011, 0.62995, 0.80009, 0.9, 1.05971]","[-0.42450095839494756, 0.32403909694192884, 0.7487876462182633, 0.9982094609484773, 1.3969198806318166]",0.33011,-0.42450095839494756,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g15_k8
conditional,30,2,0,Conditional (x0),0.9996,0.73811,5,"[0.12428, 0.36063, 0.47468, 0.64591, 0.70331]","[-0.9382333170382209, -0.3480355898012577, -0.06323740578866777, 0.3643469260699538, 0.5076824434949662]",0.12428,-0.9382333170382209,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g30_k2
conditional,30,2,1,Linear (x1),0.9996,0.64217,5,"[0.16955, 0.24251, 0.39616, 0.58166, 0.72901]","[-0.8253333732991929, -0.6431912893965164, -0.25960944740575104, 0.20348480374483105, 0.5713389164512371]",0.16955,-0.8253333732991929,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g30_k2
conditional,30,3,0,Conditional (x0),0.9998,0.73807,1,[0.50061],[0.0015132904975791572],0.50061,0.0015132904975791572,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g30_k3
conditional,30,3,1,Linear (x1),0.9998,0.64209,1,[0.52536],[0.06293382617190525],0.52536,0.06293382617190525,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g30_k3
conditional,30,4,0,Conditional (x0),0.9998,0.73767,1,[0.50061],[0.0015132904975791572],0.50061,0.0015132904975791572,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g30_k4
conditional,30,4,1,Linear (x1),0.9998,0.64249,3,"[0.41988, 0.60458, 0.72901]","[-0.20039329841765513, 0.26070378076031014, 0.5713389164512371]",0.41988,-0.20039329841765513,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g30_k4
conditional,30,5,0,Conditional (x0),0.9997,0.73831,4,"[0.27906, 0.45099, 0.61845, 0.92667]","[-0.5517268468806701, -0.12239452090710927, 0.29577561407534, 1.0654423942275582]",0.27906,-0.5517268468806701,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g30_k5
conditional,30,5,1,Linear (x1),0.9997,0.64176,4,"[0.2659, 0.58166, 0.69907, 0.9]","[-0.5847989738471249, 0.20348480374483105, 0.49659475537604325, 0.9982094609484773]",0.2659,-0.5847989738471249,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g30_k5
conditional,30,6,0,Conditional (x0),0.9997,0.73825,3,"[0.25139, 0.5355, 0.74243]","[-0.6208225571097656, 0.08863831145504744, 0.6053703431755671]",0.25139,-0.6208225571097656,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g30_k6
conditional,30,6,1,Linear (x1),0.9997,0.64193,6,"[0.2659, 0.41988, 0.50513, 0.6602, 0.75486, 0.95324]","[-0.5847989738471249, -0.20039329841765513, 0.012430339914350986, 0.39955716215651166, 0.635872535816426, 1.131121255726143]",0.2659,-0.5847989738471249,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g30_k6
conditional,30,7,0,Conditional (x0),0.8265,0.75359,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g30_k7
conditional,30,7,1,Linear (x1),0.8265,0.62903,2,"[0.16955, 0.22361]","[-0.8253333732991929, -0.6903744772495947]",0.16955,-0.8253333732991929,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g30_k7
conditional,30,8,0,Conditional (x0),0.9996,0.73816,9,"[0.14933, 0.25139, 0.33359, 0.47468, 0.56405, 0.70331, 0.84867, 0.95333, 1.00667]","[-0.8756800990678976, -0.6208225571097656, -0.4155581053269082, -0.06323740578866777, 0.15993150000006687, 0.5076824434949662, 0.8706659071343357, 1.1320159986622416, 1.2652131502206065]",0.14933,-0.8756800990678976,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g30_k8
conditional,30,8,1,Linear (x1),0.9996,0.64244,10,"[0.24251, 0.29702, 0.35596, 0.4379, 0.52536, 0.6602, 0.80009, 0.85338, 0.9, 0.97986]","[-0.6431912893965164, -0.507108984112321, -0.35996733902975864, -0.1554069997344556, 0.06293382617190525, 0.39955716215651166, 0.7487876462182633, 0.8818242642442178, 0.9982094609484773, 1.1975771531149757]",0.24251,-0.6431912893965164,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\conditional\g30_k8
rosenbrock,3,2,0,Quadratic (x0),0.993,9.28225,2,"[0.1, 0.36063]","[-0.9988637414821112, -0.3480355898012577]",0.1,-0.9988637414821112,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\rosenbrock\g3_k2
rosenbrock,3,2,1,Parabolic (x1),0.993,0.86769,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\rosenbrock\g3_k2
rosenbrock,3,3,0,Quadratic (x0),0.9958,10.59182,1,[0.1],[-0.9988637414821112],0.1,-0.9988637414821112,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\rosenbrock\g3_k3
rosenbrock,3,3,1,Parabolic (x1),0.9958,2.43875,2,"[0.10143, 0.39616]","[-0.995392566767536, -0.25960944740575104]",0.10143,-0.995392566767536,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\rosenbrock\g3_k3
rosenbrock,3,4,0,Quadratic (x0),0.9991,12.24638,2,"[0.1, 0.9]","[-0.9988637414821112, 0.9988438184483756]",0.1,-0.9988637414821112,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\rosenbrock\g3_k4
rosenbrock,3,4,1,Parabolic (x1),0.9991,4.05806,3,"[0.10143, 0.39616, 0.62995]","[-0.995392566767536, -0.25960944740575104, 0.32403909694192884]",0.10143,-0.995392566767536,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\rosenbrock\g3_k4
rosenbrock,3,5,0,Quadratic (x0),0.998,10.10331,3,"[0.36063, 0.64591, 1.16667]","[-0.3480355898012577, 0.3643469260699538, 1.6647546622067042]",0.36063,-0.3480355898012577,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\rosenbrock\g3_k5
rosenbrock,3,5,1,Parabolic (x1),0.998,2.57653,3,"[0.39616, 0.62995, 1.16619]","[-0.25960944740575104, 0.32403909694192884, 1.6627434701871484]",0.39616,-0.25960944740575104,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\rosenbrock\g3_k5
rosenbrock,3,6,0,Quadratic (x0),0.9943,13.46343,2,"[0.1, 1.43333]","[-0.9988637414821112, 2.3306405346205334]",0.1,-0.9988637414821112,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\rosenbrock\g3_k6
rosenbrock,3,6,1,Parabolic (x1),0.9943,5.00386,4,"[0.10143, 0.39616, 0.9, 1.43238]","[-0.995392566767536, -0.25960944740575104, 0.9982094609484773, 2.3272774794258195]",0.10143,-0.995392566767536,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\rosenbrock\g3_k6
rosenbrock,3,7,0,Quadratic (x0),0.9976,0.73377,2,"[0.36063, 1.16667]","[-0.3480355898012577, 1.6647546622067042]",0.36063,-0.3480355898012577,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\rosenbrock\g3_k7
rosenbrock,3,7,1,Parabolic (x1),0.9976,0.6785,6,"[0.10143, 0.39616, 0.62995, 0.9, 1.16619, 1.69857]","[-0.995392566767536, -0.25960944740575104, 0.32403909694192884, 0.9982094609484773, 1.6627434701871484, 2.9918114886644904]",0.10143,-0.995392566767536,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\rosenbrock\g3_k7
