func,grid,k,feature_idx,feature_name,test_r2,attribution,n_tp,tp_norm,tp_raw,first_tp_norm,first_tp_raw,ckpt_path
logarithm,10,5,1,Linear (x1),1.0,0.66245,3,"[0.35596, 0.50513, 0.75486]","[-0.35996733902975864, 0.012430339914350986, 0.635872535816426]",0.35596,-0.35996733902975864,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g10_k5
logarithm,10,6,0,Log (x0),1.0,0.7159,1,[0.59474],[0.23656855626790016],0.59474,0.23656855626790016,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g10_k6
logarithm,10,6,1,Linear (x1),1.0,0.66225,3,"[0.19838, 0.50513, 1.05971]","[-0.7533602883360053, 0.012430339914350986, 1.3969198806318166]",0.19838,-0.7533602883360053,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g10_k6
logarithm,10,7,0,Log (x0),0.9954,0.71789,1,[1.14],[1.5981560864275213],1.14,1.5981560864275213,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g10_k7
logarithm,10,7,1,Linear (x1),0.9954,0.6619,5,"[0.2659, 0.50513, 0.6602, 0.82616, 1.05971]","[-0.5847989738471249, 0.012430339914350986, 0.39955716215651166, 0.8138704878759221, 1.3969198806318166]",0.2659,-0.5847989738471249,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g10_k7
logarithm,10,8,0,Log (x0),0.9987,0.71609,4,"[0.33359, 0.68356, 1.06, 1.22]","[-0.4155581053269082, 0.4583640381091822, 1.3983853304344729, 1.79792684242057]",0.33359,-0.4155581053269082,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g10_k8
logarithm,10,8,1,Linear (x1),0.9987,0.66165,4,"[0.2659, 0.58166, 0.97986, 1.21943]","[-0.5847989738471249, 0.20348480374483105, 1.1975771531149757, 1.795655264964814]",0.2659,-0.5847989738471249,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g10_k8
logarithm,15,2,0,Log (x0),1.0,0.71584,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g15_k2
logarithm,15,2,1,Linear (x1),1.0,0.66244,4,"[0.22361, 0.33011, 0.48232, 0.69907]","[-0.6903744772495947, -0.42450095839494756, -0.04451402595489297, 0.49659475537604325]",0.22361,-0.6903744772495947,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g15_k2
logarithm,15,3,0,Log (x0),1.0,0.71583,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g15_k3
logarithm,15,3,1,Linear (x1),1.0,0.66245,4,"[0.33011, 0.48232, 0.69907, 0.85338]","[-0.42450095839494756, -0.04451402595489297, 0.49659475537604325, 0.8818242642442178]",0.33011,-0.42450095839494756,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g15_k3
logarithm,15,4,0,Log (x0),1.0,0.71583,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g15_k4
logarithm,15,4,1,Linear (x1),1.0,0.66245,5,"[0.22361, 0.33011, 0.52536, 0.80009, 0.9]","[-0.6903744772495947, -0.42450095839494756, 0.06293382617190525, 0.7487876462182633, 0.9982094609484773]",0.22361,-0.6903744772495947,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g15_k4
logarithm,15,5,0,Log (x0),1.0,0.71583,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g15_k5
logarithm,15,5,1,Linear (x1),1.0,0.66245,5,"[0.22361, 0.33011, 0.48232, 0.58166, 0.85338]","[-0.6903744772495947, -0.42450095839494756, -0.04451402595489297, 0.20348480374483105, 0.8818242642442178]",0.22361,-0.6903744772495947,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g15_k5
logarithm,15,6,0,Log (x0),0.9908,0.71427,5,"[0.14933, 0.25139, 0.5355, 0.79853, 0.9]","[-0.8756800990678976, -0.6208225571097656, 0.08863831145504744, 0.7454595858156923, 0.9988438184483756]",0.14933,-0.8756800990678976,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g15_k6
logarithm,15,6,1,Linear (x1),0.9908,0.66305,6,"[0.16955, 0.33011, 0.4379, 0.69907, 0.80009, 0.95324]","[-0.8253333732991929, -0.42450095839494756, -0.1554069997344556, 0.49659475537604325, 0.7487876462182633, 1.131121255726143]",0.16955,-0.8253333732991929,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g15_k6
logarithm,15,7,0,Log (x0),0.9973,0.71529,5,"[0.20366, 0.30196, 0.79853, 0.95333, 1.06]","[-0.7400107844041184, -0.49454246797765977, 0.7454595858156923, 1.1320159986622416, 1.3983853304344729]",0.20366,-0.7400107844041184,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g15_k7
logarithm,15,7,1,Linear (x1),0.9973,0.66404,5,"[0.22361, 0.4379, 0.75486, 0.85338, 1.05971]","[-0.6903744772495947, -0.1554069997344556, 0.635872535816426, 0.8818242642442178, 1.3969198806318166]",0.22361,-0.6903744772495947,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g15_k7
logarithm,15,8,0,Log (x0),0.9996,0.71625,4,"[0.14933, 0.36063, 0.95333, 1.11333]","[-0.8756800990678976, -0.3480355898012577, 1.1320159986622416, 1.5315575106483388]",0.14933,-0.8756800990678976,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g15_k8
logarithm,15,8,1,Linear (x1),0.9996,0.66256,6,"[0.22361, 0.33011, 0.4379, 0.52536, 0.95324, 1.05971]","[-0.6903744772495947, -0.42450095839494756, -0.1554069997344556, 0.06293382617190525, 1.131121255726143, 1.3969198806318166]",0.22361,-0.6903744772495947,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g15_k8
logarithm,30,2,0,Log (x0),1.0,0.71583,4,"[0.64591, 0.70331, 0.77389, 0.84867]","[0.3643469260699538, 0.5076824434949662, 0.6839301929698333, 0.8706659071343357]",0.64591,0.3643469260699538,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g30_k2
logarithm,30,2,1,Linear (x1),1.0,0.66245,9,"[0.14006, 0.24251, 0.35596, 0.4379, 0.50513, 0.55475, 0.60458, 0.69907, 0.77751]","[-0.8989541251397895, -0.6431912893965164, -0.35996733902975864, -0.1554069997344556, 0.012430339914350986, 0.13630493151592452, 0.26070378076031014, 0.49659475537604325, 0.6924174672911468]",0.14006,-0.8989541251397895,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g30_k2
logarithm,30,3,0,Log (x0),1.0,0.71583,3,"[0.68356, 0.72201, 0.82633]","[0.4583640381091822, 0.5543788577083414, 0.8148799235232769]",0.68356,0.4583640381091822,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g30_k3
logarithm,30,3,1,Linear (x1),1.0,0.66245,8,"[0.16955, 0.24251, 0.35596, 0.45843, 0.60458, 0.69907, 0.80009, 0.85338]","[-0.8253333732991929, -0.6431912893965164, -0.35996733902975864, -0.10415457398717017, 0.26070378076031014, 0.49659475537604325, 0.7487876462182633, 0.8818242642442178]",0.16955,-0.8253333732991929,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g30_k3
logarithm,30,4,0,Log (x0),1.0,0.71583,2,"[0.64591, 0.74243]","[0.3643469260699538, 0.6053703431755671]",0.64591,0.3643469260699538,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g30_k4
logarithm,30,4,1,Linear (x1),1.0,0.66245,5,"[0.19838, 0.2659, 0.35596, 0.50513, 0.72901]","[-0.7533602883360053, -0.5847989738471249, -0.35996733902975864, 0.012430339914350986, 0.5713389164512371]",0.19838,-0.7533602883360053,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g30_k4
logarithm,30,5,0,Log (x0),1.0,0.71584,4,"[0.14933, 0.70331, 0.77389, 0.92667]","[-0.8756800990678976, 0.5076824434949662, 0.6839301929698333, 1.0654423942275582]",0.14933,-0.8756800990678976,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g30_k5
logarithm,30,5,1,Linear (x1),1.0,0.66245,6,"[0.24251, 0.39616, 0.50513, 0.72901, 0.85338, 0.92662]","[-0.6431912893965164, -0.25960944740575104, 0.012430339914350986, 0.5713389164512371, 0.8818242642442178, 1.0646653583373102]",0.24251,-0.6431912893965164,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g30_k5
logarithm,30,6,0,Log (x0),1.0,0.71577,4,"[0.36063, 0.45099, 0.56405, 0.92667]","[-0.3480355898012577, -0.12239452090710927, 0.15993150000006687, 1.0654423942275582]",0.36063,-0.3480355898012577,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g30_k6
logarithm,30,6,1,Linear (x1),1.0,0.6625,7,"[0.2659, 0.39616, 0.55475, 0.60458, 0.6602, 0.77751, 0.95324]","[-0.5847989738471249, -0.25960944740575104, 0.13630493151592452, 0.26070378076031014, 0.39955716215651166, 0.6924174672911468, 1.131121255726143]",0.2659,-0.5847989738471249,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g30_k6
logarithm,30,7,0,Log (x0),0.9959,0.71486,14,"[0.12428, 0.18468, 0.22332, 0.36063, 0.42255, 0.47468, 0.56405, 0.61845, 0.68356, 0.72201, 0.79853, 0.84867, 0.92667, 0.98]","[-0.9382333170382209, -0.7874063962634691, -0.6909171211188267, -0.3480355898012577, -0.19341302466263813, -0.06323740578866777, 0.15993150000006687, 0.29577561407534, 0.4583640381091822, 0.5543788577083414, 0.7454595858156923, 0.8706659071343357, 1.0654423942275582, 1.198614574441424]",0.12428,-0.9382333170382209,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g30_k7
logarithm,30,7,1,Linear (x1),0.9959,0.66336,14,"[0.16955, 0.2659, 0.33011, 0.41988, 0.45843, 0.50513, 0.55475, 0.60458, 0.6602, 0.75486, 0.80009, 0.87805, 0.92662, 0.97986]","[-0.8253333732991929, -0.5847989738471249, -0.42450095839494756, -0.20039329841765513, -0.10415457398717017, 0.012430339914350986, 0.13630493151592452, 0.26070378076031014, 0.39955716215651166, 0.635872535816426, 0.7487876462182633, 0.9434120549497965, 1.0646653583373102, 1.1975771531149757]",0.16955,-0.8253333732991929,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g30_k7
logarithm,30,8,0,Log (x0),0.9938,0.71341,11,"[0.12428, 0.18468, 0.22332, 0.42255, 0.47468, 0.5355, 0.61845, 0.70331, 0.84867, 0.9, 0.98]","[-0.9382333170382209, -0.7874063962634691, -0.6909171211188267, -0.19341302466263813, -0.06323740578866777, 0.08863831145504744, 0.29577561407534, 0.5076824434949662, 0.8706659071343357, 0.9988438184483756, 1.198614574441424]",0.12428,-0.9382333170382209,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g30_k8
logarithm,30,8,1,Linear (x1),0.9938,0.66645,13,"[0.16955, 0.22361, 0.29702, 0.35596, 0.4379, 0.48232, 0.52536, 0.58166, 0.62995, 0.75486, 0.80009, 0.92662, 0.97986]","[-0.8253333732991929, -0.6903744772495947, -0.507108984112321, -0.35996733902975864, -0.1554069997344556, -0.04451402595489297, 0.06293382617190525, 0.20348480374483105, 0.32403909694192884, 0.635872535816426, 0.7487876462182633, 1.0646653583373102, 1.1975771531149757]",0.16955,-0.8253333732991929,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\logarithm\g30_k8
log2,3,2,0,Log (x0),0.9999,0.73766,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g3_k2
log2,3,2,1,Linear (x1),0.9999,0.66373,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g3_k2
log2,3,3,0,Log (x0),1.0,0.72671,2,"[0.36063, 0.64591]","[-0.3480355898012577, 0.3643469260699538]",0.36063,-0.3480355898012577,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g3_k3
log2,3,3,1,Linear (x1),1.0,0.65959,1,[0.10143],[-0.995392566767536],0.10143,-0.995392566767536,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g3_k3
log2,3,4,0,Log (x0),1.0,0.73037,2,"[0.36063, 0.64591]","[-0.3480355898012577, 0.3643469260699538]",0.36063,-0.3480355898012577,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g3_k4
log2,3,4,1,Linear (x1),1.0,0.72622,1,[0.62995],[0.32403909694192884],0.62995,0.32403909694192884,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g3_k4
log2,3,5,0,Log (x0),1.0,0.71078,1,[0.64591],[0.3643469260699538],0.64591,0.3643469260699538,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g3_k5
log2,3,5,1,Linear (x1),1.0,0.7543,2,"[0.62995, 1.16619]","[0.32403909694192884, 1.6627434701871484]",0.62995,0.32403909694192884,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g3_k5
log2,3,6,0,Log (x0),0.9999,0.81488,4,"[0.1, 0.36063, 1.16667, 1.43333]","[-0.9988637414821112, -0.3480355898012577, 1.6647546622067042, 2.3306405346205334]",0.1,-0.9988637414821112,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g3_k6
log2,3,6,1,Linear (x1),0.9999,0.65148,2,"[0.39616, 1.43238]","[-0.25960944740575104, 2.3272774794258195]",0.39616,-0.25960944740575104,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g3_k6
log2,3,7,0,Log (x0),0.9638,0.59423,5,"[0.36063, 0.9, 1.16667, 1.43333, 1.7]","[-0.3480355898012577, 0.9988438184483756, 1.6647546622067042, 2.3306405346205334, 2.996551378378862]",0.36063,-0.3480355898012577,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g3_k7
log2,3,7,1,Linear (x1),0.9638,0.60303,2,"[0.39616, 1.16619]","[-0.25960944740575104, 1.6627434701871484]",0.39616,-0.25960944740575104,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g3_k7
log2,3,8,0,Log (x0),0.9999,0.80482,3,"[0.36063, 0.9, 1.96667]","[-0.3480355898012577, 0.9988438184483756, 3.6624622221371905]",0.36063,-0.3480355898012577,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g3_k8
log2,3,8,1,Linear (x1),0.9999,0.69152,4,"[0.62995, 1.16619, 1.69857, 1.96475]","[0.32403909694192884, 1.6627434701871484, 2.9918114886644904, 3.6563205332535036]",0.62995,0.32403909694192884,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g3_k8
log2,5,2,0,Log (x0),1.0,0.72874,2,"[0.25139, 0.42255]","[-0.6208225571097656, -0.19341302466263813]",0.25139,-0.6208225571097656,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g5_k2
log2,5,2,1,Linear (x1),1.0,0.65724,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g5_k2
log2,5,3,0,Log (x0),1.0,0.71576,3,"[0.1, 0.42255, 0.74243]","[-0.9988637414821112, -0.19341302466263813, 0.6053703431755671]",0.1,-0.9988637414821112,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g5_k3
log2,5,3,1,Linear (x1),1.0,0.65942,1,[0.10143],[-0.995392566767536],0.10143,-0.995392566767536,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g5_k3
log2,5,4,0,Log (x0),1.0,0.71222,3,"[0.1, 0.42255, 0.59474]","[-0.9988637414821112, -0.19341302466263813, 0.23656855626790016]",0.1,-0.9988637414821112,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g5_k4
log2,5,4,1,Linear (x1),1.0,0.73067,1,[0.10143],[-0.995392566767536],0.10143,-0.995392566767536,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g5_k4
log2,5,5,0,Log (x0),1.0,0.7106,2,"[0.25139, 0.74243]","[-0.6208225571097656, 0.6053703431755671]",0.25139,-0.6208225571097656,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g5_k5
log2,5,5,1,Linear (x1),1.0,0.76452,1,[0.58166],[0.20348480374483105],0.58166,0.20348480374483105,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g5_k5
log2,5,6,0,Log (x0),0.9999,0.73306,3,"[0.74243, 0.9, 1.22]","[0.6053703431755671, 0.9988438184483756, 1.79792684242057]",0.74243,0.6053703431755671,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g5_k6
log2,5,6,1,Linear (x1),0.9999,0.66207,1,[0.2659],[-0.5847989738471249],0.2659,-0.5847989738471249,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g5_k6
log2,5,7,0,Log (x0),0.9997,0.71378,6,"[0.1, 0.42255, 0.59474, 0.9, 1.22, 1.38]","[-0.9988637414821112, -0.19341302466263813, 0.23656855626790016, 0.9988438184483756, 1.79792684242057, 2.1974683544066673]",0.1,-0.9988637414821112,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g5_k7
log2,5,7,1,Linear (x1),0.9997,0.67026,4,"[0.4379, 0.75486, 1.21943, 1.37914]","[-0.1554069997344556, 0.635872535816426, 1.795655264964814, 2.1943656846481536]",0.4379,-0.1554069997344556,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g5_k7
log2,5,8,0,Log (x0),0.9999,0.72206,3,"[0.42255, 1.06, 1.38]","[-0.19341302466263813, 1.3983853304344729, 2.1974683544066673]",0.42255,-0.19341302466263813,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g5_k8
log2,5,8,1,Linear (x1),0.9999,0.73234,5,"[0.4379, 0.58166, 0.9, 1.05971, 1.37914]","[-0.1554069997344556, 0.20348480374483105, 0.9982094609484773, 1.3969198806318166, 2.1943656846481536]",0.4379,-0.1554069997344556,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g5_k8
log2,7,2,0,Log (x0),1.0,0.71679,1,[0.31664],[-0.45788453425293546],0.31664,-0.45788453425293546,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g7_k2
log2,7,2,1,Linear (x1),1.0,0.65966,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g7_k2
log2,7,3,0,Log (x0),1.0,0.71975,2,"[0.44888, 0.69316]","[-0.12766347459642594, 0.48233652882834815]",0.44888,-0.12766347459642594,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g7_k3
log2,7,3,1,Linear (x1),1.0,0.65856,1,[0.10143],[-0.995392566767536],0.10143,-0.995392566767536,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g7_k3
log2,7,4,0,Log (x0),1.0,0.72755,2,"[0.31664, 0.78794]","[-0.45788453425293546, 0.7190149319911125]",0.31664,-0.45788453425293546,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g7_k4
log2,7,4,1,Linear (x1),1.0,0.72181,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g7_k4
log2,7,5,0,Log (x0),1.0,0.71051,3,"[0.44888, 0.69316, 0.78794]","[-0.12766347459642594, 0.48233652882834815, 0.7190149319911125]",0.44888,-0.12766347459642594,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g7_k5
log2,7,5,1,Linear (x1),1.0,0.7731,1,[1.01408],[1.283006184243671],1.01408,1.283006184243671,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g7_k5
log2,7,6,0,Log (x0),1.0,0.75884,5,"[0.20923, 0.44888, 0.9, 1.01429, 1.12857]","[-0.7261017455181022, -0.12766347459642594, 0.9988438184483756, 1.2842413147289444, 1.5696138396650148]",0.20923,-0.7261017455181022,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g7_k6
log2,7,6,1,Linear (x1),1.0,0.67039,1,[0.10143],[-0.995392566767536],0.10143,-0.995392566767536,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g7_k6
log2,7,7,0,Log (x0),0.9995,1.07921,4,"[0.20923, 0.31664, 1.01429, 1.12857]","[-0.7261017455181022, -0.45788453425293546, 1.2842413147289444, 1.5696138396650148]",0.20923,-0.7261017455181022,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g7_k7
log2,7,7,1,Linear (x1),0.9995,1.02398,3,"[0.23186, 0.55621, 1.12816]","[-0.6697786412819811, 0.13994977036595072, 1.5678029075388646]",0.23186,-0.6697786412819811,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g7_k7
log2,7,8,0,Log (x0),1.0,0.74113,6,"[0.31664, 0.44888, 0.78794, 1.01429, 1.12857, 1.24286]","[-0.45788453425293546, -0.12766347459642594, 0.7190149319911125, 1.2842413147289444, 1.5696138396650148, 1.855011335945584]",0.31664,-0.45788453425293546,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g7_k8
log2,7,8,1,Linear (x1),1.0,0.66236,4,"[0.34832, 0.4556, 1.01408, 1.24224]","[-0.3790403313682516, -0.11121956984030304, 1.283006184243671, 1.8525996308340582]",0.34832,-0.3790403313682516,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g7_k8
log2,10,2,0,Log (x0),1.0,0.73003,1,[0.42255],[-0.19341302466263813],0.42255,-0.19341302466263813,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g10_k2
log2,10,2,1,Linear (x1),1.0,0.65886,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g10_k2
log2,10,3,0,Log (x0),1.0,0.72165,2,"[0.42255, 0.82633]","[-0.19341302466263813, 0.8148799235232769]",0.42255,-0.19341302466263813,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g10_k3
log2,10,3,1,Linear (x1),1.0,0.65778,1,[0.10143],[-0.995392566767536],0.10143,-0.995392566767536,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g10_k3
log2,10,4,0,Log (x0),1.0,0.71131,2,"[0.42255, 0.9]","[-0.19341302466263813, 0.9988438184483756]",0.42255,-0.19341302466263813,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g10_k4
log2,10,4,1,Linear (x1),1.0,0.75408,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g10_k4
log2,10,5,0,Log (x0),1.0,1.26125,5,"[0.25139, 0.68356, 0.74243, 0.82633, 0.98]","[-0.6208225571097656, 0.4583640381091822, 0.6053703431755671, 0.8148799235232769, 1.198614574441424]",0.25139,-0.6208225571097656,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g10_k5
log2,10,5,1,Linear (x1),1.0,0.64267,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g10_k5
log2,10,6,0,Log (x0),1.0,0.72129,6,"[0.1, 0.50061, 0.68356, 0.74243, 0.9, 1.06]","[-0.9988637414821112, 0.0015132904975791572, 0.4583640381091822, 0.6053703431755671, 0.9988438184483756, 1.3983853304344729]",0.1,-0.9988637414821112,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g10_k6
log2,10,6,1,Linear (x1),1.0,0.66395,3,"[0.10143, 0.19838, 1.05971]","[-0.995392566767536, -0.7533602883360053, 1.3969198806318166]",0.10143,-0.995392566767536,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g10_k6
log2,10,7,0,Log (x0),1.0,0.72125,3,"[0.18468, 0.33359, 1.06]","[-0.7874063962634691, -0.4155581053269082, 1.3983853304344729]",0.18468,-0.7874063962634691,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g10_k7
log2,10,7,1,Linear (x1),1.0,0.6725,4,"[0.19838, 0.4379, 0.9, 1.05971]","[-0.7533602883360053, -0.1554069997344556, 0.9982094609484773, 1.3969198806318166]",0.19838,-0.7533602883360053,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g10_k7
log2,10,8,0,Log (x0),0.9999,1.08751,6,"[0.25139, 0.42255, 0.68356, 0.9, 1.06, 1.14]","[-0.6208225571097656, -0.19341302466263813, 0.4583640381091822, 0.9988438184483756, 1.3983853304344729, 1.5981560864275213]",0.25139,-0.6208225571097656,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g10_k8
log2,10,8,1,Linear (x1),0.9999,0.67588,4,"[0.2659, 0.35596, 0.82616, 1.13957]","[-0.5847989738471249, -0.35996733902975864, 0.8138704878759221, 1.5962875727983155]",0.2659,-0.5847989738471249,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g10_k8
log2,15,2,0,Log (x0),1.0,0.73474,1,[0.42255],[-0.19341302466263813],0.42255,-0.19341302466263813,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g15_k2
log2,15,2,1,Linear (x1),1.0,0.65964,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g15_k2
log2,15,3,0,Log (x0),1.0,0.7221,2,"[0.42255, 0.84867]","[-0.19341302466263813, 0.8706659071343357]",0.42255,-0.19341302466263813,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g15_k3
log2,15,3,1,Linear (x1),1.0,0.65771,1,[0.10143],[-0.995392566767536],0.10143,-0.995392566767536,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g15_k3
log2,15,4,0,Log (x0),1.0,0.71121,1,[0.47468],[-0.06323740578866777],0.47468,-0.06323740578866777,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g15_k4
log2,15,4,1,Linear (x1),1.0,0.73706,0,[],[],,,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g15_k4
log2,15,5,0,Log (x0),1.0,0.69589,3,"[0.14933, 0.59474, 0.95333]","[-0.8756800990678976, 0.23656855626790016, 1.1320159986622416]",0.14933,-0.8756800990678976,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g15_k5
log2,15,5,1,Linear (x1),1.0,0.68362,3,"[0.10143, 0.16955, 0.95324]","[-0.995392566767536, -0.8253333732991929, 1.131121255726143]",0.10143,-0.995392566767536,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g15_k5
log2,15,6,0,Log (x0),0.9999,0.7481,6,"[0.1, 0.14933, 0.20366, 0.30196, 0.59474, 1.00667]","[-0.9988637414821112, -0.8756800990678976, -0.7400107844041184, -0.49454246797765977, 0.23656855626790016, 1.2652131502206065]",0.1,-0.9988637414821112,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g15_k6
log2,15,6,1,Linear (x1),0.9999,0.65847,3,"[0.16955, 0.22361, 0.95324]","[-0.8253333732991929, -0.6903744772495947, 1.131121255726143]",0.16955,-0.8253333732991929,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g15_k6
log2,15,7,0,Log (x0),0.6721,0.18528,6,"[0.20366, 0.25139, 0.47468, 0.64591, 0.79853, 0.9]","[-0.7400107844041184, -0.6208225571097656, -0.06323740578866777, 0.3643469260699538, 0.7454595858156923, 0.9988438184483756]",0.20366,-0.7400107844041184,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g15_k7
log2,15,7,1,Linear (x1),0.6721,1.01782,6,"[0.16955, 0.33011, 0.4379, 0.62995, 0.80009, 1.00648]","[-0.8253333732991929, -0.42450095839494756, -0.1554069997344556, 0.32403909694192884, 0.7487876462182633, 1.2640330505038089]",0.16955,-0.8253333732991929,D:\pykan\github\workflows\Hyein\_workspace\sweep_models\log2\g15_k7
