func,grid,k,slicing_feat_idx,slicing_feat_name,interval_idx,lo_norm,hi_norm,lo_raw,hi_raw,attr_0,attr_1
logarithm,15,2,1,Linear (x1),2,0.2067,0.26,-0.7327,-0.5995,4.08637,3.82456
logarithm,15,2,1,Linear (x1),3,0.26,0.3133,-0.5995,-0.4664,3.94946,3.45832
logarithm,15,2,1,Linear (x1),4,0.3133,0.3667,-0.4664,-0.3332,4.36705,4.36573
logarithm,15,2,1,Linear (x1),5,0.3667,0.42,-0.3332,-0.2001,4.15133,3.86893
logarithm,15,2,1,Linear (x1),6,0.42,0.4733,-0.2001,-0.0669,4.0577,3.58227
logarithm,15,2,1,Linear (x1),7,0.4733,0.5267,-0.0669,0.0662,4.31125,4.4521
logarithm,15,2,1,Linear (x1),8,0.5267,0.58,0.0662,0.1993,4.31292,4.08477
logarithm,15,2,1,Linear (x1),9,0.58,0.6333,0.1993,0.3325,4.53621,4.86843
logarithm,15,2,1,Linear (x1),10,0.6333,0.6867,0.3325,0.4656,4.20127,4.06157
logarithm,15,2,1,Linear (x1),11,0.6867,0.74,0.4656,0.5988,4.6938,4.72155
logarithm,15,2,1,Linear (x1),12,0.74,0.7933,0.5988,0.7319,4.10998,3.95178
logarithm,15,2,1,Linear (x1),13,0.7933,0.8467,0.7319,0.8651,4.05045,4.03032
logarithm,15,2,1,Linear (x1),14,0.8467,0.9,0.8651,0.9982,4.18643,4.14526
logarithm,15,3,0,Log (x0),0,0.1,0.1533,-0.9989,-0.8657,16.77852,4.35753
logarithm,15,3,0,Log (x0),1,0.1533,0.2067,-0.8657,-0.7325,9.57861,3.88158
logarithm,15,3,0,Log (x0),2,0.2067,0.26,-0.7325,-0.5993,7.94661,4.23464
logarithm,15,3,0,Log (x0),3,0.26,0.3133,-0.5993,-0.4661,6.38989,4.2754
logarithm,15,3,0,Log (x0),4,0.3133,0.3667,-0.4661,-0.333,5.70674,4.57797
logarithm,15,3,0,Log (x0),5,0.3667,0.42,-0.333,-0.1998,4.8068,4.48862
logarithm,15,3,0,Log (x0),6,0.42,0.4733,-0.1998,-0.0666,4.31818,4.60185
logarithm,15,3,0,Log (x0),7,0.4733,0.5267,-0.0666,0.0666,3.92602,4.6885
logarithm,15,3,0,Log (x0),8,0.5267,0.58,0.0666,0.1998,3.1895,4.25055
logarithm,15,3,0,Log (x0),9,0.58,0.6333,0.1998,0.3329,2.9226,4.28783
logarithm,15,3,0,Log (x0),10,0.6333,0.6867,0.3329,0.4661,2.84338,4.54059
logarithm,15,3,0,Log (x0),11,0.6867,0.74,0.4661,0.5993,2.54075,4.38816
logarithm,15,3,0,Log (x0),12,0.74,0.7933,0.5993,0.7325,2.21226,4.13365
logarithm,15,3,0,Log (x0),13,0.7933,0.8467,0.7325,0.8657,2.18951,4.37641
logarithm,15,3,0,Log (x0),14,0.8467,0.9,0.8657,0.9988,2.03267,4.32891
logarithm,15,3,1,Linear (x1),0,0.1,0.1533,-0.999,-0.8658,4.15234,3.8515
logarithm,15,3,1,Linear (x1),1,0.1533,0.2067,-0.8658,-0.7327,4.15636,3.9526
logarithm,15,3,1,Linear (x1),2,0.2067,0.26,-0.7327,-0.5995,4.08637,3.82346
logarithm,15,3,1,Linear (x1),3,0.26,0.3133,-0.5995,-0.4664,3.94944,3.4598
logarithm,15,3,1,Linear (x1),4,0.3133,0.3667,-0.4664,-0.3332,4.36702,4.36578
logarithm,15,3,1,Linear (x1),5,0.3667,0.42,-0.3332,-0.2001,4.15133,3.8688
logarithm,15,3,1,Linear (x1),6,0.42,0.4733,-0.2001,-0.0669,4.05771,3.58154
logarithm,15,3,1,Linear (x1),7,0.4733,0.5267,-0.0669,0.0662,4.31126,4.45268
logarithm,15,3,1,Linear (x1),8,0.5267,0.58,0.0662,0.1993,4.31293,4.08481
logarithm,15,3,1,Linear (x1),9,0.58,0.6333,0.1993,0.3325,4.53619,4.86854
logarithm,15,3,1,Linear (x1),10,0.6333,0.6867,0.3325,0.4656,4.20127,4.06076
logarithm,15,3,1,Linear (x1),11,0.6867,0.74,0.4656,0.5988,4.69379,4.72269
logarithm,15,3,1,Linear (x1),12,0.74,0.7933,0.5988,0.7319,4.10997,3.95141
logarithm,15,3,1,Linear (x1),13,0.7933,0.8467,0.7319,0.8651,4.05043,4.02938
logarithm,15,3,1,Linear (x1),14,0.8467,0.9,0.8651,0.9982,4.1864,4.1466
logarithm,15,4,0,Log (x0),0,0.1,0.1533,-0.9989,-0.8657,16.77878,4.35748
logarithm,15,4,0,Log (x0),1,0.1533,0.2067,-0.8657,-0.7325,9.57607,3.88167
logarithm,15,4,0,Log (x0),2,0.2067,0.26,-0.7325,-0.5993,7.94478,4.23463
logarithm,15,4,0,Log (x0),3,0.26,0.3133,-0.5993,-0.4661,6.39164,4.27538
logarithm,15,4,0,Log (x0),4,0.3133,0.3667,-0.4661,-0.333,5.70656,4.57797
logarithm,15,4,0,Log (x0),5,0.3667,0.42,-0.333,-0.1998,4.80673,4.48861
logarithm,15,4,0,Log (x0),6,0.42,0.4733,-0.1998,-0.0666,4.31804,4.60184
logarithm,15,4,0,Log (x0),7,0.4733,0.5267,-0.0666,0.0666,3.9259,4.6885
logarithm,15,4,0,Log (x0),8,0.5267,0.58,0.0666,0.1998,3.18935,4.25055
logarithm,15,4,0,Log (x0),9,0.58,0.6333,0.1998,0.3329,2.92269,4.28783
logarithm,15,4,0,Log (x0),10,0.6333,0.6867,0.3329,0.4661,2.84338,4.54059
logarithm,15,4,0,Log (x0),11,0.6867,0.74,0.4661,0.5993,2.54073,4.38816
logarithm,15,4,0,Log (x0),12,0.74,0.7933,0.5993,0.7325,2.21216,4.13365
logarithm,15,4,0,Log (x0),13,0.7933,0.8467,0.7325,0.8657,2.18975,4.37641
logarithm,15,4,0,Log (x0),14,0.8467,0.9,0.8657,0.9988,2.03259,4.32891
logarithm,15,4,1,Linear (x1),0,0.1,0.1533,-0.999,-0.8658,4.15234,3.85041
logarithm,15,4,1,Linear (x1),1,0.1533,0.2067,-0.8658,-0.7327,4.15636,3.95183
logarithm,15,4,1,Linear (x1),2,0.2067,0.26,-0.7327,-0.5995,4.08637,3.824
logarithm,15,4,1,Linear (x1),3,0.26,0.3133,-0.5995,-0.4664,3.94945,3.45946
logarithm,15,4,1,Linear (x1),4,0.3133,0.3667,-0.4664,-0.3332,4.36702,4.36636
logarithm,15,4,1,Linear (x1),5,0.3667,0.42,-0.3332,-0.2001,4.15133,3.86891
logarithm,15,4,1,Linear (x1),6,0.42,0.4733,-0.2001,-0.0669,4.05771,3.58107
logarithm,15,4,1,Linear (x1),7,0.4733,0.5267,-0.0669,0.0662,4.31126,4.45311
logarithm,15,4,1,Linear (x1),8,0.5267,0.58,0.0662,0.1993,4.31293,4.08447
logarithm,15,4,1,Linear (x1),9,0.58,0.6333,0.1993,0.3325,4.53619,4.86879
logarithm,15,4,1,Linear (x1),10,0.6333,0.6867,0.3325,0.4656,4.20128,4.06061
logarithm,15,4,1,Linear (x1),11,0.6867,0.74,0.4656,0.5988,4.69379,4.72235
logarithm,15,4,1,Linear (x1),12,0.74,0.7933,0.5988,0.7319,4.10998,3.95188
logarithm,15,4,1,Linear (x1),13,0.7933,0.8467,0.7319,0.8651,4.05043,4.02929
logarithm,15,4,1,Linear (x1),14,0.8467,0.9,0.8651,0.9982,4.18639,4.14693
logarithm,15,5,0,Log (x0),0,0.1,0.1533,-0.9989,-0.8657,16.71097,4.35962
logarithm,15,5,0,Log (x0),1,0.1533,0.2067,-0.8657,-0.7325,9.44898,3.88194
logarithm,15,5,0,Log (x0),2,0.2067,0.26,-0.7325,-0.5993,8.02779,4.23557
logarithm,15,5,0,Log (x0),3,0.26,0.3133,-0.5993,-0.4661,6.33969,4.27583
logarithm,15,5,0,Log (x0),4,0.3133,0.3667,-0.4661,-0.333,5.71367,4.57794
logarithm,15,5,0,Log (x0),5,0.3667,0.42,-0.333,-0.1998,4.81998,4.48855
logarithm,15,5,0,Log (x0),6,0.42,0.4733,-0.1998,-0.0666,4.29942,4.6017
logarithm,15,5,0,Log (x0),7,0.4733,0.5267,-0.0666,0.0666,3.94979,4.68833
logarithm,15,5,0,Log (x0),8,0.5267,0.58,0.0666,0.1998,3.17791,4.2506
logarithm,15,5,0,Log (x0),9,0.58,0.6333,0.1998,0.3329,2.92153,4.28779
logarithm,15,5,0,Log (x0),10,0.6333,0.6867,0.3329,0.4661,2.84972,4.54052
logarithm,15,5,0,Log (x0),11,0.6867,0.74,0.4661,0.5993,2.52419,4.38835
logarithm,15,5,0,Log (x0),12,0.74,0.7933,0.5993,0.7325,2.23979,4.13373
logarithm,15,5,0,Log (x0),13,0.7933,0.8467,0.7325,0.8657,2.15216,4.37673
logarithm,15,5,0,Log (x0),14,0.8467,0.9,0.8657,0.9988,2.00018,4.32912
logarithm,15,5,1,Linear (x1),0,0.1,0.1533,-0.999,-0.8658,4.15243,3.83536
logarithm,15,5,1,Linear (x1),1,0.1533,0.2067,-0.8658,-0.7327,4.15649,3.95349
logarithm,15,5,1,Linear (x1),2,0.2067,0.26,-0.7327,-0.5995,4.08644,3.82704
logarithm,15,5,1,Linear (x1),3,0.26,0.3133,-0.5995,-0.4664,3.94961,3.45135
logarithm,15,5,1,Linear (x1),4,0.3133,0.3667,-0.4664,-0.3332,4.36709,4.3698
logarithm,15,5,1,Linear (x1),5,0.3667,0.42,-0.3332,-0.2001,4.1513,3.87033
logarithm,15,5,1,Linear (x1),6,0.42,0.4733,-0.2001,-0.0669,4.05773,3.57497
logarithm,15,5,1,Linear (x1),7,0.4733,0.5267,-0.0669,0.0662,4.31129,4.46071
logarithm,15,5,1,Linear (x1),8,0.5267,0.58,0.0662,0.1993,4.3128,4.07987
logarithm,15,5,1,Linear (x1),9,0.58,0.6333,0.1993,0.3325,4.5362,4.87736
logarithm,15,5,1,Linear (x1),10,0.6333,0.6867,0.3325,0.4656,4.20129,4.05608
logarithm,15,5,1,Linear (x1),11,0.6867,0.74,0.4656,0.5988,4.69383,4.72008
logarithm,15,5,1,Linear (x1),12,0.74,0.7933,0.5988,0.7319,4.11004,3.95742
logarithm,15,5,1,Linear (x1),13,0.7933,0.8467,0.7319,0.8651,4.05034,4.02509
logarithm,15,5,1,Linear (x1),14,0.8467,0.9,0.8651,0.9982,4.18658,4.13958
logarithm,20,2,0,Log (x0),0,0.1,0.14,-0.9989,-0.899,19.11114,4.72819
logarithm,20,2,0,Log (x0),1,0.14,0.18,-0.899,-0.7991,11.27702,3.90938
logarithm,20,2,0,Log (x0),2,0.18,0.22,-0.7991,-0.6992,8.95553,4.04119
logarithm,20,2,0,Log (x0),3,0.22,0.26,-0.6992,-0.5993,7.41727,4.07502
logarithm,20,2,0,Log (x0),4,0.26,0.3,-0.5993,-0.4994,6.7929,4.43476
logarithm,20,2,0,Log (x0),5,0.3,0.34,-0.4994,-0.3996,5.86412,4.37925
logarithm,20,2,0,Log (x0),6,0.34,0.38,-0.3996,-0.2997,5.13613,4.35622
logarithm,20,2,0,Log (x0),7,0.38,0.42,-0.2997,-0.1998,4.83649,4.60631
logarithm,20,2,0,Log (x0),8,0.42,0.46,-0.1998,-0.0999,4.00581,4.20236
logarithm,20,2,0,Log (x0),9,0.46,0.5,-0.0999,-0.0,4.48067,5.15806
logarithm,20,2,0,Log (x0),10,0.5,0.54,-0.0,0.0999,3.69177,4.59008
logarithm,20,2,0,Log (x0),11,0.54,0.58,0.0999,0.1998,3.15544,4.24966
logarithm,20,2,0,Log (x0),12,0.58,0.62,0.1998,0.2996,2.98873,4.33532
logarithm,20,2,0,Log (x0),13,0.62,0.66,0.2996,0.3995,2.67614,4.13423
logarithm,20,2,0,Log (x0),14,0.66,0.7,0.3995,0.4994,2.80619,4.63318
logarithm,20,2,0,Log (x0),15,0.7,0.74,0.4994,0.5993,2.56264,4.4739
logarithm,20,2,0,Log (x0),16,0.74,0.78,0.5993,0.6992,2.11921,3.91839
logarithm,20,2,0,Log (x0),17,0.78,0.82,0.6992,0.7991,2.23583,4.34891
logarithm,20,2,0,Log (x0),18,0.82,0.86,0.7991,0.899,2.14277,4.38991
logarithm,20,2,0,Log (x0),19,0.86,0.9,0.899,0.9988,2.0183,4.33935
logarithm,20,2,1,Linear (x1),0,0.1,0.14,-0.999,-0.8991,4.08686,3.83624
logarithm,20,2,1,Linear (x1),1,0.14,0.18,-0.8991,-0.7992,4.11887,4.0686
logarithm,20,2,1,Linear (x1),2,0.18,0.22,-0.7992,-0.6994,4.2889,3.83375
logarithm,20,2,1,Linear (x1),3,0.22,0.26,-0.6994,-0.5995,4.02349,3.75534
logarithm,20,2,1,Linear (x1),4,0.26,0.3,-0.5995,-0.4997,3.96656,3.34354
logarithm,20,2,1,Linear (x1),5,0.3,0.34,-0.4997,-0.3998,4.19315,4.16701
logarithm,20,2,1,Linear (x1),6,0.34,0.38,-0.3998,-0.3,4.38676,4.26727
logarithm,20,2,1,Linear (x1),7,0.38,0.42,-0.3,-0.2001,4.25314,4.12856
logarithm,20,2,1,Linear (x1),8,0.42,0.46,-0.2001,-0.1002,4.20771,3.74862
logarithm,20,2,1,Linear (x1),9,0.46,0.5,-0.1002,-0.0004,3.96163,3.72935
logarithm,20,2,1,Linear (x1),10,0.5,0.54,-0.0004,0.0995,4.3521,4.66124
logarithm,20,2,1,Linear (x1),11,0.54,0.58,0.0995,0.1993,4.2717,3.91076
logarithm,20,2,1,Linear (x1),12,0.58,0.62,0.1993,0.2992,4.49749,4.98137
logarithm,20,2,1,Linear (x1),13,0.62,0.66,0.2992,0.3991,4.53562,4.17618
logarithm,20,2,1,Linear (x1),14,0.66,0.7,0.3991,0.4989,4.79273,5.47177
logarithm,20,2,1,Linear (x1),15,0.7,0.74,0.4989,0.5988,4.61179,4.42849
logarithm,20,2,1,Linear (x1),16,0.74,0.78,0.5988,0.6986,4.1101,4.00431
logarithm,20,2,1,Linear (x1),17,0.78,0.82,0.6986,0.7985,3.99843,3.87677
logarithm,20,2,1,Linear (x1),18,0.82,0.86,0.7985,0.8984,4.2377,4.10811
logarithm,20,2,1,Linear (x1),19,0.86,0.9,0.8984,0.9982,4.16084,4.18884
logarithm,20,3,0,Log (x0),0,0.1,0.14,-0.9989,-0.899,19.08416,4.72864
logarithm,20,3,0,Log (x0),1,0.14,0.18,-0.899,-0.7991,11.23594,3.91015
logarithm,20,3,0,Log (x0),2,0.18,0.22,-0.7991,-0.6992,8.98067,4.04113
logarithm,20,3,0,Log (x0),3,0.22,0.26,-0.6992,-0.5993,7.40956,4.07502
logarithm,20,3,0,Log (x0),4,0.26,0.3,-0.5993,-0.4994,6.79135,4.43477
logarithm,20,3,0,Log (x0),5,0.3,0.34,-0.4994,-0.3996,5.85947,4.37929
logarithm,20,3,0,Log (x0),6,0.34,0.38,-0.3996,-0.2997,5.13417,4.35622
logarithm,20,3,0,Log (x0),7,0.38,0.42,-0.2997,-0.1998,4.833,4.60637
logarithm,20,3,0,Log (x0),8,0.42,0.46,-0.1998,-0.0999,4.00519,4.20236
logarithm,20,3,0,Log (x0),9,0.46,0.5,-0.0999,-0.0,4.48123,5.15806
logarithm,20,3,0,Log (x0),10,0.5,0.54,-0.0,0.0999,3.69018,4.59009
logarithm,20,3,0,Log (x0),11,0.54,0.58,0.0999,0.1998,3.15616,4.24966
logarithm,20,3,0,Log (x0),12,0.58,0.62,0.1998,0.2996,2.98935,4.33532
logarithm,20,3,0,Log (x0),13,0.62,0.66,0.2996,0.3995,2.67713,4.13424
logarithm,20,3,0,Log (x0),14,0.66,0.7,0.3995,0.4994,2.80695,4.63319
logarithm,20,3,0,Log (x0),15,0.7,0.74,0.4994,0.5993,2.56203,4.4739
logarithm,20,3,0,Log (x0),16,0.74,0.78,0.5993,0.6992,2.11883,3.9184
logarithm,20,3,0,Log (x0),17,0.78,0.82,0.6992,0.7991,2.23583,4.34891
logarithm,20,3,0,Log (x0),18,0.82,0.86,0.7991,0.899,2.14286,4.38991
logarithm,20,3,0,Log (x0),19,0.86,0.9,0.899,0.9988,2.01825,4.33935
logarithm,20,3,1,Linear (x1),0,0.1,0.14,-0.999,-0.8991,4.08678,3.83694
logarithm,20,3,1,Linear (x1),1,0.14,0.18,-0.8991,-0.7992,4.11887,4.06886
logarithm,20,3,1,Linear (x1),2,0.18,0.22,-0.7992,-0.6994,4.28889,3.83362
logarithm,20,3,1,Linear (x1),3,0.22,0.26,-0.6994,-0.5995,4.02349,3.75598
logarithm,20,3,1,Linear (x1),4,0.26,0.3,-0.5995,-0.4997,3.96656,3.34307
logarithm,20,3,1,Linear (x1),5,0.3,0.34,-0.4997,-0.3998,4.19315,4.16699
logarithm,20,3,1,Linear (x1),6,0.34,0.38,-0.3998,-0.3,4.38677,4.26923
logarithm,20,3,1,Linear (x1),7,0.38,0.42,-0.3,-0.2001,4.25315,4.13043
logarithm,20,3,1,Linear (x1),8,0.42,0.46,-0.2001,-0.1002,4.20772,3.74341
logarithm,20,3,1,Linear (x1),9,0.46,0.5,-0.1002,-0.0004,3.96161,3.73165
logarithm,20,3,1,Linear (x1),10,0.5,0.54,-0.0004,0.0995,4.35211,4.66099
logarithm,20,3,1,Linear (x1),11,0.54,0.58,0.0995,0.1993,4.27169,3.91022
logarithm,20,3,1,Linear (x1),12,0.58,0.62,0.1993,0.2992,4.49749,4.98217
logarithm,20,3,1,Linear (x1),13,0.62,0.66,0.2992,0.3991,4.5356,4.17656
logarithm,20,3,1,Linear (x1),14,0.66,0.7,0.3991,0.4989,4.79271,5.46969
logarithm,20,3,1,Linear (x1),15,0.7,0.74,0.4989,0.5988,4.61178,4.42729
logarithm,20,3,1,Linear (x1),16,0.74,0.78,0.5988,0.6986,4.11011,4.00613
logarithm,20,3,1,Linear (x1),17,0.78,0.82,0.6986,0.7985,3.99843,3.87874
logarithm,20,3,1,Linear (x1),18,0.82,0.86,0.7985,0.8984,4.2377,4.10635
logarithm,20,3,1,Linear (x1),19,0.86,0.9,0.8984,0.9982,4.16082,4.19053
logarithm,20,4,0,Log (x0),0,0.1,0.14,-0.9989,-0.899,19.08582,4.72866
logarithm,20,4,0,Log (x0),1,0.14,0.18,-0.899,-0.7991,11.22827,3.91018
logarithm,20,4,0,Log (x0),2,0.18,0.22,-0.7991,-0.6992,8.97855,4.04117
logarithm,20,4,0,Log (x0),3,0.22,0.26,-0.6992,-0.5993,7.41285,4.07505
logarithm,20,4,0,Log (x0),4,0.26,0.3,-0.5993,-0.4994,6.78998,4.43478
logarithm,20,4,0,Log (x0),5,0.3,0.34,-0.4994,-0.3996,5.86032,4.37928
logarithm,20,4,0,Log (x0),6,0.34,0.38,-0.3996,-0.2997,5.13393,4.35622
logarithm,20,4,0,Log (x0),7,0.38,0.42,-0.2997,-0.1998,4.83308,4.60637
logarithm,20,4,0,Log (x0),8,0.42,0.46,-0.1998,-0.0999,4.00518,4.20236
logarithm,20,4,0,Log (x0),9,0.46,0.5,-0.0999,-0.0,4.48119,5.15806
logarithm,20,4,0,Log (x0),10,0.5,0.54,-0.0,0.0999,3.69014,4.59009
logarithm,20,4,0,Log (x0),11,0.54,0.58,0.0999,0.1998,3.156,4.24967
logarithm,20,4,0,Log (x0),12,0.58,0.62,0.1998,0.2996,2.98948,4.33532
logarithm,20,4,0,Log (x0),13,0.62,0.66,0.2996,0.3995,2.6771,4.13424
logarithm,20,4,0,Log (x0),14,0.66,0.7,0.3995,0.4994,2.80701,4.63319
logarithm,20,4,0,Log (x0),15,0.7,0.74,0.4994,0.5993,2.56205,4.4739
logarithm,20,4,0,Log (x0),16,0.74,0.78,0.5993,0.6992,2.11878,3.9184
logarithm,20,4,0,Log (x0),17,0.78,0.82,0.6992,0.7991,2.23593,4.34891
logarithm,20,4,0,Log (x0),18,0.82,0.86,0.7991,0.899,2.14279,4.38991
logarithm,20,4,0,Log (x0),19,0.86,0.9,0.899,0.9988,2.01793,4.33935
logarithm,20,4,1,Linear (x1),0,0.1,0.14,-0.999,-0.8991,4.08678,3.83632
logarithm,20,4,1,Linear (x1),1,0.14,0.18,-0.8991,-0.7992,4.11888,4.06855
logarithm,20,4,1,Linear (x1),2,0.18,0.22,-0.7992,-0.6994,4.28889,3.8339
logarithm,20,4,1,Linear (x1),3,0.22,0.26,-0.6994,-0.5995,4.02349,3.75625
logarithm,20,4,1,Linear (x1),4,0.26,0.3,-0.5995,-0.4997,3.96656,3.34273
logarithm,20,4,1,Linear (x1),5,0.3,0.34,-0.4997,-0.3998,4.19314,4.16712
logarithm,20,4,1,Linear (x1),6,0.34,0.38,-0.3998,-0.3,4.38677,4.26899
logarithm,20,4,1,Linear (x1),7,0.38,0.42,-0.3,-0.2001,4.25315,4.13106
logarithm,20,4,1,Linear (x1),8,0.42,0.46,-0.2001,-0.1002,4.20772,3.74314
logarithm,20,4,1,Linear (x1),9,0.46,0.5,-0.1002,-0.0004,3.96162,3.73162
logarithm,20,4,1,Linear (x1),10,0.5,0.54,-0.0004,0.0995,4.3521,4.66141
logarithm,20,4,1,Linear (x1),11,0.54,0.58,0.0995,0.1993,4.27169,3.90986
logarithm,20,4,1,Linear (x1),12,0.58,0.62,0.1993,0.2992,4.49749,4.98253
logarithm,20,4,1,Linear (x1),13,0.62,0.66,0.2992,0.3991,4.5356,4.17667
logarithm,20,4,1,Linear (x1),14,0.66,0.7,0.3991,0.4989,4.7927,5.46931
logarithm,20,4,1,Linear (x1),15,0.7,0.74,0.4989,0.5988,4.61178,4.42723
logarithm,20,4,1,Linear (x1),16,0.74,0.78,0.5988,0.6986,4.11011,4.00627
logarithm,20,4,1,Linear (x1),17,0.78,0.82,0.6986,0.7985,3.99843,3.87901
logarithm,20,4,1,Linear (x1),18,0.82,0.86,0.7985,0.8984,4.2377,4.10607
logarithm,20,4,1,Linear (x1),19,0.86,0.9,0.8984,0.9982,4.16082,4.19039
logarithm,20,5,0,Log (x0),0,0.1,0.14,-0.9989,-0.899,19.06366,4.73037
logarithm,20,5,0,Log (x0),1,0.14,0.18,-0.899,-0.7991,11.15884,3.91121
logarithm,20,5,0,Log (x0),2,0.18,0.22,-0.7991,-0.6992,9.04011,4.04058
logarithm,20,5,0,Log (x0),3,0.22,0.26,-0.6992,-0.5993,7.36653,4.07471
logarithm,20,5,0,Log (x0),4,0.26,0.3,-0.5993,-0.4994,6.83562,4.43471
logarithm,20,5,0,Log (x0),5,0.3,0.34,-0.4994,-0.3996,5.81731,4.37965
logarithm,20,5,0,Log (x0),6,0.34,0.38,-0.3996,-0.2997,5.18114,4.35618
logarithm,20,5,0,Log (x0),7,0.38,0.42,-0.2997,-0.1998,4.78193,4.60708
logarithm,20,5,0,Log (x0),8,0.42,0.46,-0.1998,-0.0999,4.03097,4.20258
logarithm,20,5,0,Log (x0),9,0.46,0.5,-0.0999,-0.0,4.47337,5.15794
logarithm,20,5,0,Log (x0),10,0.5,0.54,-0.0,0.0999,3.68926,4.59004
logarithm,20,5,0,Log (x0),11,0.54,0.58,0.0999,0.1998,3.17229,4.24962
logarithm,20,5,0,Log (x0),12,0.58,0.62,0.1998,0.2996,2.95411,4.33535
logarithm,20,5,0,Log (x0),13,0.62,0.66,0.2996,0.3995,2.70514,4.13427
logarithm,20,5,0,Log (x0),14,0.66,0.7,0.3995,0.4994,2.78696,4.63318
logarithm,20,5,0,Log (x0),15,0.7,0.74,0.4994,0.5993,2.57909,4.47389
logarithm,20,5,0,Log (x0),16,0.74,0.78,0.5993,0.6992,2.09192,3.91851
logarithm,20,5,0,Log (x0),17,0.78,0.82,0.6992,0.7991,2.26521,4.34843
logarithm,20,5,0,Log (x0),18,0.82,0.86,0.7991,0.899,2.09976,4.38941
logarithm,20,5,0,Log (x0),19,0.86,0.9,0.899,0.9988,2.0207,4.33918
logarithm,20,5,1,Linear (x1),0,0.1,0.14,-0.999,-0.8991,4.08688,3.8438
logarithm,20,5,1,Linear (x1),1,0.14,0.18,-0.8991,-0.7992,4.11885,4.07373
logarithm,20,5,1,Linear (x1),2,0.18,0.22,-0.7992,-0.6994,4.28881,3.81989
logarithm,20,5,1,Linear (x1),3,0.22,0.26,-0.6994,-0.5995,4.02347,3.75222
logarithm,20,5,1,Linear (x1),4,0.26,0.3,-0.5995,-0.4997,3.96657,3.34759
logarithm,20,5,1,Linear (x1),5,0.3,0.34,-0.4997,-0.3998,4.19314,4.17048
logarithm,20,5,1,Linear (x1),6,0.34,0.38,-0.3998,-0.3,4.3868,4.27068
logarithm,20,5,1,Linear (x1),7,0.38,0.42,-0.3,-0.2001,4.25316,4.12324
logarithm,20,5,1,Linear (x1),8,0.42,0.46,-0.2001,-0.1002,4.20772,3.73961
logarithm,20,5,1,Linear (x1),9,0.46,0.5,-0.1002,-0.0004,3.9616,3.73397
logarithm,20,5,1,Linear (x1),10,0.5,0.54,-0.0004,0.0995,4.35194,4.6671
logarithm,20,5,1,Linear (x1),11,0.54,0.58,0.0995,0.1993,4.27166,3.90684
logarithm,20,5,1,Linear (x1),12,0.58,0.62,0.1993,0.2992,4.49747,4.98419
logarithm,20,5,1,Linear (x1),13,0.62,0.66,0.2992,0.3991,4.53554,4.17194
logarithm,20,5,1,Linear (x1),14,0.66,0.7,0.3991,0.4989,4.79259,5.46124
logarithm,20,5,1,Linear (x1),15,0.7,0.74,0.4989,0.5988,4.61185,4.43599
logarithm,20,5,1,Linear (x1),16,0.74,0.78,0.5988,0.6986,4.11012,4.00533
logarithm,20,5,1,Linear (x1),17,0.78,0.82,0.6986,0.7985,3.99841,3.89025
logarithm,20,5,1,Linear (x1),18,0.82,0.86,0.7985,0.8984,4.23772,4.09587
logarithm,20,5,1,Linear (x1),19,0.86,0.9,0.8984,0.9982,4.16079,4.19299
log2,3,2,0,Log (x0),0,0.1,0.3667,-0.9989,-0.333,7.05224,3.38162
log2,3,2,0,Log (x0),1,0.3667,0.6333,-0.333,0.3329,3.8062,4.20805
log2,3,2,0,Log (x0),2,0.6333,0.9,0.3329,0.9988,2.58308,4.26883
log2,3,2,1,Linear (x1),0,0.1,0.3667,-0.999,-0.3332,4.00844,3.73878
log2,3,2,1,Linear (x1),1,0.3667,0.6333,-0.3332,0.3325,4.08476,3.82372
log2,3,2,1,Linear (x1),2,0.6333,0.9,0.3325,0.9982,4.07962,3.97794
log2,3,3,0,Log (x0),0,0.1,0.3667,-0.9989,-0.333,7.16074,3.37628
log2,3,3,0,Log (x0),1,0.3667,0.6333,-0.333,0.3329,3.77699,4.23588
log2,3,3,0,Log (x0),2,0.6333,0.9,0.3329,0.9988,2.37595,4.2786
log2,3,3,1,Linear (x1),0,0.1,0.3667,-0.999,-0.3332,4.00175,3.82907
log2,3,3,1,Linear (x1),1,0.3667,0.6333,-0.3332,0.3325,4.08059,3.83941
log2,3,3,1,Linear (x1),2,0.6333,0.9,0.3325,0.9982,4.08557,3.96032
log2,3,4,0,Log (x0),0,0.1,0.3667,-0.9989,-0.333,6.99011,3.77003
log2,3,4,0,Log (x0),1,0.3667,0.6333,-0.333,0.3329,3.61386,4.44469
log2,3,4,0,Log (x0),2,0.6333,0.9,0.3329,0.9988,2.32777,4.47746
log2,3,4,1,Linear (x1),0,0.1,0.3667,-0.999,-0.3332,3.97032,3.77532
log2,3,4,1,Linear (x1),1,0.3667,0.6333,-0.3332,0.3325,4.01506,4.25976
log2,3,4,1,Linear (x1),2,0.6333,0.9,0.3325,0.9982,4.02677,4.40235
log2,3,5,0,Log (x0),0,0.1,0.3667,-0.9989,-0.333,7.04771,4.58688
log2,3,5,0,Log (x0),1,0.3667,0.6333,-0.333,0.3329,3.68895,4.58167
log2,3,5,0,Log (x0),2,0.6333,0.9,0.3329,0.9988,2.77271,4.27654
log2,3,5,1,Linear (x1),0,0.1,0.3667,-0.999,-0.3332,4.0246,3.93887
