Feature,Feature_idx,Section_k,Section_center,S_hat,S_a,R
Oscillator (x0),0,0,-0.9166666666666667,2.400230337684661,0.0636938192599065,0.08548402473018468
Oscillator (x0),0,1,-0.75,2.7744226372306002,0.07362358988297038,0.0988108556122099
Oscillator (x0),0,2,-0.5833333333333334,3.3118447916535843,0.08788491682007886,0.11795110561986535
Oscillator (x0),0,3,-0.4166666666666667,1.7608221533294,0.04672613549714108,0.0627115498614462
Oscillator (x0),0,4,-0.25000000000000006,2.1650689632224385,0.057453448972629585,0.07710876989130767
Oscillator (x0),0,5,-0.08333333333333337,3.536873407483654,0.09385639870661039,0.12596548301465024
Oscillator (x0),0,6,0.08333333333333326,3.2167784553394085,0.08536218475231497,0.11456532513167743
Oscillator (x0),0,7,0.2499999999999999,1.711691834316298,0.04542238659843305,0.060961777208556105
Oscillator (x0),0,8,0.41666666666666663,0.42310379058108083,0.011227712583388423,0.015068809992776537
Oscillator (x0),0,9,0.5833333333333333,0.8929412615543697,0.023695575557977563,0.03180203653243901
Oscillator (x0),0,10,0.7499999999999999,2.36207602029026,0.06268133551701363,0.08412516155755585
Oscillator (x0),0,11,0.9166666666666666,3.522262056776526,0.09346866394779527,0.12544510084733113
Linear (x1),1,0,-0.9166666666666667,0.8338472980540246,0.022127425963562698,0.0868069569543337
Linear (x1),1,1,-0.75,0.7548351277364418,0.020030715986804525,0.07858146280974211
Linear (x1),1,2,-0.5833333333333334,0.9074296713151853,0.024080047888895232,0.09446718673883496
Linear (x1),1,3,-0.4166666666666667,0.7466665692845709,0.019813950671626758,0.07773108204630337
Linear (x1),1,4,-0.25000000000000006,0.8147853804985061,0.02162158853935131,0.08482253239534
Linear (x1),1,5,-0.08333333333333337,0.7030609481262218,0.018656808163606056,0.07319155629897102
Linear (x1),1,6,0.08333333333333326,0.8720121513761114,0.02314018929356989,0.0907800762379608
Linear (x1),1,7,0.2499999999999999,0.8202359367714962,0.02176622746865203,0.08538995787584568
Linear (x1),1,8,0.41666666666666663,0.6512867912533693,0.017282900943778736,0.06780165215525401
Linear (x1),1,9,0.5833333333333333,0.8938201062846929,0.02371889706030668,0.09305037465762257
Linear (x1),1,10,0.7499999999999999,0.7684648153372109,0.020392400798875446,0.08000036973385422
Linear (x1),1,11,0.9166666666666666,0.8393210009671748,0.022272679124710953,0.08737679209593764
