Acc. Surface Area [m^2/g],Void Fraction,PLD,LCD,Density,Channel Volume,Pressure [kPa],H_ads [kJ/mol]
1202.72,0.51161,6.81647,7.68128,1.16031,152.02,700.0,-3425.20947265625
897.636,0.440695,3.44357,6.12761,1.34631,65.1281,700.0,-3542.0498046875
4527.19,0.844122,9.64637,13.66092,0.445829,3569.53,700.0,-1547.2525634765625
1678.22,0.584262,19.01787,19.24015,0.637238,1046.74,700.0,-1389.579833984375
3019.75,0.75895,10.28938,11.28682,0.694793,1253.73,700.0,-1711.3280029296875
3371.71,0.793499,7.71438,16.01787,0.623054,4949.95,700.0,-1709.927978515625
2950.55,0.694685,6.18071,7.93044,0.807934,697.222,700.0,-2496.904296875
2989.81,0.807676,6.60039,13.65341,0.690586,3218.71,700.0,-1461.9677734375
2096.06,0.608348,4.83806,9.37962,0.930708,832.471,700.0,-2686.599853515625
675.459,0.271196,4.63334,5.68369,1.36253,24.3139,700.0,-3373.51416015625
4544.61,0.808092,7.97908,9.99892,0.515379,1536.98,700.0,-1919.3895263671875
3198.24,0.740442,8.20171,10.76065,0.659852,1173.02,700.0,-1989.87451171875
1003.49,0.419045,8.22463,8.45317,1.25097,254.572,700.0,-2485.16162109375
2859.91,0.710314,6.14407,10.77634,0.731196,1699.97,700.0,-2490.745849609375
2868.22,0.804391,9.36732,16.39733,0.700791,5162.39,700.0,-1707.0986328125
345.179,0.231357,3.48144,4.32225,1.47381,15.3282,700.0,-3821.841064453125
1974.05,0.53277,5.95074,8.53468,0.903548,729.132,700.0,-2418.26611328125
2856.91,0.569431,5.63025,6.91667,0.801383,363.912,700.0,-2454.38916015625
1212.87,0.38175,3.90266,6.43917,0.961067,116.065,700.0,-3031.681396484375
1044.47,0.413069,5.14102,6.13678,1.16232,70.1231,700.0,-3128.966552734375
4077.05,0.738525,8.64622,10.66303,0.533128,2490.29,700.0,-1679.7158203125
641.355,0.261941,4.10156,7.25101,1.21247,112.762,700.0,-3163.229736328125
684.72,0.320821,4.14866,5.86358,1.54485,75.0277,700.0,-3225.5615234375
2462.2,0.697163,10.12505,10.5249,0.695467,444.694,700.0,-2483.381591796875
3099.89,0.688135,7.69988,9.93343,0.714876,542.575,700.0,-2063.9541015625
4535.68,0.818716,10.72543,13.53211,0.452152,1961.82,700.0,-1760.8883056640625
275.428,0.191648,4.10162,5.03477,1.91147,17.5489,700.0,-3074.71826171875
3222.15,0.70992,7.74824,10.73218,0.684183,917.937,700.0,-2254.118896484375
204.589,0.130152,4.05034,4.40325,1.94406,9.90867,700.0,-3463.5634765625
3726.94,0.790337,9.44741,13.23024,0.536278,1398.66,700.0,-1844.29541015625
2632.45,0.56657,4.6423,10.41251,0.804806,835.027,700.0,-2119.060791015625
2716.72,0.594909,4.42478,5.96163,0.859264,298.854,700.0,-2876.013427734375
1394.31,0.45806,5.9077,8.80371,0.960442,568.775,700.0,-2788.85400390625
730.443,0.307526,7.82255,8.4068,1.53047,191.778,700.0,-2203.591064453125
1060.22,0.440184,9.82657,9.92273,1.12791,219.987,700.0,-2286.063720703125
471.252,0.216905,4.12656,4.60701,1.33147,17.0942,700.0,-3483.263427734375
2211.93,0.784812,15.3351,15.92089,0.655473,963.445,700.0,-2216.244873046875
5250.8,0.918676,17.16845,18.61303,0.234669,12670.1,700.0,-1005.5252685546875
1873.16,0.591964,5.81552,7.64999,1.00126,880.666,700.0,-2849.508544921875
1695.53,0.574183,3.75556,4.83883,1.13678,190.483,700.0,-3798.123779296875
2599.68,0.723667,13.66792,14.14306,0.614612,765.339,700.0,-2020.93310546875
4652.82,0.82567,11.56288,18.03241,0.444334,5316.83,700.0,-1635.289794921875
1669.45,0.563984,4.79282,5.82422,1.01105,199.536,700.0,-3392.148193359375
3794.44,0.825273,8.71165,16.26947,0.553458,5419.45,700.0,-1611.0836181640625
553.064,0.236488,3.82381,4.88356,1.26647,13.7634,700.0,-3123.33447265625
428.515,0.289344,4.89826,7.10171,1.91471,115.022,700.0,-3808.931396484375
1904.26,0.548241,4.73536,6.65322,1.02552,445.775,700.0,-3199.89599609375
873.73,0.279594,4.50085,5.1152,1.26166,88.9201,700.0,-3095.833984375
642.971,0.305823,4.43132,4.94811,1.23956,72.1691,700.0,-3792.787353515625
2374.51,0.736697,9.45025,9.7686,0.744206,416.169,700.0,-2692.547119140625
4307.36,0.787826,7.96898,11.59461,0.505981,1002.63,700.0,-1797.10595703125
444.971,0.277966,8.17089,8.80222,1.74629,102.448,700.0,-2690.749755859375
2407.42,0.505751,4.01664,5.58846,0.851523,186.777,700.0,-2676.652587890625
1917.85,0.542158,6.27683,7.63863,0.986843,241.82,700.0,-2601.177001953125
2101.83,0.62562,5.90068,6.74913,0.879864,149.342,700.0,-3574.349853515625
1469.26,0.60406,7.11543,7.25705,1.10738,222.599,700.0,-3709.96630859375
2528.48,0.579026,7.52507,7.85946,0.822546,245.771,700.0,-2597.061767578125
1330.09,0.680184,9.70864,10.74241,1.20374,400.278,700.0,-2749.28076171875
3868.34,0.800103,9.10724,10.48436,0.534665,1450.12,700.0,-1845.281494140625
844.585,0.351967,4.44919,5.50343,1.21836,71.2903,700.0,-3635.51416015625
1246.39,0.416702,5.43126,6.87973,1.06414,421.68,700.0,-2822.99853515625
4659.65,0.809329,9.23751,16.04657,0.432215,3666.45,700.0,-1394.1365966796875
3429.69,0.763885,10.84662,11.26271,0.556079,1426.26,700.0,-2224.400146484375
1983.96,0.560424,5.52275,7.06224,0.994382,216.407,700.0,-2457.36083984375
1695.58,0.456192,3.8912,5.8832,0.904707,162.5,700.0,-2935.536865234375
2871.95,0.631979,5.40401,7.51878,0.738732,723.6,700.0,-3031.58056640625
2588.39,0.62356,6.26097,7.63691,0.785669,318.91,700.0,-2809.724365234375
957.367,0.571345,6.52159,6.93328,1.59816,211.341,700.0,-3516.705810546875
1913.97,0.672638,7.33159,7.92173,0.864348,221.889,700.0,-3505.2119140625
4721.83,0.873359,11.36325,20.39867,0.351075,6415.16,700.0,-1314.3184814453125
920.422,0.389733,3.81236,5.23715,1.15722,27.5287,700.0,-3920.06201171875
1089.11,0.35703,4.83425,5.26126,1.17599,107.426,700.0,-3270.50146484375
3367.04,0.644499,4.91155,7.16058,0.704851,601.097,700.0,-3082.36474609375
556.284,0.295127,3.70884,4.58717,1.62889,38.8269,700.0,-3411.702392578125
702.594,0.366886,3.85072,6.84751,1.61499,161.753,700.0,-3222.98388671875
2265.04,0.754487,14.11463,15.83685,0.750803,1391.94,700.0,-2173.660400390625
1993.21,0.681383,7.98908,8.37838,0.870812,206.605,700.0,-3243.269775390625
3699.86,0.814318,8.44802,16.25412,0.560475,5287.2,700.0,-1693.9798583984375
4123.79,0.778836,6.25807,13.58362,0.542294,2694.64,700.0,-1862.8311767578125
2329.06,0.616176,4.89187,6.94294,0.841995,495.549,700.0,-3386.188232421875
2926.84,0.62391,5.12171,6.27277,0.852846,367.983,700.0,-2675.167724609375
3505.71,0.770594,8.22259,8.70645,0.620776,723.921,700.0,-2890.157470703125
208.873,0.159023,3.5392,4.33971,1.58527,14.1957,700.0,-3629.2490234375
591.477,0.310249,3.31712,5.9199,1.41495,69.3204,700.0,-3186.7451171875
604.295,0.27229,5.898,8.4616,1.32469,265.738,700.0,-2794.319580078125
2160.04,0.547042,4.83236,7.21328,0.917143,217.88,700.0,-2838.472900390625
2029.91,0.618098,4.59867,6.11798,0.982462,196.596,700.0,-3595.5400390625
256.887,0.187563,3.31872,4.55826,1.63756,14.521,700.0,-3666.295654296875
2080.61,0.57034,5.57585,7.06688,0.91036,490.838,700.0,-3016.799560546875
223.051,0.184745,3.39908,4.24238,2.03441,8.24049,700.0,-3358.999267578125
2590.3,0.730041,6.38765,13.51141,0.871499,1270.41,700.0,-1836.5709228515625
3673.83,0.82724,9.34551,16.29671,0.561479,5453.48,700.0,-1627.9581298828125
5610.6,0.853637,9.61299,15.79901,0.32816,3085.96,700.0,-1552.0439453125
2897.04,0.673897,7.71589,9.04651,0.725944,349.462,700.0,-2337.631591796875
1390.45,0.435041,3.81335,7.03162,1.05178,102.773,700.0,-2794.97265625
3509.74,0.801882,7.94324,15.91682,0.602882,5072.13,700.0,-1688.2470703125
1177.68,0.520746,7.26331,7.47808,1.21484,225.883,700.0,-3516.45654296875
1960.47,0.620587,7.16964,7.8939,0.875534,241.132,700.0,-3143.376953125
3723.09,0.66337,5.34507,7.40277,0.732104,1052.92,700.0,-2373.567138671875
1154.38,0.530632,3.89319,6.27199,1.08675,89.1975,700.0,-3729.30078125
1105.78,0.51971,3.91049,7.77395,1.31922,327.477,700.0,-3087.057373046875
3214.55,0.760576,9.90739,12.51924,0.68555,1922.57,700.0,-2057.984619140625
4380.85,0.785983,9.40976,12.98402,0.451182,3039.64,700.0,-1555.1322021484375
1378.03,0.667868,10.71879,11.94012,1.21012,917.24,700.0,-2237.534912109375
1419.8,0.600214,6.90666,7.42587,1.07938,133.632,700.0,-3585.73974609375
1004.89,0.462269,3.90894,5.70447,1.35016,143.056,700.0,-3029.7412109375
853.951,0.38101,4.85902,5.42178,1.26315,94.2214,700.0,-3422.688232421875
2617.47,0.678601,7.17048,8.80413,0.805301,1416.02,700.0,-2379.32080078125
160.161,0.147465,3.34102,3.67907,1.8695,2.36519,700.0,-3391.50146484375
2314.91,0.700342,8.43249,8.89985,0.882029,987.656,700.0,-2316.176513671875
933.981,0.397848,4.71932,5.82043,1.25744,74.997,700.0,-3241.30908203125
4533.75,0.827148,12.06692,18.53947,0.446727,5470.43,700.0,-1499.3902587890625
985.56,0.371614,5.95961,6.95759,1.13178,337.711,700.0,-3184.454833984375
215.191,0.170286,3.45969,4.24253,2.06132,7.86393,700.0,-3186.9189453125
2638.8,0.697152,5.45463,6.27391,0.840598,351.92,700.0,-3216.73974609375
2659.28,0.72823,9.29733,9.71122,0.652618,512.752,700.0,-2569.33984375
3547.48,0.806157,8.31744,16.17723,0.592774,5071.28,700.0,-1676.714599609375
416.809,0.229904,3.61518,4.2633,1.3109,13.1464,700.0,-3733.120849609375
1525.12,0.50686,3.98791,7.52257,1.07004,322.393,700.0,-3304.62353515625
607.515,0.537043,20.5181,20.61537,1.5052,1099.09,700.0,-1407.3883056640625
3419.91,0.80157,9.35834,16.22386,0.623414,4971.79,700.0,-1768.620849609375
1084.78,0.441201,4.71983,7.22533,1.2728,391.098,700.0,-2920.640380859375
2992.73,0.697407,6.92159,8.81802,0.754368,1025.61,700.0,-2373.303955078125
1726.48,0.510089,5.05609,7.18689,1.02938,320.861,700.0,-2925.9638671875
1148.89,0.426508,3.75673,5.6401,1.10771,118.738,700.0,-3711.88818359375
3758.81,0.715645,5.82334,8.15393,0.686101,1224.67,700.0,-2700.93212890625
2335.25,0.620467,8.60329,9.26023,0.728375,490.605,700.0,-2365.55224609375
1422.0,0.554361,12.09481,12.63462,0.930081,383.675,700.0,-2007.1826171875
4078.24,0.806832,8.49393,15.29946,0.492916,2463.87,700.0,-1451.6524658203125
5306.01,0.881511,11.20612,12.2124,0.364265,10276.9,700.0,-1201.8309326171875
1917.07,0.630454,7.87224,9.5745,0.971064,580.539,700.0,-2755.761962890625
4583.56,0.808688,9.46121,11.1779,0.481443,6500.89,700.0,-1638.517578125
139.284,0.243258,4.91599,5.18176,1.51557,28.7544,700.0,-2622.7412109375
4829.13,0.751236,7.5368,9.19361,0.518833,624.498,700.0,-1639.0804443359375
4297.73,0.865399,15.30572,20.5291,0.374303,6370.44,700.0,-1405.5606689453125
4661.57,0.846661,10.46127,12.69389,0.410441,4271.67,700.0,-1483.11083984375
3453.31,0.759924,7.67728,10.94306,0.640348,600.314,700.0,-1824.00732421875
1637.67,0.525873,10.55157,10.73937,0.901224,478.379,700.0,-1831.1571044921875
453.362,0.214965,3.64586,4.41264,1.43102,14.0842,700.0,-3158.51806640625
3432.64,0.740819,8.09575,11.37809,0.653102,2528.79,700.0,-2206.331787109375
1024.65,0.395321,4.53336,6.0656,1.10757,144.175,700.0,-3365.15380859375
4914.73,0.86702,10.02967,17.0513,0.369289,4473.85,700.0,-1307.3131103515625
1372.12,0.506477,9.39832,9.79577,0.948635,182.024,700.0,-2874.878173828125
3950.79,0.762091,9.87481,12.20012,0.538972,1265.37,700.0,-1902.1685791015625
895.375,0.370052,3.90831,7.08003,1.31468,76.1831,700.0,-2940.042236328125
1513.79,0.564269,6.0985,6.81031,0.980944,177.632,700.0,-3534.64404296875
765.828,0.297588,5.67944,6.35371,1.33702,60.2583,700.0,-2713.980224609375
5727.38,0.851119,10.37429,13.69862,0.351202,2373.86,700.0,-1228.530517578125
665.568,0.410416,4.68001,5.50547,1.11589,31.1542,700.0,-3293.809326171875
1091.28,0.405986,3.52955,6.86967,1.07657,169.156,700.0,-3530.287353515625
598.212,0.326858,3.5186,4.14486,1.15338,2.64079,700.0,-3564.26513671875
979.865,0.375588,4.77735,6.07031,1.20228,210.136,700.0,-3345.791748046875
1312.78,0.462461,3.93344,6.36516,1.13277,228.076,700.0,-2963.72265625
780.681,0.34465,3.73383,5.81513,1.16421,65.3391,700.0,-3610.809326171875
2456.99,0.673835,10.65777,11.19309,0.684553,457.39,700.0,-2338.25830078125
1834.28,0.698243,23.59524,23.70263,0.591176,1421.16,700.0,-1583.889404296875
3514.18,0.762318,4.72396,12.86191,0.70574,1496.12,700.0,-2328.66015625
306.137,0.219966,4.12032,4.61855,1.75597,13.7588,700.0,-3834.9443359375
2442.98,0.626783,5.63016,6.66684,0.897309,281.917,700.0,-2855.050048828125
3311.68,0.737479,10.40192,10.94533,0.588886,1215.34,700.0,-2249.080322265625
3488.51,0.736989,6.73278,9.69658,0.655145,928.011,700.0,-2210.332275390625
1610.6,0.54743,8.01671,8.33716,0.979891,163.381,700.0,-3089.22265625
4514.55,0.85938,15.15058,20.57046,0.363535,6232.37,700.0,-1477.500732421875
986.029,0.389861,3.71416,5.35639,1.16657,80.6555,700.0,-3561.2958984375
1553.74,0.479657,4.23055,6.0453,1.07435,303.266,700.0,-2953.60791015625
374.411,0.214047,4.12754,5.10874,1.66351,16.0076,700.0,-3605.499755859375
862.767,0.361693,3.60161,5.49268,1.23908,121.858,700.0,-3417.34326171875
1164.06,0.349678,7.58111,7.78014,1.01335,99.7361,700.0,-2585.321044921875
4246.3,0.770283,9.41084,11.67592,0.495748,1249.12,700.0,-1758.5294189453125
1500.49,0.529624,7.27739,8.4475,1.05442,191.327,700.0,-2690.550048828125
1704.44,0.555025,4.56495,9.68033,1.00299,590.655,700.0,-2702.421630859375
547.086,0.338795,3.45016,5.38037,1.67616,44.7449,700.0,-3193.076171875
103.908,0.161508,3.42433,3.93292,1.90269,1.60542,700.0,-3558.0048828125
3298.8,0.731271,6.72619,9.61978,0.658305,781.394,700.0,-2360.55126953125
865.784,0.592226,5.12843,5.97043,1.036,306.006,700.0,-3288.860595703125
2804.27,0.657946,5.21688,10.38383,0.770274,1128.08,700.0,-2262.104248046875
1946.27,0.732058,18.49929,18.66854,0.700604,2309.95,700.0,-1939.0087890625
4665.8,0.787971,10.46385,15.75984,0.396853,3190.62,700.0,-1574.4779052734375
506.817,0.244029,3.72225,4.95389,1.27147,21.7538,700.0,-3746.067138671875
5090.81,0.846773,14.12606,17.39021,0.355688,5375.57,700.0,-1610.684814453125
3530.19,0.780404,8.34736,10.60289,0.655452,2316.34,700.0,-1822.733154296875
1311.37,0.548067,7.38764,8.03099,1.11256,208.283,700.0,-3101.157470703125
2071.61,0.568928,5.68216,7.06123,1.07795,1012.32,700.0,-2436.02734375
481.842,0.24546,4.27678,4.73178,1.49467,12.4007,700.0,-3650.428466796875
2142.61,0.650634,12.27469,12.88827,0.772807,1989.31,700.0,-2242.9951171875
4535.94,0.79385,8.3413,11.02971,0.477898,2493.84,700.0,-1870.69580078125
3942.21,0.75833,8.45793,12.74582,0.52237,2677.54,700.0,-1678.431396484375
235.158,0.114349,3.46676,4.57885,1.38479,15.8049,700.0,-2874.455322265625
1267.22,0.454338,3.82517,5.6036,1.21393,65.8983,700.0,-3306.511474609375
1138.6,0.349536,7.557,7.76342,1.02035,98.6076,700.0,-2637.513671875
712.277,0.355912,5.83014,6.06964,1.34909,71.5011,700.0,-3471.971435546875
142.035,0.103355,4.06208,4.48419,1.84638,10.9293,700.0,-3420.643310546875
870.83,0.295788,4.26756,5.64253,1.14385,52.5396,700.0,-2998.084228515625
1512.29,0.552227,5.27034,6.7804,1.09344,95.6542,700.0,-3576.99072265625
598.813,0.220076,3.5349,5.19176,1.23991,56.4432,700.0,-3201.904296875
2601.36,0.700419,8.37962,12.9149,0.81509,1740.67,700.0,-1935.0128173828125
2465.01,0.560885,8.77157,10.15632,0.694124,805.046,700.0,-1845.365478515625
1716.92,0.596183,6.66626,8.49649,1.03141,314.312,700.0,-2796.65869140625
2991.01,0.639328,5.28156,7.18676,0.723194,751.607,700.0,-3122.235595703125
1058.58,0.43552,4.18604,6.52507,1.14372,97.1691,700.0,-3579.321044921875
787.383,0.361954,3.52023,4.70271,1.3504,79.0321,700.0,-3386.87158203125
3019.59,0.762186,9.09565,16.19671,0.657643,4659.27,700.0,-1689.45068359375
987.336,0.436742,5.15278,5.48139,1.16729,18.0888,700.0,-3487.75732421875
833.422,0.490692,4.96973,5.27407,1.4573,32.0394,700.0,-3525.767822265625
1178.21,0.378373,5.79773,6.13137,1.08546,176.919,700.0,-3018.10791015625
4618.38,0.8346,8.76404,13.8077,0.4383,4466.45,700.0,-1552.702880859375
189.421,0.235998,3.71608,4.27749,3.21024,11.5181,700.0,-3604.56884765625
4383.74,0.808408,9.85317,13.43581,0.451274,1512.06,700.0,-1704.881591796875
4439.79,0.736521,7.76909,11.09413,0.568847,1195.41,700.0,-1944.10595703125
4745.68,0.836348,11.851,15.43645,0.361145,2879.85,700.0,-1423.3372802734375
2415.45,0.605746,5.5286,7.65576,0.876424,340.481,700.0,-2609.441162109375
5250.53,0.834397,9.48995,13.90738,0.406288,3398.32,700.0,-1501.990966796875
3905.45,0.715165,11.98843,14.04724,0.468867,1538.28,700.0,-1766.6361083984375
981.881,0.37535,5.108,7.75003,1.26996,436.724,700.0,-2678.378173828125
647.006,0.346838,7.43966,7.61889,1.69861,96.0534,700.0,-2847.5810546875
1748.31,0.603952,6.41282,7.56807,0.930022,115.68,700.0,-3668.43701171875
4710.08,0.835577,10.07695,13.69729,0.418788,1807.16,700.0,-1634.686279296875
1776.99,0.622188,7.13161,7.28296,0.935113,234.05,700.0,-3694.5986328125
1090.77,0.416479,3.75492,5.38442,1.154,163.778,700.0,-3511.457275390625
2934.81,0.706281,6.27542,8.28331,0.831397,670.793,700.0,-2171.36669921875
4966.51,0.813349,8.70604,14.93608,0.414708,3958.24,700.0,-1380.0198974609375
202.916,0.158667,3.53769,4.28693,1.60681,13.2359,700.0,-3542.854736328125
1789.66,0.617234,4.83216,8.44744,1.11424,514.094,700.0,-2874.343994140625
3876.74,0.728447,6.46745,7.92074,0.614259,805.463,700.0,-2404.0625
1461.21,0.368963,3.36371,8.29188,0.997956,224.876,700.0,-2204.9326171875
2108.26,0.6874,6.57139,9.95725,0.989445,1262.9,700.0,-2391.4345703125
214.448,0.128861,3.30831,4.36734,1.33975,8.88674,700.0,-2997.49267578125
3382.72,0.747656,7.34465,11.49981,0.629183,2617.52,700.0,-2246.7509765625
1154.39,0.451039,6.25301,7.44264,1.09134,111.581,700.0,-3289.28662109375
6241.12,0.948536,21.47075,21.94138,0.151249,19133.5,700.0,-852.5230712890625
93.642,0.117045,3.30824,3.75333,1.46113,0.856259,700.0,-3362.59619140625
1426.89,0.52792,4.05348,5.42895,0.990815,73.2663,700.0,-3733.819580078125
2744.29,0.545568,5.49556,7.22243,0.807141,646.054,700.0,-2523.3310546875
3926.2,0.802944,8.87551,11.60987,0.529155,2800.42,700.0,-1601.50927734375
2753.98,0.779796,7.40238,16.20354,0.759583,4619.22,700.0,-1826.5625
580.551,0.32,3.33603,5.75582,1.33147,47.7699,700.0,-3427.256103515625
2496.4,0.695024,11.39426,11.91951,0.653035,530.837,700.0,-2384.666259765625
2114.19,0.661389,7.76513,9.0068,0.82912,357.949,700.0,-2636.7744140625
4170.47,0.807724,11.75285,15.39921,0.415481,2526.65,700.0,-1383.6815185546875
6085.76,0.955931,24.90492,26.0162,0.126813,30557.3,700.0,-899.318359375
4584.11,0.780768,9.02294,13.75301,0.419417,2948.29,700.0,-1543.1524658203125
5402.04,0.865104,14.58147,19.5573,0.315532,5109.22,700.0,-1436.0218505859375
1489.3,0.509322,5.10149,6.25716,1.05911,173.208,700.0,-3463.5400390625
1964.39,0.628502,9.54069,10.11212,0.838576,461.871,700.0,-2660.7509765625
3164.75,0.772546,7.8957,12.39202,0.70168,1215.27,700.0,-1558.294921875
2563.63,0.643195,6.45124,7.67105,0.825307,622.403,700.0,-2923.315673828125
3841.37,0.746874,9.72988,10.45277,0.58444,899.889,700.0,-2464.333251953125
3580.61,0.72708,9.14293,12.14787,0.556265,1165.96,700.0,-1807.8135986328125
1574.49,0.570547,6.46637,6.93944,1.03769,111.173,700.0,-3500.078369140625
585.956,0.370103,5.45871,6.01498,1.21452,66.3902,700.0,-3215.2255859375
5240.26,0.812148,10.52229,14.0308,0.37835,2834.6,700.0,-1570.257080078125
1057.08,0.45246,4.25586,5.8535,1.17327,47.581,700.0,-3906.1650390625
2738.35,0.630214,7.62658,8.79139,0.733742,354.858,700.0,-2293.25390625
4483.71,0.821333,12.06221,15.27927,0.379741,5426.91,700.0,-1582.8111572265625
1128.21,0.546059,5.92475,7.62557,1.5056,573.641,700.0,-3005.069091796875
216.547,0.0985684,4.53975,5.13812,1.5345,16.9111,700.0,-2776.4150390625
3771.08,0.656287,5.89943,7.21191,0.648673,600.963,700.0,-2456.796875
1085.09,0.408844,4.09648,5.79604,1.15239,154.636,700.0,-3508.207275390625
4694.03,0.803872,10.80238,14.76194,0.427119,1583.71,700.0,-1527.7548828125
1750.1,0.660148,7.03949,7.3276,0.934537,114.112,700.0,-3924.644775390625
4954.62,0.820375,9.13864,10.25326,0.462919,2553.73,10000.0,-1895.8199462890625
1454.89,0.536841,5.67776,6.69227,1.33247,125.254,10000.0,-2658.389892578125
5253.6,0.835703,10.18807,15.28634,0.379341,3118.63,10000.0,-1464.922607421875
1059.27,0.3293,7.2375,7.6109,1.06551,84.3891,10000.0,-2757.620361328125
1146.4,0.627848,3.38199,9.2995,0.910036,454.259,10000.0,-3362.34423828125
832.912,0.422194,6.27344,7.08636,1.4046,103.381,10000.0,-3315.886962890625
2720.43,0.742715,6.59478,15.01757,0.726002,3620.72,10000.0,-2089.89013671875
4486.51,0.793665,9.32835,14.73782,0.46575,2500.49,10000.0,-1441.5577392578125
5212.1,0.884269,12.51312,16.38006,0.310085,3274.89,10000.0,-1181.05615234375
4449.41,0.853468,10.33931,16.30612,0.391557,3341.93,10000.0,-1300.51025390625
2630.98,0.588562,5.76746,6.81674,0.761637,420.424,10000.0,-2994.7763671875
2439.54,0.64266,4.46185,8.84358,0.870869,561.822,10000.0,-3416.77294921875
2161.2,0.575307,3.80861,7.08398,0.907793,233.069,10000.0,-3270.763427734375
3511.67,0.835139,12.54746,19.78958,0.538167,5418.85,10000.0,-1580.1650390625
4166.03,0.727303,5.63393,8.23505,0.67988,328.395,10000.0,-2449.606689453125
3314.06,0.727988,8.97366,10.66248,0.651925,1338.98,10000.0,-1928.769287109375
479.579,0.31439,4.12881,5.49822,1.51359,130.733,10000.0,-2848.4638671875
358.496,0.226024,4.53526,4.84094,1.41273,25.4803,10000.0,-4077.01025390625
1527.46,0.637219,6.48818,6.96229,1.00547,106.133,10000.0,-4190.4658203125
1433.15,0.43262,3.89776,5.17051,1.12827,33.1499,10000.0,-2973.767578125
684.878,0.470156,3.38816,7.36094,1.38705,132.374,10000.0,-2928.954345703125
1930.41,0.581039,6.38638,7.82162,0.864685,208.748,10000.0,-3241.97705078125
2716.84,0.779287,14.43105,14.88088,0.588216,2329.67,10000.0,-1676.4429931640625
4025.85,0.741734,7.74016,10.11786,0.547348,1900.82,10000.0,-1588.02783203125
1998.49,0.627601,6.10916,6.82274,0.875118,177.302,10000.0,-3552.484130859375
360.385,0.33228,3.82264,4.36499,1.55002,4.00159,10000.0,-3453.26318359375
3451.74,0.735668,5.55222,11.94824,0.698192,3270.6,10000.0,-2412.3037109375
104.674,0.0937719,3.49545,6.64278,2.33813,33.885,10000.0,-2847.84619140625
624.038,0.296902,3.68297,4.55438,1.37923,18.7463,10000.0,-3332.575927734375
1099.01,0.501738,4.00417,7.27308,1.33186,178.731,10000.0,-3121.237060546875
2633.52,0.696088,6.57332,10.2073,0.815768,1309.87,10000.0,-2404.7841796875
530.767,0.277373,3.78266,4.86325,1.29644,24.4313,10000.0,-3620.082275390625
3411.63,0.784662,7.08675,10.82654,0.656964,1189.7,10000.0,-2214.06201171875
297.121,0.199673,3.82617,4.75367,2.19168,11.3676,10000.0,-3353.3447265625
948.384,0.396416,6.44431,7.54228,1.1325,277.552,10000.0,-3331.622802734375
1607.32,0.534012,4.80743,5.17917,1.12355,129.361,10000.0,-3560.5185546875
796.034,0.26806,5.63612,5.85888,1.11113,95.5946,10000.0,-2810.137451171875
922.017,0.487442,4.10688,5.57457,1.26835,31.9638,10000.0,-4064.365966796875
134.089,0.133557,3.69808,4.19634,2.03437,5.72751,10000.0,-3314.93798828125
4652.18,0.72119,6.27049,8.4008,0.602638,501.815,10000.0,-2174.001953125
973.886,0.436366,3.90286,5.20667,1.22621,47.1726,10000.0,-3455.642578125
3384.32,0.764416,7.80195,13.22033,0.592616,1990.29,10000.0,-1994.075439453125
3770.97,0.65629,4.85838,6.52177,0.745028,1217.33,10000.0,-2614.931640625
358.689,0.227286,5.77515,7.29346,1.58787,140.563,10000.0,-3240.80517578125
910.438,0.379921,7.02676,7.96427,1.3613,148.218,10000.0,-2613.890625
709.833,0.28062,7.59887,7.72087,1.20392,243.969,10000.0,-2678.150634765625
1581.9,0.563623,13.45059,13.81949,0.763572,669.42,10000.0,-1891.91796875
2870.05,0.641438,5.46231,13.46057,0.723161,1467.45,10000.0,-1960.9501953125
3340.1,0.658115,6.08102,7.24965,0.703129,513.625,10000.0,-2921.0859375
903.428,0.367909,5.89863,6.94287,1.46213,179.166,10000.0,-2930.13720703125
2896.93,0.666689,5.69296,8.31529,0.825088,662.842,10000.0,-2652.579833984375
2843.16,0.701279,5.56738,10.10542,0.803439,1252.21,10000.0,-2358.615478515625
2110.04,0.614975,5.73147,7.64888,0.850195,233.58,10000.0,-3180.4169921875
2252.25,0.659507,9.05172,10.01867,0.751353,486.997,10000.0,-2705.105224609375
1768.01,0.550845,6.73169,7.82355,0.966669,236.24,10000.0,-3066.701416015625
2901.42,0.71699,11.09332,11.36151,0.640402,617.532,10000.0,-2303.568359375
2957.61,0.763081,7.20029,15.2358,0.70593,3943.18,10000.0,-1974.9398193359375
3318.82,0.876666,30.47021,31.10577,0.305623,4868.18,10000.0,-1725.77587890625
407.499,0.177117,4.3574,5.09729,1.38013,31.7995,10000.0,-3297.38037109375
407.622,0.304967,3.46875,4.47461,1.66414,6.00423,10000.0,-4025.188720703125
3629.05,0.812729,8.536,16.2676,0.580979,5210.25,10000.0,-1797.8057861328125
1195.47,0.585338,4.61685,5.40796,1.22116,48.0884,10000.0,-4231.310546875
327.683,0.205376,4.35491,4.96478,1.49095,22.3882,10000.0,-4020.371337890625
4560.03,0.830782,11.84625,13.73339,0.439457,3605.99,10000.0,-1892.7913818359375
734.471,0.257747,4.46619,5.61721,1.29583,106.648,10000.0,-2912.477294921875
1491.68,0.524945,7.22475,7.90891,0.983387,219.772,10000.0,-3151.5888671875
2294.06,0.634741,5.59125,5.9477,0.91783,280.083,10000.0,-3450.07470703125
4356.69,0.771023,7.87692,9.39327,0.522789,888.318,10000.0,-2003.3514404296875
