Acc. Surface Area [m^2/g],Void Fraction,PLD,LCD,Density,Channel Volume,Pressure [kPa],H_ads [kJ/mol]
191.43,0.13274,3.77962,4.09655,1.34637,6.10495,50.0,-3857.80810546875
608.159,0.261122,5.05303,5.53017,1.43739,33.6452,50.0,-2536.85791015625
450.804,0.220118,3.56466,4.96138,1.3433,45.598,50.0,-2924.02197265625
3492.09,0.8178,13.9177,20.26541,0.470674,5655.38,50.0,-1454.076904296875
4246.85,0.810941,12.49845,15.91164,0.456559,7630.82,50.0,-1970.7220458984375
2946.83,0.606105,10.32828,11.14864,0.602907,1065.95,50.0,-2307.55712890625
4592.76,0.829761,11.35621,14.81712,0.380391,4521.22,50.0,-1826.3963623046875
1363.64,0.577408,4.99966,5.46233,1.09584,38.203,50.0,-3572.597412109375
1768.23,0.603643,4.73712,8.50032,1.10599,477.814,50.0,-2798.490478515625
1275.46,0.549846,20.52522,20.8319,0.742342,1030.44,50.0,-1256.742919921875
865.457,0.477921,18.57831,19.02144,1.03129,1022.83,50.0,-1409.8973388671875
3898.46,0.686767,5.10687,7.3257,0.713598,990.983,50.0,-1910.5277099609375
465.443,0.330114,3.62152,5.00707,1.76557,55.5404,50.0,-3556.314697265625
2197.7,0.604545,4.50138,6.53494,0.872955,414.453,50.0,-2926.16552734375
2794.13,0.766198,8.87587,11.86338,0.763398,1239.38,50.0,-1794.2047119140625
1282.2,0.468474,4.57376,6.96986,1.05497,149.378,50.0,-3051.023681640625
1572.52,0.468098,4.16248,5.1856,1.05249,138.094,50.0,-3177.204833984375
2570.91,0.605846,7.80105,8.65711,0.726884,647.651,50.0,-1990.8603515625
375.893,0.265953,3.69301,5.21807,1.69291,17.2627,50.0,-3307.4677734375
974.04,0.468157,3.88362,5.37793,1.39932,99.1938,50.0,-2934.040771484375
2270.38,0.634953,3.7186,7.44657,0.859552,788.339,50.0,-2634.90869140625
5279.94,0.900537,14.00623,20.04209,0.285131,8453.3,50.0,-1154.75341796875
3080.93,0.707036,6.66861,11.13401,0.747351,1363.96,50.0,-1760.90087890625
4730.38,0.8345,14.53486,16.71555,0.392687,4826.24,50.0,-1575.514892578125
1670.49,0.489027,5.86779,6.68698,0.939722,119.005,50.0,-2431.638916015625
1862.27,0.653258,6.09225,9.91526,1.05361,1093.06,50.0,-2487.033447265625
1542.72,0.455139,4.08781,7.17059,1.02663,114.4,50.0,-2224.81494140625
831.229,0.376297,4.15819,6.1434,1.25806,45.2054,50.0,-3222.020263671875
2069.79,0.691127,12.00386,12.89256,0.813885,1165.18,50.0,-1989.59765625
5529.93,0.815722,9.96287,12.14574,0.396956,3018.08,50.0,-1464.3446044921875
436.189,0.29492,3.68158,4.61814,1.34244,21.57,50.0,-3698.475341796875
2685.89,0.585846,4.63677,6.37099,0.94174,609.861,50.0,-2286.765625
413.565,0.232152,3.60521,4.28454,1.38938,24.5679,50.0,-3375.656982421875
2273.01,0.666595,8.61784,9.46963,0.752282,358.818,50.0,-2553.7275390625
2545.7,0.656717,5.73598,14.42541,0.715466,1304.27,50.0,-1747.04052734375
475.447,0.245343,3.73053,4.7636,1.67659,20.4004,50.0,-2978.764892578125
2807.26,0.711151,10.0958,11.43325,0.64367,470.232,50.0,-1774.8740234375
701.054,0.277344,5.31605,5.82365,1.31931,76.5683,50.0,-2706.943359375
1316.51,0.451419,4.47,6.03885,1.07417,442.743,50.0,-3129.611328125
3281.35,0.717623,9.04711,10.84578,0.616331,1727.59,50.0,-2327.1416015625
3309.91,0.65725,5.53736,6.59033,0.744957,456.72,50.0,-2218.906982421875
598.813,0.220076,3.5349,5.19176,1.23991,56.4432,50.0,-2747.89599609375
4329.46,0.720521,8.4097,12.82088,0.501197,1744.7,50.0,-1886.1845703125
2465.01,0.560885,8.77157,10.15632,0.694124,805.046,50.0,-1716.046142578125
4303.13,0.780521,8.89013,12.50489,0.527344,1196.7,50.0,-1359.3380126953125
2066.73,0.570096,4.68216,11.28766,0.823347,904.173,50.0,-2178.352783203125
3008.36,0.625246,5.58562,6.84113,0.767211,357.826,50.0,-2621.51220703125
971.234,0.462253,3.45562,7.63031,1.2987,183.873,50.0,-2742.03076171875
4797.45,0.797738,9.62763,11.12887,0.464984,1156.09,50.0,-1635.1441650390625
2093.29,0.591209,5.50928,7.62578,0.881508,654.552,50.0,-2550.427490234375
1010.78,0.579667,6.71263,7.13882,1.50771,222.71,50.0,-2946.3427734375
1897.66,0.55457,4.53561,5.96439,0.996703,387.809,50.0,-3073.48291015625
1787.08,0.549301,6.58342,7.73356,0.88275,208.757,50.0,-2339.760498046875
2014.27,0.695666,8.83266,12.8818,0.990119,1429.45,50.0,-1674.576171875
539.995,0.243941,4.01335,5.01102,1.34658,35.3364,50.0,-3140.57958984375
2302.95,0.618171,5.22363,6.98633,0.891642,764.017,50.0,-2244.05322265625
1447.99,0.367628,3.31595,8.10042,0.997161,213.837,50.0,-1981.125732421875
959.271,0.442334,3.93319,7.75931,1.32013,130.593,50.0,-2885.683349609375
688.827,0.290773,4.12499,6.87246,1.38266,227.389,50.0,-2816.584716796875
858.757,0.325912,7.78816,7.99413,1.09584,99.0518,50.0,-2151.4931640625
1271.82,0.479488,5.83776,6.70648,1.06347,90.2654,50.0,-2861.97412109375
1425.58,0.549176,3.88377,11.91049,1.10607,676.881,50.0,-1816.177978515625
2412.58,0.658144,9.61425,12.01905,0.727719,1382.96,50.0,-2317.841064453125
4223.86,0.737461,6.38265,9.26481,0.638987,555.063,50.0,-1700.5130615234375
887.85,0.441301,5.35673,6.32117,1.47932,107.613,50.0,-2837.397216796875
1629.81,0.582767,4.13696,5.59892,1.04396,65.1795,50.0,-3736.598876953125
2249.87,0.601123,4.60036,6.84498,0.948835,624.701,50.0,-2398.64111328125
3446.36,0.670514,4.90488,6.89962,0.713412,643.784,50.0,-2285.0458984375
3429.23,0.702216,7.28391,9.60845,0.634694,739.106,50.0,-2049.439697265625
2543.04,0.73835,9.24666,10.74854,0.712321,559.181,50.0,-1945.3568115234375
1298.26,0.607473,9.9446,10.53761,1.2117,343.057,50.0,-1991.6505126953125
2586.32,0.611449,5.65476,7.80864,0.779923,582.261,50.0,-2102.264892578125
5292.14,0.884256,13.86029,18.87098,0.282859,4716.29,50.0,-1263.4659423828125
5239.8,0.814379,9.55832,11.7041,0.408322,2566.35,50.0,-1334.654541015625
3935.68,0.814216,9.16474,14.53924,0.474959,3469.34,50.0,-1700.2171630859375
359.866,0.254334,4.88219,6.85572,1.87988,92.4078,50.0,-3003.0048828125
1344.0,0.529055,3.85337,6.27603,0.998565,201.7,50.0,-2834.187255859375
3733.05,0.763207,7.7793,10.15565,0.625914,1111.94,50.0,-2116.637451171875
3664.65,0.828208,9.34189,16.24889,0.570512,5453.99,50.0,-1475.212890625
468.523,0.241415,3.94466,5.65493,1.29614,43.6783,50.0,-3492.608154296875
3146.8,0.71811,7.85361,10.11987,0.688107,654.389,50.0,-1944.3900146484375
88.0753,0.154864,3.52053,4.1909,2.27602,2.00016,50.0,-4235.94921875
1389.67,0.58272,5.83995,9.15639,1.36222,621.853,50.0,-2237.3681640625
1960.65,0.63522,5.18147,6.12988,0.941318,129.438,50.0,-3113.591552734375
1380.62,0.59614,20.84767,21.1525,0.75075,1179.55,50.0,-1098.5458984375
2173.78,0.686629,8.35581,8.83853,0.936138,708.322,50.0,-2314.052490234375
1671.22,0.448023,4.88177,6.83261,0.911703,161.891,50.0,-2654.80126953125
4822.51,0.818572,9.97922,12.89847,0.411641,3444.05,50.0,-1541.37060546875
1486.12,0.696981,14.51438,14.78319,0.967724,16.7578,50.0,-2782.612548828125
1591.87,0.589916,3.49297,8.77543,1.12657,476.386,50.0,-2743.377197265625
1013.88,0.418125,4.23981,6.97659,1.31846,293.878,50.0,-2732.483154296875
1711.09,0.557643,6.1511,6.90457,1.01913,404.563,50.0,-2485.531494140625
1090.34,0.424872,6.81409,9.53893,1.04809,850.79,50.0,-2300.3291015625
1470.37,0.55732,8.91429,11.53447,1.13079,1129.73,50.0,-2335.1494140625
2674.95,0.726619,13.51302,13.94589,0.559452,1164.72,50.0,-2206.07861328125
2738.35,0.630214,7.62658,8.79139,0.733742,354.858,50.0,-1987.1080322265625
130.901,0.196894,3.74533,4.65473,1.85567,10.1008,50.0,-3826.45068359375
1176.38,0.444414,6.7577,7.98055,1.18829,323.781,50.0,-2132.779541015625
701.256,0.325441,4.1971,6.00996,1.51886,76.6259,100.0,-2869.008056640625
955.021,0.325109,3.69596,4.96763,1.03944,88.4628,100.0,-2902.0029296875
4241.76,0.835701,9.05534,16.19555,0.4334,3468.51,100.0,-1094.0953369140625
4494.53,0.84056,9.91218,14.58177,0.416311,1961.79,100.0,-1559.818115234375
1153.31,0.55097,16.46281,16.82435,0.98992,730.228,100.0,-1437.0555419921875
3257.69,0.61532,7.65489,8.17116,0.646299,513.761,100.0,-2608.18994140625
324.008,0.207834,3.55725,3.90061,1.31947,2.53054,100.0,-3234.776611328125
1093.79,0.393129,4.98135,6.03909,1.12289,190.597,100.0,-3017.1669921875
4349.59,0.823357,10.66541,11.74806,0.477893,1912.08,100.0,-1558.9671630859375
446.005,0.250795,4.64877,5.92653,1.44819,32.7499,100.0,-3348.84423828125
582.003,0.330813,3.49762,4.70548,1.39863,28.2324,100.0,-3626.46337890625
769.018,0.378397,4.26263,5.42423,1.34889,41.2652,100.0,-3619.625
1488.07,0.521976,4.049,6.39382,1.06274,143.607,100.0,-3306.828125
426.593,0.292377,4.04226,4.42015,1.41427,17.3461,100.0,-4130.552734375
705.828,0.275827,5.07974,6.82918,1.20739,81.5553,100.0,-2952.622314453125
1030.92,0.363183,4.88189,7.37238,1.18167,347.901,100.0,-2375.05517578125
4376.85,0.791352,9.70522,12.60417,0.476007,1426.1,100.0,-1503.373779296875
1312.73,0.535581,5.98251,8.8936,1.31135,1404.76,100.0,-2086.553466796875
824.599,0.375788,8.34216,8.4461,1.22258,162.507,100.0,-2367.115234375
631.457,0.477955,3.41399,7.35454,1.36598,108.099,100.0,-3283.689697265625
2107.35,0.585652,8.34761,8.84177,0.718915,396.342,100.0,-2612.064208984375
409.031,0.22997,4.02513,4.85353,1.35859,34.6448,100.0,-3715.330810546875
4592.51,0.848028,11.3858,16.59115,0.381056,2651.65,100.0,-1323.4794921875
492.998,0.265855,6.5119,6.60071,1.61635,68.2794,100.0,-2697.759033203125
4950.57,0.865841,14.20373,17.02439,0.330315,6130.83,100.0,-1578.94384765625
2218.98,0.62709,6.06403,9.86403,0.8997,1066.87,100.0,-2381.213134765625
4625.97,0.871004,15.24649,19.13781,0.352474,6421.09,100.0,-1373.37060546875
654.028,0.353311,4.39156,4.65289,1.27772,4.02555,100.0,-3893.017822265625
703.544,0.253996,5.57539,7.08651,1.19194,129.622,100.0,-2542.408935546875
2096.06,0.608348,4.83806,9.37962,0.930708,832.471,100.0,-2353.529052734375
2314.01,0.7568,7.88436,12.64231,0.874422,3590.34,100.0,-1467.976806640625
306.383,0.195831,4.30501,5.01885,1.73018,16.4907,100.0,-3508.43603515625
3608.12,0.849038,12.61184,20.0094,0.528879,5671.34,100.0,-1478.1671142578125
1027.83,0.436627,4.04152,6.59943,1.19316,102.163,100.0,-3067.295166015625
3406.19,0.745989,9.25105,13.84424,0.641516,2040.3,100.0,-1690.419189453125
1691.71,0.392689,3.79363,5.47461,0.940095,83.9964,100.0,-2432.326171875
3521.87,0.714704,9.84641,11.44887,0.54601,1933.42,100.0,-1684.591064453125
673.885,0.2558,3.77332,5.1366,1.36837,45.3193,100.0,-2584.786865234375
2822.52,0.748286,9.03108,9.58534,0.624027,531.838,100.0,-2398.163818359375
1064.12,0.37607,8.66094,9.27493,1.01104,152.276,100.0,-1731.41650390625
1940.67,0.631492,7.25013,8.23024,0.888134,222.019,100.0,-2231.616943359375
3362.27,0.772399,9.40244,11.88315,0.65516,1356.95,100.0,-1844.7664794921875
376.686,0.179724,4.18,4.62872,1.60168,13.7367,100.0,-3031.502685546875
718.572,0.37357,3.31513,4.69513,1.18523,23.672,100.0,-3402.85888671875
1929.01,0.800538,16.2706,16.35588,0.719965,1323.58,100.0,-2063.4404296875
269.726,0.201388,3.60189,3.9946,1.39587,3.95693,100.0,-3008.14306640625
555.273,0.224679,5.6247,6.29428,1.24652,94.4106,100.0,-2605.430419921875
3670.63,0.801707,8.39768,16.15904,0.569833,5061.08,100.0,-1556.529296875
4425.79,0.852627,13.45077,16.33155,0.378467,5556.36,100.0,-1337.6259765625
244.165,0.109246,4.14383,5.48807,1.29184,32.6998,100.0,-2429.724365234375
605.738,0.362409,3.36087,4.66693,1.25974,13.6813,100.0,-3872.115478515625
3375.33,0.727117,9.14271,9.8592,0.664051,845.045,100.0,-2074.556396484375
1688.94,0.550806,7.19564,7.87585,0.989095,198.966,100.0,-2764.89599609375
1039.95,0.434488,9.54543,9.88221,1.04916,453.257,100.0,-1853.688720703125
3433.15,0.662538,7.81311,8.7931,0.646236,431.959,100.0,-1759.7987060546875
1520.17,0.565754,5.81268,10.11095,1.05186,1265.8,100.0,-2481.1142578125
572.437,0.318339,3.4516,4.18085,1.17601,2.68345,100.0,-3401.49853515625
2793.27,0.596994,5.66853,8.22093,0.793183,475.218,100.0,-2181.748779296875
1314.64,0.449595,4.88835,7.29186,1.081,450.483,100.0,-2576.05517578125
949.978,0.394501,6.79542,7.46745,1.45536,146.289,100.0,-2584.244140625
2663.41,0.557832,6.34154,8.23139,0.72414,315.513,100.0,-2103.772705078125
4659.65,0.809329,9.23751,16.04657,0.432215,3666.45,100.0,-1350.5701904296875
281.684,0.176675,4.76761,5.44627,1.74896,36.5645,100.0,-3145.86474609375
614.556,0.389115,3.40206,4.41505,1.44146,29.8235,100.0,-3897.52294921875
308.207,0.320278,3.58229,4.23645,2.02807,9.23176,100.0,-3925.962646484375
638.726,0.349405,3.83433,6.32172,1.93178,95.2963,100.0,-2614.348876953125
4741.45,0.85355,14.5838,19.37455,0.358974,4948.59,100.0,-1567.04150390625
737.587,0.30769,3.80292,5.92846,1.20736,84.5365,100.0,-3253.759033203125
1378.6,0.5293,5.74758,6.08472,1.02203,67.5906,100.0,-3571.77099609375
4019.09,0.785749,9.47616,11.95877,0.519977,1366.07,100.0,-1899.9539794921875
525.528,0.342296,6.85231,7.47798,1.66342,105.814,100.0,-3168.63916015625
859.932,0.32351,4.30792,5.70728,1.15171,198.503,100.0,-3142.84228515625
454.035,0.324778,3.44851,5.91978,1.36246,53.592,100.0,-3389.66455078125
4046.39,0.777932,8.63817,12.06243,0.512106,1307.82,100.0,-1867.0865478515625
403.981,0.24254,3.58287,4.8308,1.26025,11.9173,100.0,-3869.027099609375
1188.27,0.460443,3.36072,6.94738,1.01247,150.001,100.0,-3026.071044921875
388.609,0.26527,4.00575,4.19644,1.48073,9.13978,100.0,-3791.0146484375
2224.82,0.624844,6.81842,8.73508,0.885135,535.149,100.0,-2307.975341796875
638.128,0.316121,3.80246,4.52896,1.59206,15.5497,100.0,-3480.075439453125
1672.63,0.69007,4.38149,10.17188,1.00046,624.042,100.0,-3324.199462890625
1632.06,0.513972,4.25815,5.94929,1.09725,373.218,100.0,-2782.9970703125
616.67,0.375724,3.40645,4.27792,1.25208,13.7568,100.0,-2900.005859375
227.747,0.166913,4.23212,6.63361,1.1832,53.111,100.0,-2757.464111328125
855.487,0.352154,5.64522,6.64682,1.29109,181.033,100.0,-2431.32958984375
2800.43,0.680347,6.81481,7.87251,0.752781,372.744,100.0,-2110.54736328125
1063.74,0.379545,5.46315,7.7869,1.04891,601.822,100.0,-2743.23681640625
2981.31,0.700176,4.54822,10.31258,0.834187,1159.76,100.0,-2320.076416015625
1187.38,0.437954,4.00708,5.0988,1.00141,106.338,100.0,-3251.86083984375
859.261,0.305891,5.52439,5.73034,1.29446,48.7475,100.0,-2806.516845703125
406.381,0.258458,3.52882,4.02176,1.66629,7.7335,100.0,-4774.6669921875
3868.21,0.834553,14.5922,16.88225,0.491292,4557.05,100.0,-1661.1953125
333.395,0.196204,3.87665,4.60065,1.53155,21.0766,100.0,-3926.85546875
4298.06,0.81021,8.90217,11.86781,0.488559,2584.99,100.0,-1362.8619384765625
2227.01,0.686703,9.24835,10.72219,0.766088,508.707,100.0,-1926.389892578125
2931.23,0.726128,10.23168,13.15986,0.646249,2880.2,100.0,-1386.3431396484375
1003.31,0.420285,4.54321,5.01036,1.18779,103.676,100.0,-3193.804443359375
747.734,0.329087,5.83357,6.90811,1.50004,92.9572,100.0,-2161.490234375
246.792,0.190923,3.65435,4.37588,1.49805,5.53816,100.0,-4037.4267578125
872.464,0.284886,3.96619,5.06903,0.918907,21.7028,100.0,-3311.609375
513.411,0.258316,4.25222,5.4944,1.44265,75.6731,100.0,-3292.476806640625
483.388,0.31918,5.91729,6.09115,1.9136,74.1907,100.0,-2793.047607421875
1919.09,0.654222,21.15175,21.48467,0.599454,1212.01,100.0,-1229.443603515625
1216.56,0.452789,6.34292,7.46676,1.10854,148.581,100.0,-2654.13134765625
1154.38,0.530632,3.89319,6.27199,1.08675,89.1975,100.0,-3564.004150390625
5072.07,0.883052,12.59128,17.45092,0.290358,6079.52,100.0,-934.5863037109375
6180.82,0.955549,23.17726,24.38123,0.132951,26104.2,100.0,-874.6018676757812
280.09,0.215224,3.688,4.3565,1.32605,30.8458,100.0,-3503.168212890625
5423.45,0.893019,12.69613,15.81277,0.307491,8406.17,100.0,-1126.01220703125
2046.65,0.710725,7.51042,7.91291,0.839287,246.213,100.0,-2972.213623046875
1721.54,0.605384,4.58327,14.1532,1.00347,1082.31,100.0,-2046.98046875
2418.49,0.660837,5.99331,7.64308,0.787949,257.285,100.0,-2682.46875
913.456,0.417914,5.12312,5.54279,1.57133,164.087,100.0,-2756.4013671875
3389.91,0.699048,6.94794,7.44963,0.661915,703.086,100.0,-2889.40283203125
1437.72,0.548284,7.66548,8.19901,1.02898,219.633,100.0,-2305.416748046875
2325.76,0.639996,7.82211,8.76059,0.815276,341.477,100.0,-2272.49560546875
804.802,0.304068,7.00284,7.30428,1.34585,138.799,100.0,-1936.2022705078125
1817.39,0.5582,7.34994,8.0206,0.944819,212.822,100.0,-2631.2646484375
2892.84,0.599664,6.10342,8.6288,0.738137,1086.44,100.0,-1785.4359130859375
2049.2,0.778717,14.38186,14.86862,0.777337,2306.01,100.0,-1463.55712890625
5217.59,0.826077,8.88207,10.10618,0.441567,2556.27,100.0,-1773.219482421875
2604.13,0.704694,7.86901,12.21381,0.783073,1292.81,100.0,-1988.601318359375
4231.57,0.847949,10.52518,13.68756,0.443721,4288.36,100.0,-1377.1802978515625
179.685,0.134415,3.43279,4.17837,1.6251,1.87012,100.0,-3473.32958984375
936.327,0.486391,3.36867,7.1359,1.38679,151.5,100.0,-3136.618896484375
3940.6,0.735014,9.17565,12.25719,0.535604,1137.06,100.0,-1667.252685546875
1148.89,0.426508,3.75673,5.6401,1.10771,118.738,100.0,-3531.4091796875
3758.81,0.715645,5.82334,8.15393,0.686101,1224.67,100.0,-2407.26318359375
3211.2,0.767306,7.4889,15.26792,0.647626,4044.02,100.0,-1674.2427978515625
3555.22,0.796192,9.05061,13.01729,0.552939,1631.22,100.0,-1711.560546875
6298.34,0.937106,18.90155,25.30744,0.16615,19469.7,100.0,-912.4776000976562
1422.0,0.554361,12.09481,12.63462,0.930081,383.675,100.0,-1813.023193359375
379.526,0.254958,4.80014,6.00629,1.62453,51.6085,100.0,-2832.221435546875
1625.54,0.55942,19.66918,19.9166,0.77145,1002.05,100.0,-2150.345703125
163.157,0.129628,3.40174,4.55101,1.78509,5.35958,100.0,-3079.207763671875
2647.13,0.696725,7.09005,7.67733,0.889025,522.564,100.0,-1859.354248046875
2017.98,0.608542,14.56589,14.71053,0.673695,487.978,100.0,-1658.531005859375
5747.25,0.941237,21.55465,21.98742,0.165441,20280.1,100.0,-871.5673217773438
1363.05,0.552513,6.04453,7.32159,1.26865,1619.88,100.0,-2052.738037109375
568.155,0.260659,4.5908,5.31429,1.25127,14.1996,100.0,-3455.407470703125
542.628,0.401869,3.38645,6.34828,1.34118,81.4896,100.0,-3311.26953125
1429.38,0.442938,4.25642,6.91434,1.01094,391.538,100.0,-2638.474609375
3638.46,0.714199,6.08562,8.02379,0.658321,911.459,100.0,-2257.029296875
1688.06,0.580053,6.87369,7.50313,0.993441,286.893,100.0,-2598.7080078125
1427.79,0.48938,3.35162,7.85855,1.00675,438.368,100.0,-2484.41796875
4207.5,0.741167,9.49198,12.53218,0.485003,1544.98,100.0,-1813.4617919921875
1136.03,0.457752,4.65628,6.49282,1.27097,454.74,100.0,-2776.02783203125
3761.49,0.766112,7.86522,12.67368,0.574815,1526.55,100.0,-1915.600341796875
1062.89,0.462052,4.06568,5.60671,1.17154,46.5399,100.0,-3664.269775390625
4326.42,0.776471,9.58021,10.72202,0.522724,1730.26,100.0,-1598.065185546875
3950.79,0.762091,9.87481,12.20012,0.538972,1265.37,100.0,-1941.5428466796875
837.316,0.441762,3.49283,5.74125,1.35159,120.988,100.0,-3273.125244140625
1110.4,0.383456,5.6326,6.21503,1.0975,174.596,100.0,-2717.989501953125
1288.0,0.428058,3.80052,5.57901,1.04111,357.372,100.0,-3058.59716796875
1586.77,0.525217,4.77509,7.55534,0.938623,237.707,100.0,-3123.569580078125
1132.73,0.4372,9.18905,9.3601,1.05246,158.518,100.0,-1804.1878662109375
764.666,0.341495,3.81396,5.54724,1.25783,76.9863,100.0,-3524.61279296875
360.886,0.258631,3.5682,5.13571,1.54184,24.1975,100.0,-4303.50732421875
4592.76,0.829761,11.35621,14.81712,0.380391,4521.22,100.0,-1796.47412109375
251.62,0.186655,3.67528,4.24048,1.6348,5.51926,100.0,-3867.03271484375
685.69,0.306449,3.3246,4.93182,1.28475,70.7824,100.0,-3146.088134765625
2260.63,0.694908,9.57452,10.00584,0.780513,723.087,100.0,-2087.854248046875
4838.43,0.900371,15.32844,24.51072,0.266676,11293.7,100.0,-1199.49462890625
2475.34,0.746844,13.58656,13.98012,0.622936,908.683,100.0,-2236.96875
557.543,0.256456,4.43446,5.76798,1.31146,92.6855,100.0,-3282.567138671875
1661.3,0.548408,4.25498,5.84228,1.05726,389.764,100.0,-3172.67822265625
3163.1,0.730736,6.81768,13.09197,0.715213,1744.77,100.0,-1655.6214599609375
526.908,0.258302,3.7634,4.06605,1.37813,34.6414,100.0,-3450.6875
2593.86,0.623415,6.813,7.45882,0.782165,261.415,100.0,-2788.144287109375
3296.69,0.843415,28.58839,29.30991,0.322208,4541.31,100.0,-1799.0780029296875
2146.05,0.604353,5.43424,8.63818,0.959506,892.054,100.0,-2398.776123046875
348.596,0.260683,3.7962,4.76002,1.53302,15.1188,100.0,-4086.4775390625
647.743,0.330824,3.3683,4.32158,1.11307,16.7097,100.0,-3501.891845703125
1497.34,0.530031,6.08835,7.23556,0.99743,218.582,100.0,-2861.32568359375
982.041,0.461791,4.12477,7.81342,1.321,148.745,100.0,-3006.5498046875
1286.56,0.551867,4.09656,8.50744,1.24145,372.012,100.0,-3179.1640625
1428.24,0.496702,4.43204,6.32823,1.37479,322.079,100.0,-2316.87158203125
1704.44,0.555025,4.56495,9.68033,1.00299,590.655,100.0,-2144.31298828125
1005.76,0.370917,5.37866,9.28898,1.213,559.753,100.0,-1811.86083984375
970.929,0.337016,4.36718,5.82051,1.21084,240.743,100.0,-2818.56884765625
5592.17,0.869713,12.00805,15.22974,0.32265,2568.08,100.0,-1098.3045654296875
5630.85,0.954892,24.29496,25.12239,0.138405,28558.3,100.0,-772.1729736328125
1513.28,0.633819,21.46643,21.76802,0.749005,1287.44,100.0,-1245.8673095703125
1672.24,0.599132,4.93733,8.20519,1.12332,467.795,100.0,-2839.132568359375
760.519,0.315601,8.3767,8.53943,1.17555,316.185,100.0,-2104.85205078125
4687.57,0.868049,13.94298,20.39524,0.37395,6117.46,100.0,-1445.0244140625
2170.59,0.617422,5.83369,6.8873,0.924549,224.168,100.0,-3021.343505859375
4278.87,0.845741,9.86658,14.52932,0.431696,1988.67,100.0,-1501.8231201171875
1255.86,0.452502,4.14043,6.30082,1.13312,83.9209,100.0,-2914.94970703125
645.047,0.336269,4.74645,5.28716,1.44461,28.4884,100.0,-3442.674560546875
739.732,0.286398,5.28878,7.56137,1.34439,177.909,100.0,-2660.756591796875
368.991,0.184687,4.18169,4.57331,1.20315,15.027,100.0,-3635.816162109375
231.264,0.188113,3.43119,4.20216,1.52744,4.08122,100.0,-3076.94140625
1945.91,0.580468,4.41271,6.78067,0.940496,511.004,100.0,-2971.037353515625
870.83,0.295788,4.26756,5.64253,1.14385,52.5396,100.0,-2858.28125
1506.4,0.470347,3.75571,5.9672,1.00782,187.724,100.0,-2838.771240234375
369.976,0.187188,4.71582,5.63204,1.38014,29.0665,100.0,-3224.646240234375
3836.36,0.767434,8.44885,10.56422,0.559594,1442.97,100.0,-1866.488037109375
1014.56,0.317211,3.76525,5.12246,1.10107,88.2176,100.0,-2768.26171875
1264.81,0.464801,5.15633,5.68734,1.33787,107.992,100.0,-2981.9658203125
1058.58,0.43552,4.18604,6.52507,1.14372,97.1691,100.0,-3307.892822265625
971.234,0.462253,3.45562,7.63031,1.2987,183.873,100.0,-2657.88818359375
216.465,0.202822,3.41493,4.21511,1.3811,6.71877,100.0,-3468.11279296875
3537.38,0.816306,11.87423,13.47693,0.578709,3512.74,100.0,-1791.9256591796875
1682.89,0.564754,5.92459,6.36734,0.935617,140.993,100.0,-3170.276611328125
264.371,0.171709,3.77801,4.68786,1.58297,13.0961,100.0,-3656.704833984375
2584.1,0.675004,5.24614,7.97709,0.841421,989.219,100.0,-2439.06201171875
4816.52,0.816798,9.45603,15.12933,0.412767,2899.66,100.0,-1406.1954345703125
716.627,0.319269,3.53937,5.72002,1.33022,74.3598,100.0,-3003.383056640625
1843.27,0.5669,4.55466,6.31442,0.990223,314.927,100.0,-3082.891845703125
3876.67,0.675854,5.18528,6.88642,0.712264,1394.18,100.0,-2066.841552734375
487.769,0.272545,5.73595,7.07414,1.79447,78.9027,100.0,-2600.001708984375
4288.41,0.834679,9.19992,16.81607,0.425605,4117.99,100.0,-1417.1016845703125
5090.95,0.893449,13.29068,19.41722,0.294321,4936.45,100.0,-1291.8477783203125
688.827,0.290773,4.12499,6.87246,1.38266,227.389,100.0,-2772.0888671875
1271.82,0.479488,5.83776,6.70648,1.06347,90.2654,100.0,-3013.133544921875
4439.79,0.736521,7.76909,11.09413,0.568847,1195.41,100.0,-1863.925048828125
2390.94,0.565185,5.09845,5.54977,0.822084,161.439,100.0,-2887.808349609375
3592.57,0.779229,8.89528,9.66804,0.680686,885.712,100.0,-2235.358154296875
3459.78,0.74439,6.82523,12.48808,0.644485,1595.15,100.0,-1723.79150390625
4317.88,0.755037,7.8314,9.96491,0.549802,1386.92,100.0,-1538.651611328125
4743.68,0.82429,11.51165,14.30173,0.418931,2850.76,100.0,-1619.0704345703125
4239.33,0.799966,9.30581,11.87055,0.520137,1858.8,100.0,-1708.92041015625
1090.77,0.416479,3.75492,5.38442,1.154,163.778,100.0,-3243.317138671875
2934.81,0.706281,6.27542,8.28331,0.831397,670.793,100.0,-1993.8890380859375
53.027,0.0631686,3.31258,3.6759,1.4093,0.742818,100.0,-2895.200439453125
214.448,0.128861,3.30831,4.36734,1.33975,8.88674,100.0,-3014.41015625
1148.12,0.401816,3.5663,5.74252,1.0541,108.504,100.0,-3190.08154296875
1719.66,0.618223,4.82071,5.87351,1.01364,92.6559,100.0,-3674.23681640625
1581.22,0.524513,3.94622,5.89132,1.14161,244.126,100.0,-2868.193603515625
2094.67,0.565554,5.63985,7.41014,0.8817,784.985,100.0,-2163.14111328125
1373.22,0.47201,3.87454,5.73137,1.07763,120.287,100.0,-3097.990966796875
1951.46,0.576616,6.67811,7.39759,1.00639,323.177,100.0,-2649.355224609375
