Acc. Surface Area [m^2/g],Void Fraction,PLD,LCD,Density,Channel Volume,Pressure [kPa],H_ads [kJ/mol],CO2 Uptake [g/g]
1449.11,0.559467,16.99738,17.36837,0.775764,742.968,1500.0,-1683.00927734375,184.64862060546875
5675.68,0.879741,11.24113,20.09942,0.296792,8956.22,1500.0,-1460.227294921875,552.71826171875
2598.81,0.658485,5.90345,8.2673,0.85563,382.497,1500.0,-2923.790771484375,447.4311828613281
227.747,0.166913,4.23212,6.63361,1.1832,53.111,1500.0,-2804.770263671875,43.7441291809082
5957.97,0.905418,12.66637,17.46366,0.24095,5622.7,1500.0,-1354.19482421875,598.8904418945312
1031.86,0.403063,3.66473,5.53178,1.12489,33.7317,1500.0,-3287.4248046875,195.94219970703125
2760.28,0.663634,9.18766,9.7535,0.658353,498.926,1500.0,-2501.22412109375,557.9694213867188
6042.94,0.949271,21.0024,21.82918,0.157098,18524.4,1500.0,-930.5298461914062,455.24969482421875
493.621,0.173736,4.55031,6.179,1.14907,68.9943,1500.0,-2534.908203125,48.34379196166992
812.108,0.344297,8.30279,9.04625,1.15418,245.138,1500.0,-3051.843505859375,173.849609375
3483.13,0.886923,28.36329,29.11495,0.288939,7697.92,1500.0,-1710.2694091796875,701.1578369140625
581.574,0.309788,5.0614,7.0949,1.64809,152.414,1500.0,-3212.31494140625,110.31263732910156
2683.67,0.744272,11.74745,12.13753,0.614275,729.588,1500.0,-2422.13037109375,656.9092407226562
3858.39,0.734323,9.24117,13.36762,0.55466,1978.23,1500.0,-1931.053955078125,465.36346435546875
2184.13,0.581352,6.37201,7.56489,0.942036,245.205,1500.0,-2894.02099609375,377.65826416015625
2493.95,0.635411,5.27939,8.85984,0.884009,1064.52,1500.0,-2917.3720703125,394.70074462890625
122.434,0.148454,3.3014,4.01815,1.41328,3.68387,1500.0,-3771.073486328125,77.57957458496094
5149.08,0.80653,9.06127,14.87165,0.39797,2952.47,1500.0,-1678.5814208984375,556.6590576171875
3634.52,0.691621,5.9905,7.49661,0.671539,758.071,1500.0,-3301.902587890625,660.049072265625
734.468,0.361185,3.41816,5.29217,1.31378,66.6695,1500.0,-2893.408935546875,143.4519805908203
778.591,0.278112,5.16662,5.56431,1.32513,53.5834,1500.0,-2822.94189453125,106.1576919555664
1977.9,0.580129,7.5977,7.94152,0.810793,233.012,1500.0,-3156.41455078125,443.03558349609375
3424.35,0.753983,7.89631,11.56995,0.654768,1764.82,1500.0,-2149.8798828125,516.0031127929688
4107.58,0.813875,11.11847,14.17854,0.487729,2150.3,1500.0,-1815.4525146484375,570.13330078125
2009.07,0.691161,21.00636,21.31576,0.600885,1335.52,1500.0,-1707.3885498046875,279.4206237792969
855.487,0.352154,5.64522,6.64682,1.29109,181.033,1500.0,-2933.89306640625,139.19984436035156
369.646,0.314225,3.39449,4.56445,1.23736,10.056,1500.0,-3978.57666015625,192.99000549316406
1642.92,0.566347,13.74276,13.8878,0.771944,448.954,1500.0,-2125.219482421875,310.1283264160156
5405.12,0.831882,10.5788,12.63182,0.401124,1295.33,1500.0,-1526.895751953125,473.29638671875
912.649,0.400762,4.64054,5.2514,1.18346,35.9706,1500.0,-3498.304931640625,170.1094207763672
3041.99,0.682721,7.29723,7.90293,0.710528,679.258,1500.0,-3092.752197265625,603.6302490234375
3487.17,0.756248,7.8333,13.8021,0.630346,1693.4,1500.0,-2172.19677734375,526.4548950195312
1271.68,0.49051,4.4771,6.5216,1.29845,293.766,1500.0,-3148.828369140625,215.30917358398438
3224.75,0.824516,24.98387,25.15317,0.386946,4028.87,1500.0,-1762.7978515625,575.68603515625
471.083,0.259744,4.21503,4.75273,1.65964,24.4901,1500.0,-3300.816162109375,95.38109588623047
830.521,0.492995,6.30782,6.8535,1.50925,168.812,1500.0,-3600.26708984375,206.87417602539062
1219.05,0.493623,3.98171,6.17387,1.04201,252.116,1500.0,-3769.910400390625,292.12274169921875
506.72,0.293982,3.51626,5.01624,1.35855,78.2644,1500.0,-3128.20068359375,124.9856948852539
4271.29,0.792185,6.85408,13.30496,0.582844,2449.2,1500.0,-1713.572998046875,399.68853759765625
3184.95,0.68231,6.79871,12.35182,0.667531,1659.75,1500.0,-1961.0665283203125,380.509765625
4174.12,0.68135,6.78201,9.68505,0.551144,887.256,1500.0,-2150.594482421875,526.1668090820312
638.572,0.220275,4.4232,4.87119,1.07447,47.9453,1500.0,-3507.990234375,122.32627868652344
2029.33,0.678733,8.16776,9.07182,0.849356,287.022,1500.0,-3409.47216796875,512.8148193359375
1644.62,0.64505,10.22661,13.96564,0.982859,1288.12,1500.0,-2436.861328125,351.1145324707031
1567.43,0.571933,5.54986,7.40717,1.09366,211.361,1500.0,-3364.068115234375,310.9152526855469
3700.4,0.76234,7.52453,10.89927,0.626825,776.538,1500.0,-1854.526611328125,408.000732421875
3122.83,0.749255,6.68113,10.34422,0.744711,2034.55,1500.0,-2227.120361328125,461.1324157714844
1186.09,0.411128,4.64716,5.73734,1.1609,67.7637,1500.0,-2769.12060546875,174.26060485839844
702.594,0.366886,3.85072,6.84751,1.61499,161.753,1500.0,-3408.96240234375,141.42530822753906
3262.68,0.688116,5.1431,8.24134,0.775063,358.127,1500.0,-3471.17431640625,592.7379760742188
1731.06,0.519319,4.71538,5.64828,1.0906,169.876,1500.0,-2995.368408203125,270.38018798828125
2224.59,0.697136,10.63927,11.87681,0.751027,488.721,1500.0,-2804.46337890625,550.7353515625
1828.11,0.606752,7.42671,7.89257,0.960702,145.781,1500.0,-3376.867431640625,407.8355407714844
564.576,0.29661,4.41034,6.38159,1.65048,93.6391,1500.0,-2753.544189453125,83.99930572509766
196.119,0.119334,3.47255,4.10857,1.39336,3.9043,1500.0,-3306.89404296875,52.77458953857422
2118.35,0.479167,4.16143,5.78477,1.08378,116.205,1500.0,-1939.629150390625,127.92408752441406
4847.84,0.816532,8.37078,11.20678,0.444636,2701.24,1500.0,-2074.974853515625,755.0009155273438
2947.18,0.806463,14.40372,14.58619,0.54585,885.793,1500.0,-2332.81103515625,783.3355712890625
5777.86,0.843008,12.17362,15.8178,0.35257,2518.71,1500.0,-1538.98291015625,544.7076416015625
3125.46,0.650444,5.00217,6.5506,0.820739,887.679,1500.0,-3013.23828125,458.49371337890625
4575.82,0.875986,18.81345,19.30174,0.319308,8977.38,1500.0,-1546.4847412109375,548.733642578125
1562.35,0.495303,3.39267,6.55363,0.96303,176.294,1500.0,-3181.478759765625,291.6394958496094
2222.33,0.719474,14.1729,14.41216,0.674456,917.022,1500.0,-2277.812255859375,522.0593872070312
2332.23,0.631849,5.90472,11.5321,0.745691,2181.93,1500.0,-2295.659423828125,415.1898498535156
3553.31,0.822998,15.97846,17.35424,0.489162,3125.13,1500.0,-1575.815185546875,390.3142395019531
1706.15,0.565227,7.66013,8.01732,0.893679,214.548,1500.0,-3314.907958984375,397.4341735839844
397.581,0.210002,3.7264,5.07751,1.5036,55.2024,1500.0,-3159.8330078125,73.43675994873047
805.85,0.470191,3.48945,7.1831,1.53405,144.369,1500.0,-3338.04150390625,167.7628173828125
355.697,0.186828,3.90764,4.90449,1.18269,20.6429,1500.0,-3465.87548828125,81.24967956542969
3769.77,0.710927,10.95519,12.34967,0.511809,1539.66,1500.0,-1875.1373291015625,463.00164794921875
2800.43,0.680347,6.81481,7.87251,0.752781,372.744,1500.0,-2994.866943359375,553.9342651367188
2361.16,0.635034,8.06474,8.99711,0.902356,701.985,1500.0,-2913.51416015625,460.77734375
1735.15,0.612119,5.30671,6.20712,1.01471,137.187,1500.0,-3395.041259765625,347.1230773925781
1354.45,0.491874,4.77131,5.94893,1.09766,101.082,1500.0,-3015.791015625,229.76666259765625
190.234,0.151858,3.83842,4.73826,2.02697,9.26035,1500.0,-3292.4599609375,51.35956954956055
375.809,0.238909,3.88882,4.41168,1.83306,8.06114,1500.0,-3858.008544921875,82.9261474609375
2265.04,0.754487,14.11463,15.83685,0.750803,1391.94,1500.0,-2173.983642578125,463.46014404296875
435.379,0.173037,3.92612,4.76508,1.41072,25.7543,1500.0,-3166.15234375,68.4493637084961
4288.76,0.800213,9.35566,13.08332,0.461583,2881.45,1500.0,-1905.5330810546875,631.5165405273438
826.965,0.472014,3.45125,7.52586,1.50902,149.332,1500.0,-3148.804443359375,167.73646545410156
2769.45,0.775477,13.53529,14.03996,0.578453,780.363,1500.0,-2510.9208984375,735.5416870117188
2279.86,0.596801,4.57655,6.73213,0.985697,713.142,1500.0,-3113.822265625,375.0605163574219
952.839,0.483366,5.62122,6.8331,1.41807,123.566,1500.0,-3441.89453125,201.16200256347656
839.13,0.358203,9.11324,9.23768,1.1367,385.791,1500.0,-2861.2568359375,173.21189880371094
2314.34,0.821639,18.49384,19.12435,0.615063,1849.28,1500.0,-2054.680908203125,540.392822265625
3350.91,0.605905,5.41853,7.3444,0.706584,297.565,1500.0,-2685.586181640625,439.0588073730469
2518.34,0.749143,12.31221,13.94357,0.721497,3275.68,1500.0,-1846.346923828125,343.84808349609375
340.977,0.20748,3.37842,4.85822,1.67044,30.9265,1500.0,-3435.840087890625,77.29181671142578
415.392,0.408958,3.50945,5.11701,1.14237,49.94,1500.0,-3447.66357421875,176.47393798828125
4721.53,0.909395,15.95328,23.77777,0.278832,10839.0,1500.0,-1296.186279296875,415.98162841796875
1502.14,0.537366,9.75228,11.21934,1.00215,841.258,1500.0,-2985.946044921875,315.84564208984375
3999.69,0.794559,12.87672,14.23739,0.509871,1827.26,1500.0,-1787.1822509765625,487.1669006347656
5624.83,0.854391,9.88104,12.79287,0.36482,2925.23,1500.0,-1624.80712890625,626.480712890625
183.015,0.147997,3.87679,4.939,2.12168,45.2506,1500.0,-3384.375732421875,35.734622955322266
2948.99,0.661241,7.02826,7.82376,0.729502,539.176,1500.0,-3086.917236328125,570.3318481445312
3241.99,0.725988,8.43044,9.25205,0.709355,825.608,1500.0,-2859.41552734375,656.2590942382812
4455.02,0.835412,9.46431,14.59222,0.430202,1899.24,1500.0,-1806.2396240234375,667.619140625
1206.39,0.500056,3.96834,5.12838,1.32929,198.527,1500.0,-3602.453857421875,236.7738800048828
2345.27,0.633371,7.75044,8.4056,0.795218,306.188,1500.0,-2903.897705078125,446.3357849121094
525.856,0.265868,3.73915,5.87297,1.38174,89.643,1500.0,-3417.761474609375,119.11854553222656
2414.98,0.676155,8.15186,9.64256,0.739171,624.364,1500.0,-2837.611083984375,510.9953308105469
2928.67,0.772065,7.91054,16.19614,0.703509,4452.57,1500.0,-2230.88623046875,533.3854370117188
1316.81,0.459487,5.40773,6.64385,0.994942,176.921,1500.0,-3228.154541015625,241.13040161132812
2550.52,0.715819,7.5873,9.02249,0.745726,374.187,1500.0,-3062.9677734375,605.2211303710938
1876.4,0.657487,5.99732,8.26616,0.959358,649.626,1500.0,-3285.89111328125,417.7352600097656
2091.53,0.675863,9.63869,10.11776,0.943533,522.456,1500.0,-2614.432373046875,405.58880615234375
1008.93,0.384888,8.20993,8.41793,1.24739,148.342,1500.0,-3102.83251953125,209.08558654785156
1993.21,0.681383,7.98908,8.37838,0.870812,206.605,1500.0,-3303.1630859375,465.28076171875
1108.23,0.45753,5.41527,6.60125,1.10519,33.0035,1500.0,-3672.89208984375,271.37615966796875
3879.82,0.719225,5.92752,7.6197,0.658193,810.539,1500.0,-3178.36376953125,681.3466796875
1063.74,0.379545,5.46315,7.7869,1.04891,601.822,1500.0,-3052.60986328125,199.92637634277344
3699.86,0.814318,8.44802,16.25412,0.560475,5287.2,1500.0,-1975.698974609375,580.2660522460938
344.693,0.214785,3.50428,4.11103,1.45117,12.5271,1500.0,-3764.1748046875,105.70794677734375
2966.6,0.688116,7.88839,8.45987,0.776409,712.514,1500.0,-3135.446533203125,597.4019165039062
4123.79,0.778836,6.25807,13.58362,0.542294,2694.64,1500.0,-2179.51513671875,653.0635375976562
2981.31,0.700176,4.54822,10.31258,0.834187,1159.76,1500.0,-2550.17041015625,439.9817810058594
3062.94,0.677997,5.34715,8.95372,0.737839,636.047,1500.0,-2842.780517578125,506.7593688964844
2759.69,0.688254,4.56573,10.22201,0.855708,1058.43,1500.0,-2537.01025390625,415.2130126953125
2329.06,0.616176,4.89187,6.94294,0.841995,495.549,1500.0,-3396.44384765625,472.5914306640625
1917.5,0.587348,12.71308,13.31473,0.783847,1824.86,1500.0,-2182.150146484375,347.18182373046875
3843.22,0.774829,8.34195,12.17681,0.532454,1353.89,1500.0,-2018.5377197265625,584.939697265625
1076.25,0.533068,4.8859,6.403,1.57729,132.85,1500.0,-3350.32275390625,203.5806427001953
3257.46,0.750547,8.73896,9.90281,0.681786,803.002,1500.0,-2428.67578125,582.8092041015625
2518.44,0.642749,5.44647,9.02234,0.848981,761.926,1500.0,-2683.89404296875,409.32550048828125
4431.31,0.793336,11.23113,11.92589,0.48721,912.64,1500.0,-1925.958740234375,610.849365234375
1110.9,0.486096,6.53143,7.70087,1.1662,128.354,1500.0,-3541.097412109375,260.3322448730469
648.04,0.280222,5.19529,5.51582,1.36215,74.0927,1500.0,-3210.745849609375,111.19939422607422
1224.47,0.423286,7.45344,8.10042,1.1084,179.597,1500.0,-2956.828857421875,231.80435180664062
2980.09,0.763458,7.38936,15.12652,0.700504,3957.19,1500.0,-2100.5947265625,471.5201721191406
3613.22,0.835592,13.59759,16.04961,0.532638,2597.78,1500.0,-1600.7301025390625,380.51470947265625
5446.21,0.847784,11.14366,15.70041,0.358762,5503.51,1500.0,-1510.4141845703125,522.0397338867188
659.963,0.414258,3.32022,5.45689,1.03766,63.5666,1500.0,-3267.6396484375,202.8976593017578
2156.83,0.602316,5.12527,7.42066,0.935021,206.852,1500.0,-2878.31298828125,359.3204040527344
937.163,0.309682,4.91,5.9764,1.1871,197.844,1500.0,-2918.739990234375,132.75209045410156
3847.46,0.755374,8.4046,11.12033,0.563117,1351.92,1500.0,-2075.665283203125,556.201416015625
4106.13,0.711592,4.7506,7.59889,0.638865,714.864,1500.0,-3129.564208984375,679.2015991210938
2865.8,0.705532,8.68846,9.30717,0.664369,425.006,1500.0,-2975.205322265625,661.8721313476562
1202.59,0.435925,4.73444,5.70179,1.00784,72.0051,1500.0,-3604.58935546875,236.24790954589844
2795.01,0.631537,4.89408,10.85266,0.773849,1048.22,1500.0,-2596.546630859375,427.45611572265625
3286.96,0.727093,6.88078,10.00972,0.674178,1490.55,1500.0,-2408.3681640625,527.6917114257812
3021.89,0.688057,6.28844,7.48003,0.742022,360.36,1500.0,-3041.896240234375,543.9008178710938
3044.65,0.79092,13.6853,14.1728,0.546209,773.54,1500.0,-2385.3232421875,781.9002685546875
795.457,0.429808,4.75507,6.71392,1.65413,138.9,1500.0,-3268.95166015625,159.49375915527344
2669.95,0.546063,4.67872,6.36734,0.81999,469.654,1500.0,-2933.8076171875,353.6766052246094
4272.99,0.808205,10.28641,14.8741,0.458105,2700.2,1500.0,-1471.5211181640625,369.1645202636719
1987.04,0.562686,3.68309,5.09201,0.990028,104.459,1500.0,-3440.154052734375,383.8482971191406
2120.96,0.562759,5.93091,6.65353,0.893503,173.416,1500.0,-2882.0986328125,323.96124267578125
1632.95,0.47238,5.19631,6.57008,1.04013,140.297,1500.0,-2876.386962890625,240.04295349121094
1963.72,0.61648,6.2864,7.41723,0.923189,261.405,1500.0,-3528.265380859375,421.2171936035156
1187.38,0.437954,4.00708,5.0988,1.00141,106.338,1500.0,-3539.726318359375,267.14263916015625
2191.05,0.608914,7.65802,8.1163,0.715756,354.83,1500.0,-2635.78125,446.10223388671875
4237.69,0.759633,9.60697,11.27735,0.502395,2061.26,1500.0,-1982.7884521484375,595.3167724609375
2579.63,0.794469,10.14254,13.77693,0.81653,2088.01,1500.0,-1929.760009765625,374.3326721191406
758.775,0.284526,6.00326,7.39547,1.15841,153.422,1500.0,-3187.9677734375,141.43572998046875
396.263,0.171008,4.72661,5.50162,1.26605,48.4834,1500.0,-3063.427490234375,63.77033996582031
820.913,0.384914,3.85387,5.87841,1.38187,201.13,1500.0,-3288.857421875,161.81161499023438
294.802,0.223077,3.30888,4.55872,1.90776,10.9673,1500.0,-3587.267578125,94.84951782226562
6539.25,0.948567,21.97364,24.21099,0.136416,22389.7,1500.0,-888.203125,467.37371826171875
814.718,0.343906,4.74628,5.85851,1.50944,98.7877,1500.0,-2789.5634765625,120.25917053222656
873.033,0.472974,9.69818,10.05419,1.33897,404.569,1500.0,-2944.32861328125,208.20021057128906
621.366,0.325464,3.74292,6.26455,1.27952,47.1028,1500.0,-3565.66796875,138.7288055419922
1723.17,0.51675,4.57897,6.31287,1.05856,412.305,1500.0,-3206.45458984375,294.5511474609375
1007.63,0.330023,4.47115,5.22021,1.26046,86.8332,1500.0,-2952.537353515625,141.23521423339844
1183.63,0.456757,4.83625,6.15678,1.16533,141.494,1500.0,-3148.113525390625,201.89857482910156
1599.92,0.507695,5.17841,6.38977,0.928004,173.918,1500.0,-3024.720947265625,280.4460144042969
2627.53,0.755693,13.80077,14.38824,0.612202,1932.46,1500.0,-2137.25830078125,588.5011596679688
85.3371,0.119262,3.34472,4.36363,1.33145,4.29448,1500.0,-2211.673828125,8.161581039428711
562.281,0.386434,4.21637,5.02332,1.45103,18.558,1500.0,-3679.00146484375,140.19509887695312
700.883,0.286322,6.54468,7.02256,1.28781,125.224,1500.0,-3086.06689453125,119.96076202392578
961.143,0.386534,3.44385,4.44397,1.19026,17.5447,1500.0,-3349.093017578125,201.8181610107422
1175.17,0.47425,9.31835,9.52909,1.03488,161.526,1500.0,-3094.462646484375,285.4549255371094
1523.85,0.514727,4.6576,6.14231,0.99681,280.281,1500.0,-3436.925048828125,319.29071044921875
2926.84,0.62391,5.12171,6.27277,0.852846,367.983,1500.0,-2894.557373046875,408.9220886230469
841.07,0.338919,7.87852,8.61616,1.20743,121.631,1500.0,-2563.3623046875,132.6056671142578
683.07,0.305433,4.8488,5.62811,1.19831,97.6722,1500.0,-3522.347412109375,132.93067932128906
2773.63,0.721943,7.80637,8.33309,0.782064,365.934,1500.0,-3580.939208984375,657.13818359375
1464.39,0.66586,9.89829,10.93796,1.09152,441.534,1500.0,-2859.197265625,363.8581848144531
2411.33,0.679049,13.12729,13.48845,0.674813,1614.91,1500.0,-2177.329833984375,460.3429260253906
5219.38,0.862169,13.40529,17.53098,0.306406,3087.48,1500.0,-1401.1822509765625,508.5982360839844
1270.95,0.55479,6.61249,6.85759,1.13796,90.7373,1500.0,-3722.445556640625,321.9980773925781
809.589,0.375332,3.36482,4.52587,1.04909,24.5161,1500.0,-3739.318603515625,249.2437744140625
1818.9,0.558375,7.16806,8.05566,0.845604,215.281,1500.0,-3284.12353515625,419.5276794433594
3416.62,0.778083,7.37802,15.25734,0.613785,4186.08,1500.0,-2040.1470947265625,523.7362670898438
2226.95,0.619906,6.4745,6.92655,0.86995,364.821,1500.0,-3474.8994140625,461.22906494140625
3890.77,0.777578,9.82647,11.52648,0.517619,2528.54,1500.0,-2092.975341796875,651.103759765625
2429.87,0.696959,10.17792,11.10796,0.720485,459.425,1500.0,-2639.870361328125,521.8935546875
1731.1,0.47842,5.70741,6.10945,0.92129,128.597,1500.0,-2632.609619140625,288.57562255859375
2669.44,0.766262,11.84175,12.09803,0.627698,639.496,1500.0,-2648.322998046875,713.3489379882812
303.633,0.224527,4.63784,5.41259,2.03162,50.8685,1500.0,-3324.704345703125,50.556846618652344
3850.94,0.71796,7.77636,10.81454,0.557153,942.379,1500.0,-2123.87744140625,553.8958129882812
1159.83,0.420385,7.79375,8.09196,1.05463,136.873,1500.0,-2752.41064453125,205.8855743408203
1546.2,0.503353,4.89698,6.49082,1.00868,316.393,1500.0,-3308.420654296875,269.5447082519531
3136.94,0.629287,4.81421,7.15552,0.718399,587.405,1500.0,-3303.11279296875,557.6468505859375
859.261,0.305891,5.52439,5.73034,1.29446,48.7475,1500.0,-3479.113525390625,170.42764282226562
2893.44,0.827273,25.68703,26.47999,0.406568,4026.96,1500.0,-1682.5321044921875,508.2550048828125
838.668,0.354397,4.06678,5.6941,1.20088,55.2019,1500.0,-3777.224609375,172.25511169433594
6786.51,0.960946,25.00225,26.76389,0.105497,33502.7,1500.0,-884.798583984375,549.8357543945312
403.113,0.231443,3.36605,4.35237,1.28134,12.4958,1500.0,-3589.16796875,100.67776489257812
2549.08,0.806016,18.22071,19.27733,0.516022,2019.44,1500.0,-1873.7091064453125,558.9038696289062
1281.05,0.515659,4.98538,6.65014,1.02257,354.554,1500.0,-3545.112060546875,306.7601013183594
3014.77,0.717209,8.62941,11.02302,0.676413,939.422,1500.0,-2774.35009765625,588.804931640625
3696.6,0.813043,8.44933,16.17073,0.561645,5320.87,1500.0,-1944.0933837890625,552.3162231445312
3505.71,0.770594,8.22259,8.70645,0.620776,723.921,1500.0,-3215.376708984375,834.089599609375
1612.71,0.518864,4.46504,6.17037,0.955213,106.929,1500.0,-3448.4306640625,319.7991943359375
995.963,0.514462,4.38579,7.99729,1.08918,447.672,1500.0,-3476.33837890625,291.9825744628906
2285.16,0.604358,5.74283,6.1897,1.03823,672.295,1500.0,-2837.132080078125,319.6861877441406
1040.21,0.429779,3.6515,5.78901,1.12768,38.255,1500.0,-3576.044189453125,218.5469207763672
895.46,0.338915,7.22449,7.64186,1.24395,257.442,1500.0,-2783.134765625,147.42510986328125
4105.39,0.706198,8.26468,11.26268,0.545149,1164.04,1500.0,-2123.65673828125,539.6329956054688
3122.35,0.784417,8.08455,16.2526,0.671689,4819.73,1500.0,-2037.625,481.07855224609375
3863.12,0.756495,9.90527,10.5544,0.552989,1212.75,1500.0,-2574.7099609375,777.4840698242188
562.018,0.259541,4.28995,5.74037,1.46069,49.3454,1500.0,-3527.675048828125,104.26659393310547
2058.28,0.695745,11.14244,12.81167,0.923167,1427.8,1500.0,-1857.7557373046875,258.61083984375
4544.0,0.822375,9.45183,13.39023,0.442615,1535.56,1500.0,-1914.4635009765625,704.9404296875
2319.94,0.648886,5.95985,12.70952,0.835037,1407.71,1500.0,-2452.132080078125,433.139892578125
1571.62,0.499198,3.35002,11.20251,0.912347,429.331,1500.0,-2614.601318359375,261.78076171875
406.381,0.258458,3.52882,4.02176,1.66629,7.7335,1500.0,-4854.47021484375,108.5301742553711
872.562,0.438713,3.41317,4.61057,1.15174,33.5282,1500.0,-3656.476318359375,213.82534790039062
1724.3,0.600002,21.06171,21.39421,0.603094,1161.18,1500.0,-1535.661865234375,186.40118408203125
2846.0,0.712086,6.82929,7.43782,0.745247,521.432,1500.0,-3491.43994140625,645.122314453125
3639.38,0.819585,8.35788,16.26823,0.57435,5287.2,1500.0,-1961.2822265625,556.5874633789062
3285.22,0.741967,7.27428,14.06878,0.641339,1700.81,1500.0,-1923.9312744140625,421.60687255859375
1523.73,0.512284,5.15411,7.00463,1.06549,133.419,1500.0,-3353.14306640625,319.0507507324219
2831.23,0.859725,26.9752,27.69963,0.375193,4438.51,1500.0,-1776.262451171875,588.0740356445312
3689.56,0.8106,8.7365,16.22171,0.570813,5218.53,1500.0,-1975.867919921875,554.2700805664062
1146.65,0.474955,6.45391,7.38751,1.087,125.606,1500.0,-3449.951904296875,270.7781982421875
1349.9,0.489467,4.78268,6.36676,1.14171,152.568,1500.0,-3189.3740234375,254.25144958496094
326.214,0.199512,3.44232,4.0512,1.57913,7.60137,1500.0,-3403.409912109375,85.84761047363281
1049.01,0.42354,6.56229,7.4077,1.16654,70.5109,1500.0,-3342.51220703125,217.64881896972656
2020.98,0.615584,14.5409,14.72528,0.678587,493.603,1500.0,-1929.553955078125,320.9425964355469
3772.32,0.827828,14.83221,20.23909,0.421231,5849.81,1500.0,-1447.6339111328125,394.2548522949219
802.457,0.443287,4.03107,4.77748,1.21003,36.5468,1500.0,-3967.41259765625,195.4583282470703
785.649,0.354591,3.47904,4.98018,1.20369,61.657,1500.0,-3332.937744140625,185.2092742919922
894.362,0.545066,3.67402,4.78027,1.45896,61.4938,1500.0,-3625.33544921875,230.41709899902344
3868.21,0.834553,14.5922,16.88225,0.491292,4557.05,1500.0,-1631.53173828125,437.77813720703125
1754.53,0.53642,6.23807,6.84307,0.886129,155.582,1500.0,-3541.8857421875,383.3396911621094
352.106,0.226377,5.7591,7.20035,1.60375,137.847,1500.0,-3552.2255859375,78.46869659423828
166.498,0.133061,3.41571,4.11952,2.16044,1.78173,1500.0,-3166.51025390625,40.73127365112305
5097.83,0.865631,11.45273,17.01691,0.349087,3129.38,1500.0,-1424.5404052734375,460.3374938964844
193.473,0.153591,3.65809,4.07246,2.45036,6.73249,1500.0,-2862.331787109375,34.43614196777344
519.123,0.352174,3.74884,5.41805,1.619,22.3372,1500.0,-3776.5068359375,120.16345977783203
2277.45,0.60399,5.8826,9.40303,0.812001,592.849,1500.0,-2954.034423828125,418.2404479980469
1911.76,0.672998,7.4215,8.20116,0.860973,255.093,1500.0,-3526.455810546875,508.3369140625
1560.26,0.527097,6.69082,7.66321,0.911665,152.025,1500.0,-3398.6796875,355.3088684082031
1026.09,0.440621,5.49707,7.74172,1.29428,214.209,1500.0,-3211.2958984375,210.79022216796875
2896.57,0.849192,27.80264,28.54564,0.373813,4342.2,1500.0,-1691.891845703125,549.2401733398438
2745.66,0.753212,13.39413,13.72489,0.581751,727.249,1500.0,-2417.938232421875,686.1808471679688
363.216,0.34147,3.68022,4.33917,1.76007,6.02767,1500.0,-3651.9443359375,142.45242309570312
2753.67,0.622479,5.55059,7.46649,0.749762,860.19,1500.0,-3139.181884765625,506.508544921875
202.777,0.128539,4.19529,4.4416,1.82662,12.9437,1500.0,-3186.49462890625,41.687339782714844
3675.44,0.691914,4.89864,6.69991,0.667221,734.508,1500.0,-3173.464599609375,648.3468627929688
3122.74,0.67119,6.50673,6.93953,0.749395,587.896,1500.0,-2939.090087890625,561.9069213867188
897.824,0.365133,7.86759,8.0232,1.23293,110.35,1500.0,-2895.13525390625,167.103515625
657.851,0.366136,3.9182,4.36792,1.43786,14.209,1500.0,-4195.8857421875,182.59262084960938
558.055,0.28472,3.74812,4.32157,1.31191,11.7311,1500.0,-3369.771240234375,135.63436889648438
1678.22,0.644204,22.25699,22.46564,0.614778,1252.16,1500.0,-1532.704345703125,210.5982208251953
845.435,0.416006,5.99978,6.41558,1.3408,122.252,1500.0,-3254.882080078125,156.95118713378906
2102.23,0.612424,4.72291,5.45925,0.964535,116.046,1500.0,-3363.783935546875,377.2681579589844
2213.23,0.701952,9.40832,9.76617,0.785241,377.726,1500.0,-2983.596923828125,539.9822998046875
1125.05,0.535261,5.51689,6.06415,1.2037,52.6668,1500.0,-3145.52099609375,198.65206909179688
1043.66,0.488993,5.10823,5.77594,1.18667,77.4573,1500.0,-3498.429443359375,200.09681701660156
2969.42,0.832402,22.75148,23.67243,0.418739,2719.86,1500.0,-1820.8404541015625,600.8197631835938
988.042,0.416805,5.61537,6.63401,1.12736,86.7839,1500.0,-3835.469482421875,221.0125732421875
169.147,0.270548,3.57457,4.33522,1.44707,7.83403,1500.0,-3828.39453125,118.87987518310547
997.859,0.409614,4.98653,6.78962,1.3198,633.873,1500.0,-3134.063720703125,174.61807250976562
333.395,0.196204,3.87665,4.60065,1.53155,21.0766,1500.0,-3985.593994140625,86.79866027832031
1592.02,0.468351,3.8167,11.16805,0.922797,384.846,1500.0,-2548.1728515625,231.3484649658203
1365.72,0.427151,6.4087,7.11106,1.00505,151.919,1500.0,-3142.930908203125,252.07179260253906
276.028,0.233975,3.69587,4.94646,1.65994,11.6357,1500.0,-3551.901123046875,68.63832092285156
202.13,0.199783,3.35181,4.69106,1.78922,10.9349,1500.0,-4720.7890625,61.213558197021484
2968.75,0.689125,7.46666,9.32207,0.765495,635.418,1500.0,-2259.333984375,420.8421936035156
1823.81,0.441331,3.98378,5.55691,0.907726,101.741,1500.0,-3122.662353515625,272.36480712890625
