Acc. Surface Area [m^2/g],Void Fraction,PLD,LCD,Density,Channel Volume,Pressure [kPa],H_ads [kJ/mol],CO2 Uptake [g/g]
6141.15,0.849242,9.89003,13.06592,0.341482,1698.11,10.0,-1182.760986328125,2.465296506881714
6246.52,0.847911,11.33521,15.06092,0.332934,2217.63,10.0,-1419.03369140625,3.378467559814453
3069.71,0.736684,9.37326,10.67221,0.722632,1064.5,10.0,-1932.23828125,5.792267322540283
3222.15,0.70992,7.74824,10.73218,0.684183,917.937,10.0,-1842.4056396484375,4.702907085418701
1573.4,0.509343,4.19007,4.70305,1.05024,45.6949,10.0,-3442.33837890625,67.65230560302734
5026.95,0.815344,8.54591,11.05876,0.441689,1396.88,10.0,-1431.008056640625,3.0479836463928223
2098.42,0.527313,5.75037,6.76146,0.851698,317.425,10.0,-3176.429443359375,17.685483932495117
5141.13,0.887481,11.17613,16.68396,0.304902,5962.93,10.0,-1119.1280517578125,2.3048524856567383
3340.1,0.658115,6.08102,7.24965,0.703129,513.625,10.0,-2305.098388671875,14.336054801940918
1333.5,0.546107,20.89205,21.02808,0.679686,1067.63,10.0,-1382.1513671875,1.054406762123108
204.589,0.130152,4.05034,4.40325,1.94406,9.90867,10.0,-3156.1728515625,4.69661808013916
583.68,0.236892,3.35502,5.91353,1.18769,57.4246,10.0,-2742.227783203125,6.326840877532959
3726.94,0.790337,9.44741,13.23024,0.536278,1398.66,10.0,-1918.2728271484375,5.005409240722656
2178.82,0.628632,9.95293,10.55032,0.76217,402.859,10.0,-1973.60791015625,4.792291164398193
2694.55,0.607969,5.23458,6.42817,0.797249,421.028,10.0,-2409.654052734375,14.909310340881348
3954.54,0.811241,11.92317,14.13678,0.485249,3145.07,10.0,-1703.8240966796875,4.060936450958252
1589.56,0.508979,7.16467,7.83196,0.972846,225.018,10.0,-2669.090576171875,5.953723430633545
6041.44,0.866777,13.02941,17.17929,0.272948,3943.43,10.0,-1419.8209228515625,3.384932518005371
2249.3,0.705944,7.71777,7.98158,0.791442,310.918,10.0,-2513.435546875,19.156620025634766
3645.1,0.770843,5.61242,15.07673,0.613799,2490.67,10.0,-1939.1702880859375,6.247737407684326
2085.6,0.535209,4.5615,6.01553,0.954831,223.357,10.0,-2610.90283203125,13.750382423400879
1160.97,0.463727,5.13897,5.94368,1.04102,97.0361,10.0,-3288.20849609375,52.894630432128906
4783.38,0.865017,11.45943,15.73483,0.369642,2622.87,10.0,-1366.494140625,3.006775379180908
4220.41,0.801153,8.43863,10.48907,0.53944,2434.18,10.0,-1427.0703125,2.6031017303466797
2461.72,0.811682,17.74601,18.50644,0.554929,1400.29,10.0,-2027.77197265625,7.61892557144165
4065.94,0.808717,10.62303,16.45523,0.426286,3356.28,10.0,-1531.05908203125,2.647758960723877
1766.5,0.522483,4.8264,6.41015,1.04828,133.046,10.0,-2371.317626953125,8.343684196472168
2608.8,0.680803,8.18886,8.87671,0.74485,1385.76,10.0,-2222.6123046875,10.32786750793457
2420.3,0.707173,10.22224,11.0436,0.7124,456.422,10.0,-1905.166259765625,6.037814617156982
1463.93,0.469071,4.16337,6.13548,1.11057,288.14,10.0,-2759.018310546875,11.312792778015137
1264.5,0.411782,7.78535,8.76944,0.998401,370.62,10.0,-2394.28515625,4.768813133239746
470.095,0.325048,3.39847,5.057,1.18043,35.8172,10.0,-3418.966064453125,26.913074493408203
466.113,0.23021,5.45887,6.74791,1.58299,201.099,10.0,-2776.36962890625,3.8413352966308594
4415.51,0.820773,12.33015,13.75867,0.427696,1872.55,10.0,-1648.74072265625,4.245621681213379
5485.24,0.899451,9.53743,16.62467,0.286881,8729.6,10.0,-1247.9580078125,2.99876070022583
3120.17,0.73232,7.26217,11.89905,0.693657,1393.45,10.0,-1888.1929931640625,4.47832727432251
1666.23,0.527955,6.19662,7.16897,0.906084,190.981,10.0,-2653.327880859375,14.337495803833008
4698.84,0.785761,7.95533,12.80391,0.519669,2787.06,10.0,-1779.911376953125,4.311068534851074
1308.6,0.510533,12.70559,13.17518,0.956854,522.947,10.0,-2163.287841796875,3.4738428592681885
1430.39,0.553552,6.19458,7.12897,1.09503,218.979,10.0,-2738.855712890625,17.379112243652344
964.964,0.427575,4.76281,5.19873,1.32821,36.8868,10.0,-2986.647705078125,23.920551300048828
1729.77,0.624616,16.70146,16.96223,0.683913,729.948,10.0,-1628.35107421875,2.256521463394165
3241.23,0.638504,6.85417,7.89715,0.678494,399.688,10.0,-2145.148193359375,7.1126017570495605
3944.35,0.849863,12.92549,16.02659,0.43299,2914.68,10.0,-1452.18212890625,2.591930627822876
1632.15,0.466404,6.49563,7.39376,0.805202,127.173,10.0,-3261.3125,14.55294132232666
795.521,0.421962,4.12373,5.3587,1.24554,14.6784,10.0,-3793.454345703125,90.2888412475586
1993.28,0.704894,8.19329,9.08626,0.838364,285.037,10.0,-2500.3681640625,18.463083267211914
475.673,0.257174,3.99377,4.8986,1.14779,37.6901,10.0,-3804.771484375,48.790916442871094
590.843,0.220473,4.93118,5.80081,1.32758,103.912,10.0,-2571.775390625,4.350642204284668
1366.26,0.509175,6.35791,7.26928,1.01925,102.619,10.0,-2610.5966796875,16.73345947265625
116.424,0.189978,3.34137,3.79393,1.60478,1.56843,10.0,-3860.7314453125,11.956448554992676
713.997,0.402559,4.91878,6.07119,1.33108,90.1757,10.0,-2915.104248046875,8.391499519348145
2632.45,0.56657,4.6423,10.41251,0.804806,835.027,10.0,-1898.423583984375,1.906234860420227
3045.74,0.715299,9.20935,10.03803,0.679975,917.406,10.0,-1896.7490234375,5.8164262771606445
2807.49,0.781561,13.52157,14.17669,0.573917,797.667,10.0,-2375.571044921875,12.458260536193848
1253.14,0.597463,5.70434,10.59258,1.46364,1502.76,10.0,-1882.601806640625,2.209987163543701
2409.47,0.758555,6.7165,13.45194,0.866079,1400.11,10.0,-2950.444091796875,25.13948631286621
644.151,0.471456,7.6312,9.29315,2.17443,549.804,10.0,-1929.3309326171875,1.2166404724121094
809.49,0.246991,5.19568,6.61944,1.1748,132.271,10.0,-1864.9825439453125,0.9039920568466187
1841.08,0.610288,4.90192,6.15604,0.96566,119.844,10.0,-3074.21044921875,51.5330810546875
3680.89,0.75264,6.22285,11.23948,0.634864,1387.04,10.0,-2573.697998046875,11.642948150634766
4085.21,0.829019,14.05617,19.85575,0.420122,5735.94,10.0,-1495.0357666015625,2.704787015914917
2906.08,0.62882,4.76206,6.79852,0.786283,431.131,10.0,-2510.80029296875,21.769834518432617
5259.25,0.852323,12.72713,19.95227,0.365138,5715.36,10.0,-1507.071044921875,3.6846609115600586
1263.05,0.388729,4.58384,5.18579,1.07364,70.4019,10.0,-2696.0107421875,9.10458755493164
1028.57,0.452038,10.04156,10.46848,1.06964,856.728,10.0,-2121.15185546875,3.5974152088165283
811.041,0.356042,4.88908,5.40016,1.21535,73.2033,10.0,-3189.1083984375,29.354515075683594
4951.89,0.788448,10.62519,12.71321,0.42719,2161.82,10.0,-1642.708740234375,3.3019258975982666
5085.31,0.847688,10.16827,13.89185,0.358594,2181.12,10.0,-1300.0321044921875,2.665146827697754
1333.75,0.563768,17.89134,18.2857,0.814259,1076.2,10.0,-1428.5858154296875,0.9498865008354187
4544.69,0.829488,7.99618,16.06332,0.477282,3415.99,10.0,-1545.2603759765625,3.4559569358825684
442.235,0.245911,5.73213,6.40915,1.62073,78.5883,10.0,-2565.67822265625,5.506123065948486
942.438,0.408148,4.50406,5.70637,1.1622,38.2841,10.0,-3152.064208984375,30.53782844543457
658.583,0.287801,3.868,4.94257,1.37206,109.322,10.0,-3096.786865234375,10.273096084594727
3268.36,0.748371,6.49668,11.86926,0.64749,4051.83,10.0,-2079.418212890625,8.283767700195312
3525.69,0.798741,6.64494,14.47586,0.654772,4184.4,10.0,-2373.754150390625,15.87260913848877
3685.25,0.825692,10.61075,12.55865,0.549487,1686.17,10.0,-1317.8770751953125,1.9897106885910034
3774.44,0.726056,6.45934,9.95521,0.622259,1381.64,10.0,-1929.9595947265625,5.470907211303711
591.096,0.400614,4.45214,5.45492,2.01446,65.5756,10.0,-3008.9423828125,13.318881034851074
3739.0,0.822498,11.90448,13.52399,0.553079,3528.7,10.0,-1817.1331787109375,4.641016006469727
2013.08,0.589731,6.08879,8.84753,0.928483,903.676,10.0,-2032.095947265625,5.818521022796631
4085.41,0.74086,6.54074,8.63452,0.610637,761.978,10.0,-1916.7684326171875,6.367452621459961
949.751,0.424941,3.76233,4.71441,1.13591,62.5303,10.0,-3382.62890625,37.57018280029297
237.21,0.103551,3.64045,4.35728,1.31632,18.1737,10.0,-2980.39794921875,2.698589563369751
2802.66,0.619466,4.75135,7.39174,0.83651,269.376,10.0,-2558.438232421875,14.268698692321777
1293.33,0.467376,3.64836,11.03882,1.11241,400.881,10.0,-1989.383544921875,2.715270519256592
522.223,0.325112,5.1593,7.79864,1.7543,171.916,10.0,-2776.43994140625,8.322099685668945
2992.8,0.672982,8.19623,10.49034,0.624895,1226.81,10.0,-2065.03564453125,4.756274700164795
624.088,0.324306,4.73899,5.39556,1.48125,26.3648,10.0,-3176.81689453125,22.463775634765625
718.572,0.37357,3.31513,4.69513,1.18523,23.672,10.0,-3241.20556640625,14.835148811340332
903.428,0.367909,5.89863,6.94287,1.46213,179.166,10.0,-2156.0908203125,2.1006994247436523
170.039,0.102995,3.86903,4.69229,1.50773,11.7382,10.0,-3333.884033203125,3.9479308128356934
870.725,0.519088,4.72881,5.16641,1.33433,23.6599,10.0,-4107.50048828125,126.18795776367188
1407.74,0.571651,12.91776,13.39882,0.936735,401.936,10.0,-1746.2459716796875,1.6167560815811157
632.022,0.374927,5.84257,6.31105,1.20324,75.3737,10.0,-3365.8720703125,39.237037658691406
656.905,0.251964,5.30231,5.7778,1.27536,69.7469,10.0,-2500.545166015625,4.553114891052246
510.735,0.288657,3.35422,4.41293,1.25673,8.22583,10.0,-3488.078369140625,18.48324966430664
2909.26,0.846464,14.91423,20.62803,0.54552,6102.19,10.0,-1657.7481689453125,3.003451108932495
2998.17,0.657258,6.8562,9.68525,0.7373,1201.05,10.0,-1770.97216796875,3.2203946113586426
607.323,0.314051,3.38672,4.96985,1.46405,19.8199,10.0,-3145.7861328125,13.663450241088867
1512.72,0.660544,22.31323,22.45775,0.69788,1313.07,10.0,-1571.018310546875,1.8382774591445923
4912.41,0.84993,11.1599,12.64522,0.382533,3349.07,10.0,-1599.257568359375,4.144795894622803
1884.93,0.511338,4.86047,6.2457,0.885133,364.184,10.0,-2711.118408203125,24.270484924316406
1275.87,0.486016,3.64655,4.67568,1.28535,54.6714,10.0,-2996.55224609375,16.77869415283203
1564.88,0.503295,3.34434,11.25209,0.912786,428.86,10.0,-1855.2744140625,2.8935563564300537
2411.87,0.665655,6.35496,10.70154,0.873326,1177.42,10.0,-1951.419921875,4.2576680183410645
1309.77,0.552552,5.06429,9.22096,1.40832,719.391,10.0,-2153.963134765625,3.620602607727051
428.043,0.209953,3.78509,4.41768,1.3699,26.0938,10.0,-3305.030517578125,13.332980155944824
3187.86,0.709265,9.50283,10.25064,0.566106,732.491,10.0,-2475.562255859375,12.013131141662598
2716.72,0.594909,4.42478,5.96163,0.859264,298.854,10.0,-2484.17431640625,12.139656066894531
1929.01,0.800538,16.2706,16.35588,0.719965,1323.58,10.0,-2025.684326171875,5.953423500061035
108.063,0.128686,3.67577,4.34942,2.66035,8.08217,10.0,-3420.26806640625,3.441579818725586
266.564,0.182685,3.54222,4.41986,2.23775,8.09169,10.0,-2669.861572265625,0.8488234877586365
2883.46,0.700195,11.04367,11.65019,0.588632,845.359,10.0,-2081.17822265625,6.141223430633545
1726.29,0.688974,7.86687,10.43089,1.164,894.017,10.0,-2247.5859375,5.062942981719971
272.399,0.181177,3.45919,4.59792,2.08076,13.1665,10.0,-3126.978759765625,3.8097727298736572
908.283,0.32522,8.47763,8.99398,1.08075,121.598,10.0,-1730.261962890625,1.2102681398391724
1034.04,0.348625,5.16881,8.81997,1.01856,292.96,10.0,-2055.12939453125,3.182396411895752
2896.93,0.666689,5.69296,8.31529,0.825088,662.842,10.0,-2013.300048828125,6.028950214385986
3486.6,0.78334,12.54148,13.45064,0.543834,2259.52,10.0,-1871.66455078125,5.469330310821533
3190.31,0.743406,10.2152,11.4034,0.645447,938.273,10.0,-1533.543212890625,2.5202994346618652
136.751,0.313866,3.30341,4.21992,1.51445,3.82509,10.0,-4167.04541015625,54.13626480102539
2843.16,0.701279,5.56738,10.10542,0.803439,1252.21,10.0,-2289.391845703125,8.662764549255371
1394.31,0.45806,5.9077,8.80371,0.960442,568.775,10.0,-2916.301513671875,16.34381675720215
633.882,0.301016,6.25134,9.32403,1.2383,332.175,10.0,-2570.968017578125,6.6975603103637695
4799.24,0.790877,10.8769,14.05235,0.417718,2879.83,10.0,-1855.3548583984375,4.371188640594482
4914.97,0.84806,10.86331,14.70462,0.381553,2494.93,10.0,-1413.681396484375,2.9868249893188477
663.899,0.349442,3.33587,5.1381,1.16438,24.4803,10.0,-3179.399658203125,16.229066848754883
841.046,0.418794,4.10052,4.81263,1.31295,28.0555,10.0,-3351.14697265625,36.25153350830078
4453.04,0.798038,9.44555,13.05719,0.45387,1639.95,10.0,-1678.6922607421875,3.910309076309204
2493.88,0.595023,5.28459,6.52254,0.892485,390.422,10.0,-2141.6279296875,6.772615432739258
802.448,0.422367,3.66693,5.25057,1.96109,175.629,10.0,-2533.207763671875,3.889187812805176
1384.79,0.487098,4.54835,6.34632,1.0696,91.2198,10.0,-2631.499755859375,13.6710844039917
1016.79,0.41285,7.54065,7.97816,1.2061,183.202,10.0,-2208.150634765625,3.875173807144165
4736.44,0.839781,14.32636,16.90998,0.390636,5177.76,10.0,-1662.910400390625,4.455016136169434
3058.91,0.749865,7.50033,14.22593,0.620687,1994.13,10.0,-1821.8492431640625,4.270540714263916
1224.08,0.456443,6.25902,7.42041,1.08832,225.12,10.0,-2705.255615234375,15.708389282226562
2326.97,0.759884,9.18488,9.90326,0.858589,862.702,10.0,-1793.2784423828125,3.197422504425049
4664.87,0.832784,14.1154,16.73265,0.399539,4691.65,10.0,-1669.387451171875,4.218323230743408
2625.45,0.658839,9.09332,9.54047,0.757021,535.449,10.0,-2699.80029296875,13.738727569580078
938.492,0.395399,5.28692,6.38927,1.18895,76.3877,10.0,-2577.7412109375,8.942657470703125
3012.24,0.727352,11.78506,12.7925,0.559876,715.874,10.0,-2364.23095703125,11.220357894897461
839.951,0.496238,3.63953,10.20801,1.55922,317.002,10.0,-2435.84130859375,7.8797221183776855
4467.71,0.786847,7.58532,16.57381,0.443177,3375.0,10.0,-1495.3282470703125,2.4214305877685547
3333.2,0.791543,7.86745,16.18998,0.632308,4856.27,10.0,-1600.7503662109375,3.011256456375122
404.174,0.228302,3.64938,4.20811,1.42761,19.2305,10.0,-3389.170654296875,13.420459747314453
577.841,0.29676,3.49683,6.21207,1.40465,51.4998,10.0,-3014.71875,14.451578140258789
2031.63,0.68281,6.56044,9.99168,0.998145,1203.93,10.0,-2418.3115234375,10.213972091674805
1452.22,0.408661,3.79418,6.52085,1.07964,108.409,10.0,-2361.4140625,4.33920431137085
2576.61,0.60272,4.86795,7.64999,0.781419,623.838,10.0,-2292.124267578125,12.739310264587402
3716.83,0.810911,8.79085,16.06302,0.564769,5245.91,10.0,-1518.359375,2.8640220165252686
1638.88,0.585929,7.08598,7.29025,0.948221,151.304,10.0,-2696.855224609375,26.42216682434082
1527.35,0.685589,6.90109,7.02891,1.04198,192.584,10.0,-3440.66943359375,106.3823471069336
1314.04,0.560454,11.5188,12.06487,1.01058,400.248,10.0,-2106.3154296875,3.1592085361480713
2413.24,0.68928,9.91082,10.37956,0.734454,357.549,10.0,-2518.296142578125,15.59595775604248
291.47,0.182082,3.44024,4.575,1.61281,15.4353,10.0,-3115.88818359375,3.8089349269866943
5706.82,0.946082,20.80401,23.38346,0.162442,22026.4,10.0,-829.0929565429688,2.6132290363311768
2458.15,0.733968,11.36425,12.02459,0.661342,611.202,10.0,-2423.260009765625,11.88191032409668
3996.2,0.748785,6.39267,8.68652,0.597157,761.901,10.0,-1859.1199951171875,7.112350940704346
730.443,0.307526,7.82255,8.4068,1.53047,191.778,10.0,-1961.5850830078125,0.6641643047332764
2828.29,0.632986,7.60201,8.56598,0.760732,349.464,10.0,-2044.5833740234375,4.996387958526611
626.189,0.267888,4.2626,5.6384,1.29503,49.5146,10.0,-2793.13330078125,10.589774131774902
937.596,0.47194,5.12562,5.98106,1.28989,55.571,10.0,-3221.88525390625,44.43572235107422
269.726,0.201388,3.60189,3.9946,1.39587,3.95693,10.0,-2952.412353515625,1.171178936958313
641.667,0.317772,3.44338,4.6926,1.11923,29.042,10.0,-3517.522705078125,26.353351593017578
3834.8,0.751568,6.55245,13.1848,0.605472,1906.64,10.0,-1524.5076904296875,2.3499038219451904
1056.46,0.434674,4.37242,5.87053,1.18413,33.583,10.0,-2964.25439453125,24.491031646728516
5706.58,0.872611,14.00915,15.86829,0.296337,2987.01,10.0,-1394.967041015625,3.41413950920105
3394.83,0.700566,5.9957,8.57087,0.754374,551.171,10.0,-2288.90234375,8.524556159973145
561.144,0.272078,3.92759,5.14759,1.35109,45.539,10.0,-3183.863037109375,11.99622631072998
1060.22,0.440184,9.82657,9.92273,1.12791,219.987,10.0,-1936.688232421875,2.2073874473571777
3512.13,0.853782,19.02436,20.71351,0.401325,5576.43,10.0,-1743.924560546875,4.02354097366333
2277.72,0.826697,12.81658,20.09464,0.738244,5624.05,10.0,-1769.351806640625,2.847193956375122
3626.77,0.812981,8.92703,16.2717,0.582644,5230.75,10.0,-1532.35791015625,2.8055050373077393
2110.04,0.614975,5.73147,7.64888,0.850195,233.58,10.0,-2641.4345703125,19.445226669311523
609.963,0.521996,3.90139,4.45262,1.54768,13.4124,10.0,-5185.408203125,138.54934692382812
2013.71,0.66281,7.63232,8.70056,0.990631,403.077,10.0,-2201.22607421875,6.924434185028076
954.411,0.507507,5.45445,6.1566,1.38439,47.801,10.0,-3053.05712890625,38.097721099853516
2656.02,0.579749,4.17042,9.96872,0.793951,1931.32,10.0,-2535.838623046875,8.72197437286377
917.933,0.396626,9.99933,10.49844,1.17325,194.51,10.0,-1363.9969482421875,0.5876049995422363
2015.83,0.603891,7.15179,7.80389,0.871736,359.386,10.0,-2152.44287109375,8.550873756408691
659.493,0.302825,7.06356,8.2895,1.53659,289.885,10.0,-1909.8780517578125,1.3712096214294434
4708.84,0.800227,11.67651,13.47249,0.410436,2014.42,10.0,-1767.3746337890625,4.829513072967529
3368.44,0.833629,11.35651,14.91115,0.584138,4040.78,10.0,-1486.8372802734375,2.687983274459839
3877.64,0.78701,10.54213,12.56773,0.561713,2316.2,10.0,-1286.984619140625,1.762726068496704
366.851,0.21454,4.27879,4.43538,1.30702,0.678938,10.0,-3138.531005859375,6.686036586761475
4535.97,0.838631,9.56952,14.24697,0.410303,1946.46,10.0,-1588.261474609375,3.74277925491333
1780.33,0.610306,4.84213,8.50875,1.1112,505.614,10.0,-2561.127685546875,12.648185729980469
3110.65,0.767732,7.8155,12.90564,0.717451,1497.87,10.0,-1722.7376708984375,3.4171109199523926
555.273,0.224679,5.6247,6.29428,1.24652,94.4106,10.0,-2476.77197265625,3.5557422637939453
2732.31,0.676465,7.56011,8.18942,0.775192,425.998,10.0,-2525.229736328125,16.558317184448242
2252.25,0.659507,9.05172,10.01867,0.751353,486.997,10.0,-2441.809326171875,10.440092086791992
1284.54,0.422726,4.245,5.70972,1.07522,72.205,10.0,-2694.3671875,10.987195014953613
3165.04,0.717168,6.86577,9.27318,0.744069,1310.1,10.0,-2478.26513671875,11.830629348754883
4445.28,0.810785,10.64044,15.1883,0.426923,3589.19,10.0,-1553.3402099609375,2.998755693435669
3018.03,0.765348,7.19804,15.23505,0.693679,3987.41,10.0,-1689.9698486328125,3.285914897918701
1616.12,0.502649,6.60378,7.23604,0.963466,266.557,10.0,-2165.772216796875,4.981287479400635
2507.39,0.686687,5.43349,10.2582,0.880722,1172.81,10.0,-2348.248046875,9.875819206237793
2781.82,0.611937,5.90821,7.0299,0.792954,338.218,10.0,-2063.02392578125,5.473252296447754
5547.51,0.790619,8.51453,9.82911,0.408861,2693.82,10.0,-1519.6904296875,3.2028980255126953
551.683,0.261421,7.5975,7.81945,1.3937,95.4608,10.0,-2020.0836181640625,2.0616774559020996
1666.76,0.704942,7.88437,14.33636,1.10392,2965.44,10.0,-1491.20703125,1.1402779817581177
6386.9,0.946971,22.00995,22.90562,0.141184,21588.9,10.0,-774.69287109375,2.7217884063720703
4679.0,0.720257,7.02598,9.30262,0.562656,1988.07,10.0,-1760.30126953125,3.5769031047821045
4213.68,0.736524,6.71291,8.8463,0.621908,763.012,10.0,-1763.1680908203125,5.276303768157959
1155.81,0.394162,4.12862,4.28231,1.01978,78.0011,10.0,-3051.44140625,22.874284744262695
3707.99,0.813956,8.10087,16.25757,0.570874,5241.74,10.0,-1553.0047607421875,2.987255811691284
303.873,0.193572,4.16906,4.77624,1.66434,19.8794,10.0,-3322.23583984375,11.428547859191895
1573.56,0.560345,4.75241,6.24081,1.08728,127.359,10.0,-2601.44140625,16.977516174316406
5586.35,0.871619,11.33848,16.51653,0.320818,2637.94,10.0,-1364.8406982421875,3.321000576019287
4820.69,0.803339,9.69002,12.54654,0.452541,1534.6,10.0,-1746.1014404296875,4.732976913452148
3729.3,0.727969,6.39809,9.00559,0.660535,706.817,10.0,-2049.455322265625,8.903538703918457
3553.45,0.758173,10.57023,12.81466,0.58643,1128.23,10.0,-2303.453857421875,7.466549396514893
2340.34,0.776017,11.09225,16.97017,0.7935,4735.51,10.0,-1685.3343505859375,2.199148178100586
444.527,0.238712,4.04551,4.6547,1.37845,15.4412,10.0,-3518.87841796875,22.82211685180664
2013.65,0.69359,22.14275,22.26225,0.590946,1362.69,10.0,-1759.3443603515625,2.7123022079467773
2282.34,0.628918,7.28105,9.52611,0.848379,508.629,10.0,-2430.285400390625,8.324466705322266
218.149,0.253826,4.09863,4.37001,1.46215,12.3243,10.0,-3778.598388671875,32.22675323486328
3670.63,0.801707,8.39768,16.15904,0.569833,5061.08,10.0,-1581.3258056640625,3.1224451065063477
1720.06,0.701251,10.7209,11.94268,1.15578,974.993,10.0,-1922.3065185546875,2.250357151031494
4990.14,0.82237,9.60056,12.42628,0.400331,1770.96,10.0,-1545.297119140625,3.865159749984741
3468.46,0.740024,9.0912,12.62335,0.571731,1200.53,10.0,-2010.29248046875,5.251248359680176
1625.64,0.603154,4.74008,5.30395,1.0423,89.5139,10.0,-3605.76416015625,101.79055786132812
407.173,0.243021,3.92283,4.52785,1.52157,28.5272,10.0,-3637.27587890625,31.322351455688477
357.306,0.287952,3.33858,4.3724,1.53433,10.1195,10.0,-3865.977294921875,29.271987915039062
82.2719,0.0766605,3.5371,3.88595,1.65631,1.70669,10.0,-3490.51025390625,2.450610399246216
2411.63,0.584106,4.97823,7.13964,0.792651,523.097,10.0,-2625.273193359375,20.842872619628906
1172.1,0.504433,5.51627,6.06516,1.25548,234.267,10.0,-2647.124267578125,15.91435718536377
471.252,0.216905,4.12656,4.60701,1.33147,17.0942,10.0,-3085.628173828125,7.518397808074951
1453.98,0.507912,6.41234,8.04773,0.97344,223.399,10.0,-2505.54150390625,11.778901100158691
382.526,0.341096,3.84832,4.3814,1.64861,4.85413,10.0,-3918.779052734375,45.33028793334961
1925.8,0.647041,16.37472,16.62431,0.647581,746.982,10.0,-1655.58642578125,2.3553826808929443
4758.53,0.824753,9.14182,12.32021,0.430171,2602.9,10.0,-1291.6119384765625,2.263252019882202
1768.01,0.550845,6.73169,7.82355,0.966669,236.24,10.0,-3176.483642578125,15.89457893371582
1529.94,0.619542,6.95688,7.15871,0.985662,110.67,10.0,-2943.12255859375,48.33558654785156
2479.83,0.626904,7.37077,9.4629,0.797708,390.061,10.0,-1877.6890869140625,3.775315046310425
2905.74,0.727709,11.81476,12.02329,0.612591,607.269,10.0,-2537.928955078125,13.52989673614502
936.59,0.38327,4.71696,5.44827,1.14603,86.9782,10.0,-3099.41357421875,30.653419494628906
953.167,0.423727,8.25087,8.56844,1.28845,142.226,10.0,-1990.87353515625,2.3840951919555664
219.213,0.145734,3.70094,4.15476,1.73271,8.27648,10.0,-3765.630615234375,18.816347122192383
291.644,0.197681,4.12694,4.44588,1.68865,9.07454,10.0,-3387.758056640625,7.281472206115723
1389.16,0.473782,4.31887,5.35824,1.09933,108.128,10.0,-3279.090576171875,37.28391647338867
244.447,0.157936,3.80219,4.25336,1.34809,7.42745,10.0,-3772.606689453125,16.98696517944336
1818.89,0.621575,7.67058,8.05657,0.97937,320.263,10.0,-2222.7138671875,7.856897830963135
5375.03,0.802979,7.33862,10.51885,0.460508,889.507,10.0,-1291.91162109375,2.6093556880950928
1550.35,0.469472,3.96374,6.40936,1.03674,242.707,10.0,-2803.04833984375,22.586265563964844
4425.79,0.852627,13.45077,16.33155,0.378467,5556.36,10.0,-1350.6787109375,2.5987319946289062
2048.14,0.591311,6.42215,7.22876,1.11557,244.374,10.0,-3082.210205078125,27.63616180419922
878.254,0.382953,5.25243,5.53767,1.20553,51.929,10.0,-2975.509765625,24.260196685791016
1097.99,0.390426,5.58582,6.5659,1.05132,80.7481,10.0,-2430.842529296875,6.095835208892822
794.939,0.325202,6.26585,6.99516,1.26755,142.749,10.0,-2283.336181640625,4.00663423538208
5008.56,0.819739,9.96499,13.36613,0.384243,3172.76,10.0,-1388.7965087890625,2.836272716522217
334.117,0.135972,5.57796,6.85843,1.39102,53.1357,10.0,-2012.716796875,0.6714935302734375
3799.53,0.777871,7.0379,15.27945,0.531829,2469.8,10.0,-1518.5634765625,3.1326823234558105
2170.45,0.606515,7.77193,8.51295,0.845119,1166.02,10.0,-2501.59912109375,11.255828857421875
2211.93,0.784812,15.3351,15.92089,0.655473,963.445,10.0,-2100.633056640625,8.419146537780762
335.596,0.191153,4.14521,4.9505,1.57422,14.1083,10.0,-3334.693115234375,12.532305717468262
2393.33,0.690213,7.8397,9.90424,0.835666,646.642,10.0,-1906.304443359375,4.515898704528809
2862.47,0.728803,6.52184,13.30637,0.74404,1525.94,10.0,-1739.860107421875,3.432107925415039
648.247,0.288414,5.23177,5.53214,1.24993,70.819,10.0,-3152.13671875,12.929681777954102
223.862,0.170694,4.81448,5.18604,2.1918,13.333,10.0,-2705.591064453125,2.9568421840667725
3585.75,0.81635,9.00308,16.28511,0.585121,5334.59,10.0,-1500.34326171875,2.5199291706085205
841.39,0.359861,6.61719,6.9388,1.29465,55.5198,10.0,-2092.82470703125,3.3717145919799805
5235.97,0.862191,14.59092,18.57784,0.324623,5435.67,10.0,-1564.2615966796875,3.700828790664673
2242.51,0.570637,4.73434,6.42533,0.894441,517.402,10.0,-2590.75732421875,13.316943168640137
1024.33,0.408804,4.39281,5.52553,1.06252,29.5285,10.0,-3134.805419921875,39.64971923828125
416.254,0.256323,3.60433,4.84376,1.84551,18.6946,10.0,-3129.25439453125,8.917478561401367
1796.43,0.592762,6.16317,8.1793,1.06142,892.255,10.0,-1954.5123291015625,4.998802185058594
2726.58,0.742576,8.61904,11.31815,0.745226,1126.63,10.0,-1881.9984130859375,3.3618617057800293
514.869,0.499213,3.385,7.5389,1.48862,104.034,10.0,-3409.464599609375,44.48078155517578
5250.8,0.918676,17.16845,18.61303,0.234669,12670.1,10.0,-905.3955688476562,2.167238712310791
4135.69,0.85707,9.62308,16.33447,0.442453,3137.33,10.0,-1646.798583984375,3.5812203884124756
2629.52,0.638667,5.22978,7.67636,0.927758,477.773,10.0,-2053.947265625,5.127117156982422
1873.16,0.591964,5.81552,7.64999,1.00126,880.666,10.0,-2032.5599365234375,6.071432113647461
1695.53,0.574183,3.75556,4.83883,1.13678,190.483,10.0,-3167.9814453125,41.312721252441406
