Acc. Surface Area [m^2/g],Void Fraction,PLD,LCD,Density,Channel Volume,Pressure [kPa],CO2_uptake [g/g]
1148.89,0.426508,3.75673,5.6401,1.10771,118.738,100.0,157.37940979003906
3758.81,0.715645,5.82334,8.15393,0.686101,1224.67,100.0,116.40908813476562
3211.2,0.767306,7.4889,15.26792,0.647626,4044.02,100.0,33.81892776489258
3555.22,0.796192,9.05061,13.01729,0.552939,1631.22,100.0,35.9869499206543
6298.34,0.937106,18.90155,25.30744,0.16615,19469.7,100.0,27.762285232543945
1422.0,0.554361,12.09481,12.63462,0.930081,383.675,100.0,18.055931091308594
379.526,0.254958,4.80014,6.00629,1.62453,51.6085,100.0,61.94301223754883
1625.54,0.55942,19.66918,19.9166,0.77145,1002.05,100.0,19.30750274658203
163.157,0.129628,3.40174,4.55101,1.78509,5.35958,100.0,7.0340070724487305
2647.13,0.696725,7.09005,7.67733,0.889025,522.564,100.0,36.52769470214844
2017.98,0.608542,14.56589,14.71053,0.673695,487.978,100.0,20.98105239868164
5747.25,0.941237,21.55465,21.98742,0.165441,20280.1,100.0,26.573287963867188
1363.05,0.552513,6.04453,7.32159,1.26865,1619.88,100.0,30.090301513671875
568.155,0.260659,4.5908,5.31429,1.25127,14.1996,100.0,75.89348602294922
542.628,0.401869,3.38645,6.34828,1.34118,81.4896,100.0,81.13005828857422
1429.38,0.442938,4.25642,6.91434,1.01094,391.538,100.0,70.13607025146484
3638.46,0.714199,6.08562,8.02379,0.658321,911.459,100.0,130.76235961914062
1688.06,0.580053,6.87369,7.50313,0.993441,286.893,100.0,105.8878173828125
1427.79,0.48938,3.35162,7.85855,1.00675,438.368,100.0,63.31304168701172
4207.5,0.741167,9.49198,12.53218,0.485003,1544.98,100.0,44.0316047668457
1136.03,0.457752,4.65628,6.49282,1.27097,454.74,100.0,73.95832061767578
3761.49,0.766112,7.86522,12.67368,0.574815,1526.55,100.0,58.23578643798828
1062.89,0.462052,4.06568,5.60671,1.17154,46.5399,100.0,160.39344787597656
4326.42,0.776471,9.58021,10.72202,0.522724,1730.26,100.0,30.14820671081543
3950.79,0.762091,9.87481,12.20012,0.538972,1265.37,100.0,50.09870910644531
837.316,0.441762,3.49283,5.74125,1.35159,120.988,100.0,93.96829986572266
1110.4,0.383456,5.6326,6.21503,1.0975,174.596,100.0,72.52339935302734
1288.0,0.428058,3.80052,5.57901,1.04111,357.372,100.0,112.87918853759766
1586.77,0.525217,4.77509,7.55534,0.938623,237.707,100.0,173.008544921875
1132.73,0.4372,9.18905,9.3601,1.05246,158.518,100.0,19.379423141479492
764.666,0.341495,3.81396,5.54724,1.25783,76.9863,100.0,96.62113952636719
360.886,0.258631,3.5682,5.13571,1.54184,24.1975,100.0,78.610107421875
4592.76,0.829761,11.35621,14.81712,0.380391,4521.22,100.0,47.12297821044922
251.62,0.186655,3.67528,4.24048,1.6348,5.51926,100.0,55.666893005371094
685.69,0.306449,3.3246,4.93182,1.28475,70.7824,100.0,59.90045166015625
2260.63,0.694908,9.57452,10.00584,0.780513,723.087,100.0,71.85896301269531
4838.43,0.900371,15.32844,24.51072,0.266676,11293.7,100.0,25.97410774230957
2475.34,0.746844,13.58656,13.98012,0.622936,908.683,100.0,78.46975708007812
557.543,0.256456,4.43446,5.76798,1.31146,92.6855,100.0,65.56912994384766
1661.3,0.548408,4.25498,5.84228,1.05726,389.764,100.0,174.17547607421875
3163.1,0.730736,6.81768,13.09197,0.715213,1744.77,100.0,22.874408721923828
526.908,0.258302,3.7634,4.06605,1.37813,34.6414,100.0,63.938228607177734
2593.86,0.623415,6.813,7.45882,0.782165,261.415,100.0,158.44912719726562
3296.69,0.843415,28.58839,29.30991,0.322208,4541.31,100.0,51.12570571899414
2146.05,0.604353,5.43424,8.63818,0.959506,892.054,100.0,75.53296661376953
348.596,0.260683,3.7962,4.76002,1.53302,15.1188,100.0,86.20426177978516
647.743,0.330824,3.3683,4.32158,1.11307,16.7097,100.0,101.89366149902344
1497.34,0.530031,6.08835,7.23556,0.99743,218.582,100.0,134.0574188232422
982.041,0.461791,4.12477,7.81342,1.321,148.745,100.0,93.68608093261719
1286.56,0.551867,4.09656,8.50744,1.24145,372.012,100.0,125.57869720458984
1428.24,0.496702,4.43204,6.32823,1.37479,322.079,100.0,38.52875900268555
1704.44,0.555025,4.56495,9.68033,1.00299,590.655,100.0,47.48344421386719
1005.76,0.370917,5.37866,9.28898,1.213,559.753,100.0,14.647924423217773
970.929,0.337016,4.36718,5.82051,1.21084,240.743,100.0,58.1751594543457
5592.17,0.869713,12.00805,15.22974,0.32265,2568.08,100.0,21.51686668395996
5630.85,0.954892,24.29496,25.12239,0.138405,28558.3,100.0,26.842458724975586
1513.28,0.633819,21.46643,21.76802,0.749005,1287.44,100.0,7.692176818847656
1672.24,0.599132,4.93733,8.20519,1.12332,467.795,100.0,110.79357147216797
760.519,0.315601,8.3767,8.53943,1.17555,316.185,100.0,20.60747718811035
4687.57,0.868049,13.94298,20.39524,0.37395,6117.46,100.0,32.293601989746094
2170.59,0.617422,5.83369,6.8873,0.924549,224.168,100.0,190.12802124023438
4278.87,0.845741,9.86658,14.52932,0.431696,1988.67,100.0,32.58171844482422
1255.86,0.452502,4.14043,6.30082,1.13312,83.9209,100.0,105.21449279785156
645.047,0.336269,4.74645,5.28716,1.44461,28.4884,100.0,80.69803619384766
739.732,0.286398,5.28878,7.56137,1.34439,177.909,100.0,23.36762046813965
368.991,0.184687,4.18169,4.57331,1.20315,15.027,100.0,65.36759948730469
231.264,0.188113,3.43119,4.20216,1.52744,4.08122,100.0,15.538274765014648
1945.91,0.580468,4.41271,6.78067,0.940496,511.004,100.0,157.6880645751953
870.83,0.295788,4.26756,5.64253,1.14385,52.5396,100.0,43.78569793701172
1506.4,0.470347,3.75571,5.9672,1.00782,187.724,100.0,98.22612762451172
369.976,0.187188,4.71582,5.63204,1.38014,29.0665,100.0,41.40959548950195
3836.36,0.767434,8.44885,10.56422,0.559594,1442.97,100.0,49.89495849609375
1014.56,0.317211,3.76525,5.12246,1.10107,88.2176,100.0,45.57077407836914
1264.81,0.464801,5.15633,5.68734,1.33787,107.992,100.0,83.56242370605469
1058.58,0.43552,4.18604,6.52507,1.14372,97.1691,100.0,129.7068634033203
971.234,0.462253,3.45562,7.63031,1.2987,183.873,100.0,54.6955451965332
216.465,0.202822,3.41493,4.21511,1.3811,6.71877,100.0,32.789878845214844
3537.38,0.816306,11.87423,13.47693,0.578709,3512.74,100.0,43.298545837402344
1682.89,0.564754,5.92459,6.36734,0.935617,140.993,100.0,185.76573181152344
264.371,0.171709,3.77801,4.68786,1.58297,13.0961,100.0,40.65541458129883
2584.1,0.675004,5.24614,7.97709,0.841421,989.219,100.0,122.0095443725586
4816.52,0.816798,9.45603,15.12933,0.412767,2899.66,100.0,30.010692596435547
716.627,0.319269,3.53937,5.72002,1.33022,74.3598,100.0,57.38840866088867
1843.27,0.5669,4.55466,6.31442,0.990223,314.927,100.0,175.5555877685547
3876.67,0.675854,5.18528,6.88642,0.712264,1394.18,100.0,66.91899871826172
487.769,0.272545,5.73595,7.07414,1.79447,78.9027,100.0,26.260711669921875
4288.41,0.834679,9.19992,16.81607,0.425605,4117.99,100.0,25.811094284057617
5090.95,0.893449,13.29068,19.41722,0.294321,4936.45,100.0,29.461341857910156
688.827,0.290773,4.12499,6.87246,1.38266,227.389,100.0,46.20709991455078
1271.82,0.479488,5.83776,6.70648,1.06347,90.2654,100.0,121.32958984375
4439.79,0.736521,7.76909,11.09413,0.568847,1195.41,100.0,38.94029235839844
2390.94,0.565185,5.09845,5.54977,0.822084,161.439,100.0,150.19183349609375
3592.57,0.779229,8.89528,9.66804,0.680686,885.712,100.0,80.42204284667969
3459.78,0.74439,6.82523,12.48808,0.644485,1595.15,100.0,36.36806869506836
4317.88,0.755037,7.8314,9.96491,0.549802,1386.92,100.0,29.89810562133789
4743.68,0.82429,11.51165,14.30173,0.418931,2850.76,100.0,33.730735778808594
4239.33,0.799966,9.30581,11.87055,0.520137,1858.8,100.0,35.512290954589844
1090.77,0.416479,3.75492,5.38442,1.154,163.778,100.0,112.24971771240234
2934.81,0.706281,6.27542,8.28331,0.831397,670.793,100.0,44.528202056884766
53.027,0.0631686,3.31258,3.6759,1.4093,0.742818,100.0,1.6096186637878418
214.448,0.128861,3.30831,4.36734,1.33975,8.88674,100.0,8.944254875183105
1148.12,0.401816,3.5663,5.74252,1.0541,108.504,100.0,95.92371368408203
1719.66,0.618223,4.82071,5.87351,1.01364,92.6559,100.0,259.2336120605469
1581.22,0.524513,3.94622,5.89132,1.14161,244.126,100.0,113.29704284667969
2094.67,0.565554,5.63985,7.41014,0.8817,784.985,100.0,61.78323745727539
1373.22,0.47201,3.87454,5.73137,1.07763,120.287,100.0,115.83943939208984
1951.46,0.576616,6.67811,7.39759,1.00639,323.177,100.0,93.04570770263672
462.26,0.251751,3.7803,4.52383,1.48798,9.00926,100.0,57.55313491821289
4072.92,0.658717,6.66285,9.03985,0.603493,526.46,100.0,25.724000930786133
2243.64,0.737607,7.79447,8.16346,0.80406,315.463,100.0,217.91636657714844
2576.2,0.769704,9.22774,10.6882,0.807727,4012.31,100.0,23.224857330322266
1997.72,0.575582,11.18946,11.72914,0.828591,1036.85,100.0,42.39406967163086
1050.88,0.482239,5.6342,6.41321,1.19266,79.2134,100.0,150.79908752441406
387.939,0.180092,4.35357,5.98205,1.37948,47.5539,100.0,36.41139602661133
3091.36,0.719629,7.6442,10.29439,0.761804,1500.33,100.0,27.420778274536133
1800.53,0.554069,15.67959,16.07856,0.746555,636.475,100.0,20.771333694458008
4593.17,0.795258,9.36669,13.00483,0.444466,1628.6,100.0,45.94469451904297
921.982,0.440019,5.36167,5.97638,1.34827,39.9723,100.0,82.67774200439453
1675.64,0.626783,20.008,20.35421,0.664009,1163.86,100.0,8.023716926574707
1176.48,0.391109,4.74664,5.63017,0.995477,103.683,100.0,145.9610595703125
4694.03,0.803872,10.80238,14.76194,0.427119,1583.71,100.0,27.34217643737793
1667.54,0.506057,7.18082,7.88825,0.90817,252.006,100.0,55.782432556152344
3206.24,0.70093,5.46381,9.11663,0.723302,980.943,100.0,67.1426773071289
1923.32,0.691167,21.61833,21.94921,0.591491,1263.69,100.0,17.744535446166992
652.986,0.275323,3.66087,5.00042,1.29956,45.7894,200.0,103.08737182617188
1939.96,0.564731,7.46344,9.29123,0.798505,696.326,200.0,122.31779479980469
2620.24,0.676122,8.9453,9.17433,0.773465,527.879,200.0,180.59014892578125
1427.6,0.427086,3.88694,5.73732,1.10551,73.346,200.0,79.73828887939453
116.565,0.115039,3.53045,3.93033,1.5557,1.57814,200.0,45.3627815246582
2367.99,0.697585,10.44982,11.29164,0.724033,466.844,200.0,96.94290924072266
6044.03,0.88209,11.90508,18.41802,0.274788,4727.74,200.0,62.58622741699219
2630.98,0.588562,5.76746,6.81674,0.761637,420.424,200.0,151.78558349609375
1413.79,0.494744,4.38404,6.43021,1.03557,95.8967,200.0,224.45083618164062
640.764,0.306198,3.59539,5.10411,1.27516,11.8074,200.0,99.32725524902344
2859.62,0.689018,7.18074,10.08037,0.725803,711.609,200.0,131.6696319580078
2711.83,0.594338,5.05823,7.3019,0.815171,210.175,200.0,73.42533874511719
3168.98,0.788407,8.38066,16.20892,0.663072,4677.0,200.0,67.89551544189453
358.496,0.226024,4.53526,4.84094,1.41273,25.4803,200.0,83.38358306884766
1476.45,0.528434,6.61362,7.68688,1.05204,261.208,200.0,140.90487670898438
4413.18,0.819598,9.85243,14.7477,0.430891,3847.38,200.0,47.23807144165039
292.596,0.227562,3.90257,4.90626,1.65753,43.8119,200.0,66.62743377685547
1277.95,0.356259,6.05335,6.43625,1.0598,500.14,200.0,52.757076263427734
1485.97,0.523066,7.11459,7.69256,1.01206,187.282,200.0,162.7877197265625
844.592,0.412952,4.27323,5.54712,1.3501,51.7723,200.0,147.11517333984375
2877.75,0.648059,6.73231,7.28113,0.727592,405.33,200.0,286.4702453613281
324.682,0.222287,3.40363,4.09957,1.50618,4.94711,200.0,53.15849304199219
4520.29,0.841982,10.09835,12.71824,0.42752,2669.7,200.0,96.79027557373047
947.051,0.395973,9.72381,9.86119,1.08868,457.224,200.0,43.664939880371094
438.449,0.248193,3.34365,5.32955,1.32526,37.2649,200.0,66.48184967041016
3228.16,0.696978,6.50396,8.28829,0.732709,1843.02,200.0,93.1434326171875
2676.93,0.6922,5.07815,7.47804,0.793957,237.757,200.0,401.80267333984375
1405.89,0.579978,4.04503,8.33873,1.25652,381.428,200.0,189.894287109375
2587.09,0.735823,13.45002,13.78888,0.611743,738.77,200.0,142.77711486816406
4826.15,0.818868,8.43301,11.08241,0.456241,1666.17,200.0,90.04205322265625
3689.4,0.755012,6.96832,10.79788,0.644432,1548.35,200.0,48.04082489013672
1003.49,0.419045,8.22463,8.45317,1.25097,254.572,200.0,39.75076675415039
4551.13,0.831063,9.20719,13.07325,0.446435,1467.32,200.0,39.49332809448242
358.689,0.227286,5.77515,7.29346,1.58787,140.563,200.0,46.55025863647461
3076.68,0.774003,9.05346,14.47588,0.664853,2333.2,200.0,68.62291717529297
910.438,0.379921,7.02676,7.96427,1.3613,148.218,200.0,29.0056095123291
1127.89,0.461596,3.95316,5.36241,1.07712,109.391,200.0,167.91168212890625
1940.67,0.631492,7.25013,8.23024,0.888134,222.019,200.0,161.70045471191406
391.331,0.212919,3.66053,5.20943,1.60073,26.7689,200.0,47.541961669921875
2033.58,0.635753,8.39312,9.70549,0.92742,2445.31,200.0,87.3433609008789
3726.94,0.790337,9.44741,13.23024,0.536278,1398.66,200.0,89.23001861572266
5485.24,0.899451,9.53743,16.62467,0.286881,8729.6,200.0,61.00554275512695
903.428,0.367909,5.89863,6.94287,1.46213,179.166,200.0,44.73845672607422
1726.29,0.688974,7.86687,10.43089,1.164,894.017,200.0,87.63497161865234
3190.31,0.743406,10.2152,11.4034,0.645447,938.273,200.0,52.64583206176758
4664.87,0.832784,14.1154,16.73265,0.399539,4691.65,200.0,83.52973175048828
404.174,0.228302,3.64938,4.20811,1.42761,19.2305,200.0,65.39669036865234
1452.22,0.408661,3.79418,6.52085,1.07964,108.409,200.0,70.09008026123047
1314.04,0.560454,11.5188,12.06487,1.01058,400.248,200.0,59.67597198486328
641.667,0.317772,3.44338,4.6926,1.11923,29.042,200.0,109.78939056396484
5706.58,0.872611,14.00915,15.86829,0.296337,2987.01,200.0,68.02104949951172
1060.22,0.440184,9.82657,9.92273,1.12791,219.987,200.0,41.650726318359375
917.933,0.396626,9.99933,10.49844,1.17325,194.51,200.0,12.90766716003418
2732.31,0.676465,7.56011,8.18942,0.775192,425.998,200.0,291.83837890625
1666.76,0.704942,7.88437,14.33636,1.10392,2965.44,200.0,22.080705642700195
1573.56,0.560345,4.75241,6.24081,1.08728,127.359,200.0,198.85133361816406
357.306,0.287952,3.33858,4.3724,1.53433,10.1195,200.0,116.1895751953125
2411.63,0.584106,4.97823,7.13964,0.792651,523.097,200.0,246.32357788085938
1529.94,0.619542,6.95688,7.15871,0.985662,110.67,200.0,297.7350158691406
244.447,0.157936,3.80219,4.25336,1.34809,7.42745,200.0,62.052650451660156
820.464,0.469629,3.47769,7.54839,1.51106,170.857,200.0,108.05640411376953
3794.44,0.825273,8.71165,16.26947,0.553458,5419.45,200.0,56.773338317871094
428.515,0.289344,4.89826,7.10171,1.91471,115.022,200.0,55.989288330078125
927.017,0.429087,9.40117,9.66962,1.23116,152.813,200.0,38.29548263549805
970.298,0.334791,5.59583,5.75077,1.14194,44.4105,200.0,80.37110137939453
2353.29,0.733599,11.86093,12.54541,0.75628,587.098,200.0,121.31503295898438
2245.67,0.691209,10.39083,11.69955,0.752291,475.209,200.0,126.61722564697266
2829.47,0.78597,13.15606,13.60274,0.567252,796.257,200.0,212.9624481201172
5150.23,0.785568,8.54242,11.05766,0.430906,2815.69,200.0,67.60470581054688
2541.89,0.626883,4.8153,9.03275,0.844731,731.457,200.0,77.89008331298828
299.814,0.13293,3.97588,6.02115,1.45626,26.4696,200.0,21.093524932861328
444.971,0.277966,8.17089,8.80222,1.74629,102.448,200.0,28.703157424926758
713.711,0.465322,3.50727,4.99124,0.989693,27.7349,200.0,216.41195678710938
1932.32,0.589561,8.30433,10.24738,0.980188,971.809,200.0,40.16226577758789
800.879,0.292361,3.85376,4.77427,1.2469,63.0217,200.0,72.73503112792969
2795.95,0.760936,11.88155,12.37897,0.650993,877.991,200.0,207.5687713623047
1330.09,0.680184,9.70864,10.74241,1.20374,400.278,200.0,105.91893005371094
1314.64,0.449595,4.88835,7.29186,1.081,450.483,200.0,99.79549407958984
5361.73,0.904578,13.96256,24.7303,0.266769,10848.7,200.0,60.53428649902344
669.768,0.320096,4.14496,5.8685,1.56611,72.5138,200.0,59.01166534423828
4547.25,0.804554,9.50763,10.22665,0.53133,999.857,200.0,194.98789978027344
2064.98,0.741566,9.52567,15.44652,0.935609,3584.51,200.0,36.919532775878906
1031.37,0.416008,4.79665,6.87977,1.10661,247.924,200.0,153.58309936523438
449.677,0.441656,3.71905,4.39592,1.74826,13.7028,200.0,129.74920654296875
745.962,0.320812,8.55679,9.14787,1.18966,119.965,200.0,38.15528106689453
1001.17,0.417439,5.82728,6.38816,1.19002,59.0067,200.0,128.38356018066406
2513.88,0.588787,5.88574,7.36183,0.785905,779.216,200.0,145.34896850585938
3429.69,0.763885,10.84662,11.26271,0.556079,1426.26,200.0,223.17396545410156
2192.06,0.623899,6.12496,10.11213,0.921148,1044.75,200.0,135.57763671875
1443.71,0.440952,3.66757,4.75854,1.12288,103.105,200.0,75.73397064208984
2754.62,0.612723,5.79661,7.92061,0.753947,427.982,200.0,160.80894470214844
998.876,0.310821,4.04197,5.47172,1.12899,83.4604,200.0,89.28582763671875
525.528,0.342296,6.85231,7.47798,1.66342,105.814,200.0,92.43291473388672
2588.39,0.62356,6.26097,7.63691,0.785669,318.91,200.0,160.18861389160156
4713.86,0.837215,9.78493,11.36631,0.423394,2401.43,200.0,52.36802291870117
89.075,0.102716,3.40653,3.86071,1.60741,2.21383,200.0,36.37813949584961
3723.5,0.795453,8.27122,12.38937,0.548153,1542.48,200.0,98.52809143066406
4657.64,0.853178,13.7681,19.91897,0.350238,6007.14,200.0,64.0247802734375
3374.33,0.726264,6.24978,9.73165,0.720586,810.327,200.0,82.35099029541016
1039.5,0.420824,5.31813,7.07233,1.20704,136.042,200.0,135.6897735595703
5078.21,0.903675,13.96512,15.52826,0.291771,7720.68,200.0,36.323421478271484
3888.25,0.811406,8.76241,12.39191,0.536671,1352.35,200.0,36.166221618652344
2760.28,0.663634,9.18766,9.7535,0.658353,498.926,200.0,125.86170959472656
2493.95,0.635411,5.27939,8.85984,0.884009,1064.52,200.0,183.52456665039062
855.487,0.352154,5.64522,6.64682,1.29109,181.033,200.0,64.13495635986328
830.521,0.492995,6.30782,6.8535,1.50925,168.812,200.0,136.1703338623047
1706.15,0.565227,7.66013,8.01732,0.893679,214.548,200.0,159.1778106689453
2769.45,0.775477,13.53529,14.03996,0.578453,780.363,200.0,194.99249267578125
2279.86,0.596801,4.57655,6.73213,0.985697,713.142,200.0,182.48468017578125
952.839,0.483366,5.62122,6.8331,1.41807,123.566,200.0,129.79869079589844
1076.25,0.533068,4.8859,6.403,1.57729,132.85,200.0,126.50828552246094
3044.65,0.79092,13.6853,14.1728,0.546209,773.54,200.0,196.2552947998047
4272.99,0.808205,10.28641,14.8741,0.458105,2700.2,200.0,35.09284210205078
1007.63,0.330023,4.47115,5.22021,1.26046,86.8332,200.0,60.95481872558594
2926.84,0.62391,5.12171,6.27277,0.852846,367.983,200.0,140.66241455078125
1571.62,0.499198,3.35002,11.20251,0.912347,429.331,200.0,57.70024871826172
352.106,0.226377,5.7591,7.20035,1.60375,137.847,200.0,46.35948944091797
2968.75,0.689125,7.46666,9.32207,0.765495,635.418,200.0,61.434112548828125
2081.02,0.554202,5.79264,9.28873,0.943386,464.851,200.0,38.7222900390625
2677.63,0.642306,7.12597,10.19107,0.727457,2448.27,200.0,100.23200225830078
3268.22,0.730681,8.86367,11.12971,0.658322,831.324,200.0,99.66571807861328
2766.8,0.571765,4.92847,7.49264,0.787698,847.009,200.0,79.52468872070312
4908.76,0.843639,10.14821,14.09329,0.413516,5419.3,200.0,46.784515380859375
3994.83,0.710392,5.59024,7.67102,0.646807,699.338,200.0,250.14088439941406
1390.45,0.435041,3.81335,7.03162,1.05178,102.773,200.0,71.0350570678711
516.427,0.289196,3.43205,4.73249,1.31423,12.6822,200.0,126.26954650878906
5537.69,0.905441,13.78559,23.00352,0.252104,9943.31,200.0,53.340179443359375
169.414,0.176735,4.25505,7.01177,2.60257,93.2225,200.0,24.715394973754883
712.885,0.432243,3.84481,5.24665,1.49517,21.2363,200.0,127.14476776123047
3984.98,0.823838,11.4404,17.51566,0.468571,3876.4,200.0,69.06981658935547
4579.08,0.822078,8.57567,12.7548,0.472911,3205.19,200.0,42.50910186767578
990.162,0.348465,4.9034,5.88243,1.15351,122.878,200.0,95.58341217041016
4655.95,0.783739,10.12427,11.89356,0.468817,3058.79,200.0,64.06890869140625
4155.96,0.770009,11.54158,13.20906,0.482466,1563.84,200.0,70.5596694946289
1107.31,0.384252,6.09396,6.56346,1.09093,128.482,200.0,116.93653869628906
2381.95,0.596016,4.95282,5.96644,0.898419,175.243,200.0,154.57272338867188
1242.22,0.380288,6.2318,6.49091,1.01196,198.144,200.0,117.91610717773438
965.9,0.312302,3.76385,5.67074,1.08909,113.919,200.0,103.8615951538086
1388.09,0.57265,4.45457,8.93568,1.41964,213.525,200.0,144.30929565429688
531.863,0.254877,3.5495,4.73064,1.38131,15.4386,200.0,97.9727783203125
2325.76,0.639996,7.82211,8.76059,0.815276,341.477,200.0,155.66551208496094
749.283,0.298268,3.51345,5.23427,1.13309,30.0563,200.0,105.24703979492188
1134.97,0.439009,9.28704,9.39031,1.05389,156.776,200.0,42.132568359375
355.836,0.19483,3.95334,4.45676,1.27264,6.95785,200.0,67.61295318603516
4057.41,0.704817,4.9969,7.66693,0.633288,720.892,200.0,229.50205993652344
2335.25,0.620467,8.60329,9.26023,0.728375,490.605,200.0,137.14564514160156
6298.34,0.937106,18.90155,25.30744,0.16615,19469.7,200.0,55.53639602661133
238.381,0.163918,3.60942,4.22581,1.31955,11.6907,200.0,64.7089614868164
277.153,0.192594,3.68086,4.54518,1.76866,10.737,200.0,53.89460372924805
705.256,0.326297,4.57814,5.37162,1.4326,71.1271,200.0,87.98942565917969
2120.03,0.56249,6.13604,7.22689,0.829062,263.951,200.0,156.19808959960938
1764.81,0.627111,7.77795,9.81294,1.00644,618.97,200.0,109.49156188964844
2032.38,0.681315,7.61356,9.78773,0.994683,875.599,200.0,84.52279663085938
4026.66,0.765989,8.79999,10.96934,0.534031,1375.67,200.0,94.43861389160156
2716.78,0.675375,5.87922,8.1961,0.787627,1118.77,200.0,138.7438507080078
1140.01,0.493044,6.06087,8.75631,1.33566,207.971,200.0,97.95188903808594
1688.06,0.580053,6.87369,7.50313,0.993441,286.893,200.0,187.11439514160156
613.95,0.286509,3.98704,5.29143,1.50075,38.1755,200.0,59.152591705322266
183.046,0.145111,3.49502,5.09784,2.12068,18.5786,200.0,6.908984184265137
3568.57,0.747939,7.50258,13.10108,0.632253,1861.65,200.0,45.50098419189453
3453.31,0.759924,7.67728,10.94306,0.640348,600.314,200.0,63.20262145996094
4274.92,0.793325,9.03432,10.85431,0.521351,1914.38,200.0,93.7303466796875
383.182,0.304549,3.63559,4.28084,1.80253,20.4479,200.0,100.72682189941406
203.359,0.160429,3.43066,4.18005,1.61298,8.96401,200.0,47.9699821472168
5851.74,0.866192,10.92072,13.50709,0.341349,3228.36,200.0,69.44467163085938
2659.43,0.663557,4.1393,9.84645,0.825693,2669.27,200.0,141.19189453125
581.839,0.283018,6.7614,7.96195,1.61911,238.256,200.0,29.256160736083984
1515.87,0.478319,5.67384,6.77716,0.893362,159.632,200.0,165.8459930419922
892.422,0.407548,5.05351,5.83426,1.20847,46.7674,200.0,143.42401123046875
895.375,0.370052,3.90831,7.08003,1.31468,76.1831,200.0,65.02732849121094
2434.89,0.664563,3.87044,11.2976,0.775887,1061.82,200.0,195.72093200683594
370.463,0.237761,3.36489,4.80675,1.27977,11.8725,200.0,54.18441390991211
4990.42,0.818167,11.93545,13.35974,0.447844,1401.7,200.0,131.34225463867188
1945.95,0.593745,5.2735,6.7457,1.21847,383.648,200.0,77.24755859375
1132.73,0.4372,9.18905,9.3601,1.05246,158.518,200.0,40.87608337402344
2827.3,0.626975,4.97237,7.33074,0.754874,701.333,200.0,264.1944274902344
3025.99,0.667544,8.47307,10.87851,0.708864,681.534,200.0,222.078369140625
665.568,0.410416,4.68001,5.50547,1.11589,31.1542,200.0,132.51194763183594
1857.33,0.675039,4.82691,5.37861,1.02513,82.3895,200.0,331.8651428222656
2315.89,0.593158,4.60168,6.17938,0.930848,487.825,200.0,206.61602783203125
1243.7,0.400143,3.58892,6.35817,0.997104,177.315,200.0,122.53730010986328
465.443,0.330114,3.62152,5.00707,1.76557,55.5404,200.0,112.15715026855469
1820.41,0.428259,3.6603,4.94822,0.831817,143.111,200.0,116.53358459472656
1504.44,0.590537,12.47221,13.01216,0.920381,419.591,200.0,52.575984954833984
3602.88,0.750593,11.26199,12.28947,0.565485,1285.56,200.0,80.24178314208984
825.057,0.305383,5.26352,8.20458,1.24496,202.27,200.0,62.52787780761719
93.0964,0.0812732,3.41064,3.97871,1.52219,2.734,200.0,15.09178638458252
212.236,0.133459,3.64501,3.98037,1.46519,7.21848,200.0,5.262914180755615
453.273,0.321959,3.62566,5.17034,1.67335,25.8834,200.0,93.4798583984375
2366.09,0.685306,6.5684,10.17807,0.859744,1208.83,200.0,167.66001892089844
1553.74,0.479657,4.23055,6.0453,1.07435,303.266,200.0,145.41879272460938
1171.14,0.469622,9.23772,9.53915,1.03407,160.971,200.0,83.83464050292969
2338.57,0.644677,4.7506,8.0246,0.921042,761.483,200.0,178.86740112304688
1180.82,0.400661,5.66266,6.33861,1.21556,449.807,200.0,106.5148696899414
1524.31,0.479248,4.24602,5.18113,1.03973,150.814,200.0,212.6502685546875
3311.66,0.723687,6.34454,8.06886,0.693277,839.545,200.0,143.74081420898438
844.786,0.334053,9.45709,9.64211,1.073,158.318,200.0,29.170969009399414
855.713,0.481562,3.72645,4.88193,1.12704,2.7138,200.0,205.6763458251953
944.884,0.363286,4.66316,5.22062,1.34265,64.0444,200.0,113.2266845703125
2685.89,0.585846,4.63677,6.37099,0.94174,609.861,200.0,121.19139862060547
1266.66,0.466872,10.81669,11.25907,0.982604,253.038,200.0,25.780282974243164
862.331,0.491023,3.62087,7.66713,1.35829,296.946,200.0,113.31367492675781
634.175,0.269179,4.7566,5.76657,1.23128,95.8971,200.0,99.7168197631836
4579.48,0.862896,9.51786,21.05198,0.438041,5611.94,200.0,71.20848846435547
690.86,0.289117,8.586,9.06252,1.14935,108.496,200.0,41.76572799682617
584.948,0.24843,4.37194,4.62357,1.36445,17.9144,200.0,65.68492889404297
4660.15,0.824049,11.65474,13.14478,0.415931,2252.98,200.0,80.63408660888672
5090.81,0.846773,14.12606,17.39021,0.355688,5375.57,200.0,84.0326919555664
2170.59,0.617422,5.83369,6.8873,0.924549,224.168,200.0,294.5849914550781
1013.19,0.366212,3.70829,4.86052,1.10705,24.2917,200.0,98.5176773071289
3082.8,0.718983,10.39974,12.46717,0.61286,524.519,200.0,77.8905029296875
2462.72,0.613644,5.34107,7.48961,0.823756,677.165,200.0,215.3443145751953
368.991,0.184687,4.18169,4.57331,1.20315,15.027,200.0,75.40351867675781
3671.18,0.733699,8.35385,14.48009,0.560854,2622.06,200.0,48.22311782836914
