Feature,Mean_SHAP,Abs_Mean_SHAP,Mean_Abs_SHAP
Acc. Surface Area [m^2/g],0.0018978094283917798,0.0018978094283917798,0.06692491066190359
Void Fraction,0.060866154752628056,0.060866154752628056,0.21075139097765044
PLD,0.0,0.0,0.0
LCD,-0.00013031621327721715,0.00013031621327721715,0.0037181132029919226
Density,0.0003142195233019138,0.0003142195233019138,0.021327165822332773
Channel Volume,0.0046304857295523414,0.0046304857295523414,0.02477988988227911
