Log (x0),Linear (x1)
0.7909535247811692,0.9086278027848906
0.46692403854925413,-0.494750825735669
0.2255366556489693,-0.056488558617316276
-0.7745601924251684,0.2078029627676563
0.16053160361057195,-0.46543098791169557
0.3472893800759327,-0.4733128851427233
0.15914029234261617,-0.9255979296639629
0.21324505651408665,0.8601009040170708
0.1395667779968246,0.20435475748125986
0.168494584772086,0.3939320013369494
-1.1312145869330008,0.015933123115085657
0.4437373524176995,-0.5067683237411913
-0.26247590500911866,-0.9694566975102045
0.17102733859555164,-0.1607476346063983
0.3922074153591215,-0.16239501959585456
-0.32607623960774546,-0.7042261813408401
-0.11769987580049723,-0.3641720746977717
-0.7866832071615808,-0.7889241887557241
-0.12274777194910125,0.8702668894015846
0.2707986517566616,-0.7605993321209805
-0.9864106904249256,-0.029680050018938364
-0.6154476423673332,0.5054308443642626
0.5817707145254971,-0.3126188120375746
-0.23691079489347233,-0.5125094855050705
0.08236527826716289,0.19747020133159454
-0.11673915965468251,0.46185850627671576
0.73491535585121,0.5442018711166179
-0.887188970545335,-0.32846427044586746
-0.22962956438395077,0.7894966691537997
0.6173495201327817,-0.6045164627280428
0.3716767872600695,-0.04300181076998344
0.3936986735727177,0.14216153690438116
0.6629008262375105,0.45318229868023474
-1.4135638069559784,-0.5126396463149354
0.19495957192648028,-0.16174061585619803
0.2752990265382558,0.8301659015386187
0.46046068576925303,-0.3497798978852631
0.4272963048294083,-0.8235607679258201
0.3271358075574855,0.5676581802021903
0.6644340248800185,-0.5843632477800274
0.18768083079287612,-0.6965444240071674
-1.0112244626044273,0.32165824280357147
-1.1182524399679947,-0.2882403273261094
0.01829542929764183,0.7876151085831518
-1.2645400886547886,-0.08245406762544083
-0.20025342349017716,-0.5799024082294308
0.4401706630402009,0.7111847939274945
0.6727582592932804,0.688806521590285
0.3406505127136059,0.7098462221094746
0.09959400003738428,-0.19911636575216352
0.31793747783486337,0.5503158521671074
0.4905690285300488,-0.3511804423201892
0.47930509963928025,-0.5136295308103775
0.6314448745266639,-0.6009292760685543
