Feature,Mean_SHAP,Abs_Mean_SHAP,Mean_Abs_SHAP
Current density (A/cm2),4.01635491677761e-06,4.01635491677761e-06,4.01635491677761e-06
Voltage (V),0.001928808375530832,0.001928808375530832,0.001928808375530832
Faradaic efficiency,0.0035521662035734236,0.0035521662035734236,0.0035521662035734236
CO conversion,0.005160478524172276,0.005160478524172276,0.005160478524172276
Crossover rate,-3.697812431070261e-05,3.697812431070261e-05,3.697812431070261e-05
Capture energy (MJ/kgCO2),-0.00024153362715745912,0.00024153362715745912,0.00024153362715745912
Electricity price (USD/kWh),1.713299273081667e-05,1.713299273081667e-05,1.713299273081667e-05
Membrane cost (USD/m2),2.4700829983658015e-05,2.4700829983658015e-05,2.4700829983658015e-05
