Exponent (x0),Linear (x1)
-1.4471754414028046,-0.7052683082710707
0.5820915855866384,-0.32342400037085994
-1.053000879171952,-0.3973775099852448
-1.7103273204710163,-0.4361043091503798
-1.1706087184964087,1.0411922225493715
4.284308052738036,-0.06715984241127604
-1.8240095839308574,-0.27356008194031056
-1.7002826035347813,-0.37075664422042287
-1.8161937310558707,-0.4708257881892588
-0.9121312534633772,0.32127753918115376
-0.8068235504727514,-0.8219510746156644
-1.8721095097166038,0.6984540298243558
2.3932958673343174,0.12834513277727755
3.5876168084472897,0.46490761780745116
0.4312391373665596,-0.6413367895017985
-0.05066016719434763,-0.40079229821959506
-1.8640755210939233,-0.7710226188123883
-1.8711478196571605,0.2431662021498353
-0.8680640960733061,-0.07012218466785203
4.345651293289566,0.39125391138193777
-1.867046914974161,0.603541449519102
0.9635744635467349,0.36598819334917265
-0.5776619678740611,-0.5080915318182202
3.6346373363441176,0.3872542511008028
-1.707650922735286,0.7882571086701337
-1.8960603952920192,0.6452446953722804
-1.5866115492190636,0.6490756016799342
-1.9069695594143514,0.6207861372041719
-1.6276040199589983,0.6455774305045293
-1.7563625177880244,-0.0942868546566713
-0.8776703390470996,0.9312116457523744
0.8258500707130035,-0.8055054070524651
0.7811952054056885,0.9355261525659648
-1.7969241097707802,-0.7438149191323191
3.124389058380231,0.07772549703395715
-1.8496554907851723,0.1734078260066214
-1.7682941609247935,0.1003015163619636
-1.6864088364997882,0.6584308025243684
-1.785254447750671,0.14721066427966334
-1.6280730054744748,0.6311478424141868
-1.8117502733107615,-0.2890032062427563
-1.5394725721210825,-0.37076235328748575
-0.950322716942246,0.5352799136420955
2.182897414488845,0.0694377886559594
-1.878464210078043,0.1421750705580751
1.0126332510888085,-0.3256553082232192
-1.3236814115814384,0.9035741811576792
-0.4495014908046081,0.2702640457612221
2.772941037344716,-0.7536217575851061
2.8557467294535988,0.6465868576522196
-0.416749690364829,0.44612817072293265
-1.4765443008433738,-0.09958145969510701
0.5604945398785603,-0.1733242727586486
-1.8487541146986968,0.7526453139398974
2.257570375207769,0.0019592299053714513
1.296834761034734,0.8656649291544904
0.0808915736456105,-0.6345605667749915
-1.8642957789353924,0.39509706886198903
-1.6168224106929572,0.6845881695414565
-1.6635646550316956,0.4174919778534947
-1.4569363149669896,0.806210623051185
-0.8981101198869741,0.4366746898861442
-1.7415641721937694,0.9389832780713618
-0.7161008749839081,0.2532811425565268
