Feature,Total_Effect (ST),First_Order (S1)
Primary (x0),0.3130863878288751,0.2202863143794632
Oscillator (x1),0.6876895816425712,0.6878712779772544
Zero-effect (x2),0.09476784398657774,-0.0005293210871629325
