QAgNO3(%),Qpva(%),Qtsc(%),Qseed(%),Qtot(uL/min)
-0.11003546681364286,-0.006241928347612107,-0.04555353723198134,-0.0355529010529433,0.009032828174216911
-0.12701893574905182,-0.019454959998681857,-0.06993992816553558,-0.1225970104758031,0.01401737108958595
-0.08935619128028911,-0.0189705727256832,-0.08247381159670297,0.3017762224750725,0.02647174648339474
0.22062194129316662,-0.00019977529940523597,0.06446284313205881,-0.0004896181485340666,0.05688212931179055
-0.09935542071090342,0.039067835004784765,-0.03519515409409621,-0.08528648521681212,0.03020202026307056
0.21124379385567374,-0.002388409776586442,0.034402349767540454,-0.007920771050435637,0.020445027600543172
0.08557231328870359,-0.019861015697700463,0.04890153993725897,0.1665508434601567,-0.011395249281460462
0.18100501091349747,-0.0023180859774009355,-0.016779874096775185,-0.12552991715839118,-0.023435783293023715
-0.09550813028682627,-0.003389659144610868,0.12365223960690268,-0.13041974449979515,-0.01693685753395839
-0.14163347817454403,-0.011327695850913859,-0.072094945662432,-0.1335702111285755,0.007939423915852784
-0.09893042287156358,0.013072106388952592,0.15426836241493125,-0.10701852836649321,-0.06307419228834618
-0.12194726649432258,-0.006180435601879171,-0.055350977210778037,-0.04488439662628667,0.008439520531733885
-0.058226044873317166,-0.020701452615876303,0.18810497728549588,0.20813767072086434,-0.23303627275830535
-0.06697036719531597,-0.02073107472397459,-0.08440525608105386,0.2978586588471719,0.02902353638726026
0.08901604113847571,-0.0011360942820545783,-0.015512861222157831,-0.01861351626419,0.03961673937611243
0.09530136121239051,0.008708352164778624,-0.039561953951844746,-0.0473012806584125,0.02334746213197975
0.07982684411367558,3.100091325730636e-05,0.0011277426018785485,0.0309656041571821,-0.004983374048804037
0.01588775509924295,0.029837760936545266,0.021764773963161038,-0.13512601680556705,0.024420477947747172
-0.08973066882027285,-0.018929466920264926,-0.06694951499070267,-0.07350141920357009,0.02088518108255516
0.18055774949809703,0.013075644064003062,0.0612655001195891,0.09792572843672111,-0.004435652807020518
-0.09192122308638243,0.01009483845106049,0.12139065197296638,-0.12185583113852881,-0.011726664281744365
-0.11192837881736474,-0.0060722333226764956,-0.0585174667131446,-0.03253662337066406,0.006859722268771573
0.04853653550338246,0.006501855530444453,0.03275944208711703,-0.08552329879124591,0.03707480881638821
-0.08821839300596221,0.004784480261579377,0.12975585877222873,-0.13096288318869057,0.0081132875901144
-0.07406614159778252,0.004296946208119379,-0.08444259313196699,-0.16000898271609107,0.018886458815906584
0.012632014629380043,0.008123210463610373,-0.03194332941593949,-0.005768987243993261,0.005221540634604865
-0.11356642765212838,-0.013427300260494174,-0.0515839961445895,-0.03611172170457331,0.006047734149114775
0.23248509101688142,0.007290694317136487,-0.01393357628520948,0.03187694874551572,-0.007769222725715452
-0.1275082480664215,-0.0041130887575526985,-0.0654521135261992,-0.061616582591455506,0.005516789920701537
-0.12194726649432258,-0.006180435601879171,-0.055350977210778037,-0.04488439662628667,0.008439520531733885
0.08901604113847571,-0.0011360942820545783,-0.015512861222157831,-0.01861351626419,0.03961673937611243
0.12058477802377579,-0.02593499403059671,0.009641855837174286,-0.04078733810179664,-0.05558103026955639
0.03806490961646448,-0.01371828801913532,0.003182636384280506,0.007389492700986375,0.013487776950964253
0.2169263477015589,0.016232822347536403,-0.02369490268946041,0.15442225321790337,0.007589383569603314
-0.1275082480664215,-0.0041130887575526985,-0.0654521135261992,-0.061616582591455506,0.005516789920701537
0.013936550765119796,0.003629266461971644,-0.05808357233313295,0.018465587177549127,0.00927613801723668
0.18100501091349747,-0.0023180859774009355,-0.016779874096775185,-0.12552991715839118,-0.023435783293023715
0.19528261183000079,0.011099224264689027,0.07277603651509,0.050376632787247834,-0.009512554181136446
0.042834481420924886,0.012535647369410114,-0.05323442372107145,0.15821766705847867,0.003607782574170687
-0.06697036719531597,-0.02073107472397459,-0.08440525608105386,0.2978586588471719,0.02902353638726026
0.23078076825027857,-0.005931532905185721,-0.016626395899362486,-0.10647816740266787,-0.01713244707926505
