point,feat_idx,direction,dominant
0.10401002642579545,1,up,False
0.19824561241425967,1,down,False
0.28646616099920486,1,up,False
0.3185463604846395,1,down,False
0.32857142282383783,1,up,False
0.44085212102285903,1,down,False
0.5190476072686059,0,down,True
