Interval_Label,Oscillator (x0),Linear (x1)
0.10 < x0 <= 0.10,0.0,0.0
0.10 < x0 <= 0.34,44.69630432128906,2.0429434776306152
0.34 < x0 <= 0.41,9.628992080688477,3.6468286514282227
0.41 < x0 <= 0.65,69.58963012695312,4.244104385375977
0.65 < x0 <= 0.90,40.218929290771484,4.485936164855957
