Angle (x0),Linear (x1)
0.8846865638896269,1.5210392235391943
-0.5952930551755268,1.1031807051369575
0.5768398461950106,3.8414729119073456
-0.04286006481012361,-4.875586974812112
-0.7493692712172937,-3.0595671885619566
-0.3821717207813453,-4.507522968401168
0.5841352043396468,-4.410313824627787
-1.036132673072732,-2.501661240373996
0.5379310302431604,-2.524890047597225
-0.6064712750114991,-0.013151372601443723
0.7205538059496308,-1.955802519161626
-0.6403246081784895,-4.711031473309857
0.7789021828770007,0.6847228242642606
-0.6421441207604595,-4.390237401344942
-0.7854274117386151,3.5110174077477145
0.7453425854929325,-2.005750747728961
0.6076930522257507,0.9159920422839245
-0.9154439264426077,-4.955271796295912
0.19764429255783433,-3.555627637212144
0.8961634634624511,0.1529555929972899
-0.9421961369787422,-1.3351007727401725
-0.9930845019436834,-0.7752534099795001
-0.6390752301895116,1.497074097507328
0.8481091562452301,-0.37410815787103313
0.4367429368336997,-2.767999878293312
0.3375988658781708,-4.347842273665573
0.403292555606491,-4.736770801444293
-1.0823819522645106,1.7831400207510535
0.8190597363003411,-0.5447351714357485
0.5679475082488765,1.6245817290956461
0.4710664928067523,-4.918685165929556
-0.4164077875500989,-2.8415201933723413
-0.7115062867755304,-4.032369892781459
-1.0951456091602385,-1.1219933913971076
0.2179925895224637,1.5364833004587235
-0.9581990094505559,-2.914655154055408
0.8597994617665838,4.1790242000703985
-1.0979956414908996,1.7392815538852433
-1.0976019088982503,0.5426441611410764
-1.0890429072016303,-1.8843746031771245
-0.2506781877790698,3.75654996121411
0.7276967731362989,1.033287278998535
-1.0966075815998102,2.374624349950101
0.8793601345562054,-5.253556411258601
0.8964618230233616,1.1212408922177335
-0.39996350113558776,-5.305957561717982
0.5479896765306229,-2.540420710386952
-0.4210737136114,4.440996989224403
-0.1789579877860454,0.23034850039784402
-1.0974997677551799,0.08111242095949978
-0.327515628282399,3.177492905708192
0.19015811230163937,-1.969061132167154
-0.13260825495253314,-5.1256771194151245
-1.0979330840087662,-0.9337920469604872
0.3855473984840465,-2.2422178071842684
-0.7912371919084817,-5.2547394158669
-1.0870147222635822,-4.900294150025462
-0.39547021865972143,-3.5408968406482972
0.8047120135171593,-0.5264529903240072
0.7930797573993287,4.014554937721563
-0.05264061292162214,-4.750227685455917
0.17152273995069656,-1.1593923224136025
0.8706567793137769,2.6126465258182066
0.5273201045128477,-2.807256408270094
0.8925499619826267,-0.23234466484118588
0.8538100172278864,-4.3360352445194525
0.592438972249868,-0.8902580689085575
0.2733593505812193,-4.948569003891738
0.00990692710374963,0.912626660690915
-1.0602273137363167,3.248857425902366
-0.7802110611442052,-2.109139817601318
-0.9100135266471203,2.0800965345499325
-0.557714445079355,-1.267508238739146
-1.008758767455598,-5.198257193290942
0.0686139205193339,1.946174615337209
0.02245772988792538,4.189016341323093
0.32565603307343505,3.9840934194904376
-0.7960703033118324,4.270427537758289
-1.074591269936846,-5.049198484246611
-0.6399986119391521,-3.420227533831695
0.5203937157796616,0.8982773762469423
-0.5431381645170736,-2.143032844762048
0.8797858475180744,-0.18603514509275054
-0.7623201951141545,-3.4893549456926274
0.6532332390694298,3.0699080673786563
-1.0557747796556889,-2.274906206812374
0.4605551826499372,4.516455941145212
-0.9312729146111474,0.5571237049703633
-0.432407037510782,3.3139677499992346
-1.0979098001215286,-2.046166781206374
-0.9568087398313324,1.483988255134178
-0.805658081708506,-2.7492782218185905
-0.6440674757909992,0.8575174967085635
-0.13221456420511846,4.14239800708294
-1.0768173333266993,4.001505991459498
0.6530892339144629,-4.548403046467407
0.7090446760939957,1.723634291478062
0.18895109094625884,4.400240770323164
0.8758990536699205,-0.22286374827529098
0.8295031180191001,-1.8045065618912997
0.6507238735471912,-5.204274168515049
0.11450752145914489,-1.8318046972722275
-1.0830250275328315,-1.0553884489912908
-1.097915262573117,1.9061499630981749
-1.0912513574697984,3.535295925270029
-0.7143928173339766,3.722953826558637
-1.0928134560798117,-3.984708841231236
-0.6748830216557495,-4.3108842686298825
-1.0525371009862856,-2.3929325880359764
-0.8678083709053923,3.680081439261902
0.7745068638575505,0.10819868951672384
0.13881673677966266,-1.3769599610172485
-0.5542329099042975,3.8377034466228777
0.5489405607481902,-0.7895447396726856
0.23571049002133648,-5.027516650853349
0.681050359919313,4.047877560269026
-0.7265125659619818,2.0912146590063108
