Log (x0),Linear (x1)
-1.5812355386805257,-0.21194246869169753
0.683535521651701,0.23304438189256782
0.7454424493177074,-0.37822675315517773
-0.37909486477692445,-0.8764204136576667
0.4173124628662752,0.7696808578608476
0.6104820095174046,-0.913531750230755
-1.5324335903122364,0.9734986449491261
-0.9380597136317754,-0.29720830218796834
-0.6644737304777215,0.2837869781028788
0.5030169363440968,0.7589009618558096
0.7143922310281352,-0.4243764712040934
0.26885962928823615,-0.7370253666298545
-0.537450274598005,0.5813025890360901
0.33837851156369014,0.4343877884705778
0.7445168067682117,0.89220059973057
0.755178348378277,0.497652723916868
-0.556797099450995,0.8015084191518236
0.1294482601024478,0.2928700335669723
0.24526073089144962,-0.6656362485279304
-0.21912645574202094,-0.46855874798502284
0.581941143737752,-0.7888098397715311
0.6508353852513282,-0.8502532053457348
0.7009277770602316,-0.08867150054734707
0.6309814767585535,-0.8558804012503789
-1.4907880559519242,-0.5464965372319144
0.29535874276558416,-0.538272385533823
0.47436617888234744,-0.6915313010488839
0.4786772876641381,-0.12220139262285379
0.4169588378758562,0.38984752098173314
0.4859481182549603,0.5051951922140054
0.4591736135411868,0.5095783100236322
-1.0756144421505942,0.1589652063919491
-1.3836775461906539,0.008183818267885945
0.3394881785408821,0.25140355896029143
-1.3469667622382082,0.45364486757803046
-1.1872188880664594,-0.40951073373042957
-0.005001917157221758,-0.6330241095667803
0.5969347075842053,0.2942756314415058
0.549056385736447,0.8144642059151339
0.7504418257243679,0.9884157545160734
-0.212443192777932,-0.9242625484459166
0.044174224931508466,0.3167969708482561
-0.014731496083019824,-0.18964634072336128
0.02391522694177972,-0.7986098846390521
-0.21248271664654372,0.13983445967546237
0.24648312130315553,0.26230624478959497
-0.156682490565494,0.909967452229822
0.6641043634628165,0.37092336003458315
-0.7699174684448236,-0.9555033736655971
-0.6254550263363916,-0.5615498913904295
0.12487863901802876,0.2961058613424348
0.25413453667131325,-0.11073311545243003
-0.31409378855010406,-0.5169203403835971
0.4654515847639862,-0.5113940276114575
0.44538272556752245,-0.8980412113921914
-1.3599881758203984,-0.8990192648660609
0.7179422439304279,0.7659652968900679
0.6360116392302599,-0.24419556714700597
0.18180314600048164,0.40634018100962455
0.13433893405110742,-0.754244649773226
-1.5060160404035399,0.4069585405910121
-0.3635454421255213,0.30872615576271967
-0.10980347042706073,-0.5194158629263272
0.542803510225627,-0.5756016410554514
0.2536380706644612,0.395957148348826
0.1045557632873142,0.23798441169910856
-0.45785338944383347,-0.46899628055651044
-0.6383434088287396,0.6636464501962789
0.36804043513547846,-0.6104223343294097
0.5324151488692834,-0.762642427411008
-0.1265296519982243,-0.9289820190199193
0.6965521431453463,0.7204217989214614
0.5354608596445332,0.1675118150135353
0.4248917739397102,0.6568286573326891
-0.10442287454282995,0.13323032283646286
0.6882031314159349,0.5483837598827448
0.11162982002037225,-0.6070584425544232
-0.3575647880016535,-0.04931996056047461
-0.46104819893337945,-0.5583204610250805
0.7330278405733512,-0.016479146451880755
-0.11356316435911529,0.6842399667464552
0.36188373799942886,0.18621422906012608
0.04864247415560863,0.6028875746858198
-0.31596209780066076,0.22538574186793392
0.6863721425514708,0.35425777007351766
-0.8656881767172859,0.07324493940025367
-0.9870234392964352,0.14831063184640514
0.684975323340066,0.5151451806650131
0.3010797505815641,0.3040948180008498
-1.3579840488115453,0.6808957643408673
-0.003633521767424819,0.5289773623898897
0.3655074466552166,-0.39564319599587017
0.1738214570838752,0.9024364925529211
0.2281884007142545,-0.6515323621554714
0.5101633151662512,-0.04620233672727192
0.41620671664503917,0.9989414064381568
-0.7195370842674924,-0.0220598079282861
0.630832366277758,-0.021877734463123355
0.2900853498742886,0.17753586292373758
-0.11963049572958484,0.32646725536881593
-0.1380972409089667,-0.9292437139843353
0.18804721362543342,-0.9044852881328391
0.027467771585800715,0.8480122637796832
-0.15664107951074713,-0.10342447748026662
-0.12444761328487686,0.5469235498907394
-0.9745286853567638,0.9639366161616756
