Feature,S1,S1_CI_lower,S1_CI_upper,ST,ST_CI_lower,ST_CI_upper
Current density (A/cm2),0.6026177062180157,0.4852031778364713,0.723363568551955,0.3984592391996504,0.27903536098478343,0.5167707242628897
Voltage (V),0.00208929204328041,-0.032936594609292665,0.039142614509944454,0.997779249953805,0.9600047885351628,1.0340331372006526
Faradaic efficiency,0.3149603902318869,0.22708900759510067,0.40500625554874886,0.6833837505317145,0.5936827956302152,0.7740255132378089
CO conversion,0.007402473856879445,-0.029203301241307045,0.04585259397300991,0.9927640471222516,0.9544253045214669,1.0297592742093324
Crossover rate,0.00379766455978595,-0.03104485842626788,0.04109806370094135,0.9961529753419456,0.9585037883761366,1.0311972359811654
Capture energy (MJ/kgCO2),-0.0022381126436380907,-0.036956425032891455,0.0350466947491584,1.0022902493862542,0.9658337297231341,1.0376139375820128
Electricity price (USD/kWh),0.04459903864761391,0.0012186859929097305,0.09080160328199514,0.9553769147545335,0.9116820098665468,1.0000283618073962
Membrane cost (USD/m2),-0.001573580671132381,-0.03672828882390868,0.035100933145123525,1.0015411789470423,0.965424552671645,1.0365471889487825
