Feature,Global_Attribution_Score
x10,0.6743981
x14,0.44063535
x11,0.25722876
x4,0.07914825
x6,0.008706956
x15,0.0065823435
x16,0.003494749
x7,0.0010475189
x13,0.00077003916
x5,0.00032718235
x8,0.00022402624
x1,0.00013686191
x2,0.0
x3,0.0
x9,0.0
x12,0.0
